Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Охотская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672					
1	"Число избирателей, внесенных в списки избирателей"	8668	426	774	659	654	631	438	568	645	444	429	647	579	475	209	397	158	400	135					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8482	430	730	610	640	612	410	570	650	430	430	650	570	470	180	400	166	400	134					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	219	0	100	0	0	0	0	0	43	0	0	0	76	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4405	226	331	331	339	285	257	276	280	235	245	300	224	276	131	244	88	247	90					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	632	22	24	82	27	23	16	34	65	8	11	54	22	25	17	18	39	135	10					
6	Число погашенных избирательных бюллетеней	3226	182	275	197	274	304	137	260	262	187	174	296	248	169	32	138	39	18	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	851	22	124	82	27	23	16	34	108	8	11	54	98	25	17	18	39	135	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4404	226	331	331	338	285	257	276	280	235	245	300	224	276	131	244	88	247	90					
9	Число недействительных избирательных бюллетеней	73	1	2	10	7	6	2	4	4	5	2	14	2	0	0	2	3	9	0					
10	Число действительных избирательных бюллетеней	5182	247	453	403	358	302	271	306	384	238	254	340	320	301	148	260	124	373	100					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	208	8	15	12	11	10	15	12	15	15	17	12	12	15	5	10	16	0	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	143	3	9	11	10	3	14	10	11	14	8	9	0	14	1	10	13	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	2	4	6	6	2	8	6	5	2	3	4	1	0	3	2	3	9	3					
14	Число погашенных неиспользованных открепительных удостоверений	65	5	6	1	1	7	1	2	4	1	9	3	12	1	4	0	3	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	1	1	3	7	1	0	0	2	0	2	2	7	8	0	5	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	118	7	12	11	10	9	4	6	10	10	2	8	8	1	2	10	2	4	2					
		2.25%	2.82%	2.64%	2.66%	2.74%	2.92%	1.47%	1.94%	2.58%	4.12%	0.78%	2.26%	2.48%	0.33%	1.35%	3.82%	1.57%	1.05%	2.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	0	3	5	3	1	2	0	6	1	0	0	2	3	0	0	0	4	0					
		0.57%	0.00%	0.66%	1.21%	0.82%	0.32%	0.73%	0.00%	1.55%	0.41%	0.00%	0.00%	0.62%	0.99%	0.00%	0.00%	0.00%	1.05%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	1	2	0	0	1	0	3	2	1	1	0	1	0	0	1	0	0	0					
		0.25%	0.40%	0.44%	0.00%	0.00%	0.32%	0.00%	0.97%	0.52%	0.41%	0.39%	0.00%	0.31%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	429	21	37	29	33	28	27	28	26	9	17	34	34	28	6	22	11	32	7					
		8.16%	8.47%	8.13%	7.02%	9.04%	9.09%	9.89%	9.03%	6.70%	3.70%	6.64%	9.60%	10.56%	9.30%	4.05%	8.40%	8.66%	8.38%	7.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	1	3	4	4	2	1	3	4	1	0	3	1	1	2	0	1	1	0					
