Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Охотская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665					
1	"Число избирателей, внесенных в список избирателей"	7152	367	617	522	557	526	405	480	593	344	500	489	486	389	166	341	124	246					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7120	350	600	500	520	510	410	500	580	320	500	500	450	400	160	350	120	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	135	4	0	0	0	0	46	0	40	0	0	0	45	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3270	175	250	240	262	198	206	207	183	186	299	195	145	157	99	165	75	228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	461	14	24	38	25	22	13	36	26	8	26	56	60	40	29	7	19	18					
6	Число погашенных избирательных бюллетеней	3254	157	326	222	233	290	145	257	331	126	175	249	200	203	32	178	26	104					
7	Число избирательных бюллетеней в переносных ящиках для голосования	596	18	24	38	25	22	59	36	66	8	26	56	105	40	29	7	19	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3269	175	250	239	262	198	206	207	183	186	299	195	145	157	99	165	75	228					
9	Число недействительных избирательных бюллетеней	98	8	8	7	5	8	2	6	9	1	2	10	2	3	1	5	4	17					
10	Число действительных избирательных бюллетеней	3767	185	266	270	282	212	263	237	240	193	323	241	248	194	127	167	90	229					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	328	20	30	30	30	30	30	30	15	10	33	25	10	10	5	10	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	257	20	15	15	30	17	29	21	11	10	33	25	1	5	5	10	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	23	0	0	1	4	2	1	1	1	4	3	1	0	2	0	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	71	0	15	15	0	13	1	9	4	0	0	0	9	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	3	8	6	10	6	10	2	0	1	1	1	0	2	0	0	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	469	36	25	31	33	18	31	23	45	22	40	26	44	23	23	19	7	23					
		12.13%	18.65%	9.12%	11.19%	11.50%	8.18%	11.70%	9.47%	18.07%	11.34%	12.31%	10.36%	17.60%	11.68%	17.97%	11.05%	7.45%	9.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	704	32	55	49	49	37	51	40	23	34	71	42	45	38	21	29	19	69					
		18.21%	16.58%	20.07%	17.69%	17.07%	16.82%	19.25%	16.46%	9.24%	17.53%	21.85%	16.73%	18.00%	19.29%	16.41%	16.86%	20.21%	28.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	1	0	4	4	4	4	3	5	2	4	3	4	0	0	2	5					
		1.19%	0.52%	0.36%	0.00%	1.39%	1.82%	1.51%	1.65%	1.20%	2.58%	0.62%	1.59%	1.20%	2.03%	0.00%	0.00%	2.13%	2.03%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	517	18	44	36	40	38	33	28	40	16	37	36	40	27	5	15	12	52					
		13.38%	9.33%	16.06%	12.99%	13.94%	17.27%	12.45%	11.52%	16.06%	8.25%	11.38%	14.34%	16.00%	13.71%	3.91%	8.72%	12.77%	21.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	93	2	8	8	12	4	10	0	6	6	6	5	9	6	0	3	0	8					
		2.41%	1.04%	2.92%	2.89%	4.18%	1.82%	3.77%	0.00%	2.41%	3.09%	1.85%	1.99%	3.60%	3.05%	0.00%	1.74%	0.00%	3.25%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1921	95	132	145	143	111	131	140	119	109	167	128	107	95	78	100	50	71					
		49.70%	49.22%	48.18%	52.35%	49.83%	50.45%	49.43%	57.61%	47.79%	56.19%	51.38%	50.99%	42.80%	48.22%	60.94%	58.14%	53.19%	28.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	1	1	1	1	0	3	2	4	1	0	0	0	1	0	1	0	1					
		0.44%	0.52%	0.36%	0.36%	0.35%	0.00%	1.13%	0.82%	1.61%	0.52%	0.00%	0.00%	0.00%	0.51%	0.00%	0.58%	0.00%	0.41%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
