Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Кадыйская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
1	"Число избирателей, внесенных в список избирателей"	7272	63	1522	602	170	103	197	269	1486	180	165	267	221	337	288	170	179	462	115	327	149					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6865	66	1300	570	176	120	190	260	1300	201	180	270	220	320	270	183	183	440	147	310	159					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4005	44	834	270	91	72	93	128	901	75	85	161	137	152	183	93	98	283	68	161	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	704	6	74	80	27	11	26	46	63	50	32	19	37	38	35	15	28	39	19	32	27					
6	Число погашенных избирательных бюллетеней	2156	16	392	220	58	37	71	86	336	76	63	90	46	130	52	75	57	118	60	117	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	704	6	74	80	27	11	26	46	63	50	32	19	37	38	35	15	28	39	19	32	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4004	44	834	270	91	72	93	128	900	75	85	161	137	152	183	93	98	283	68	161	76					
9	Число недействительных избирательных бюллетеней	45	1	5	4	1	0	2	0	12	0	1	6	0	2	1	2	2	3	0	2	1					
10	Число действительных избирательных бюллетеней	4663	49	903	346	117	83	117	174	951	125	116	174	174	188	217	106	124	319	87	191	102					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	310	2	37	20	8	10	10	7	48	18	8	25	20	5	10	9	13	25	22	10	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	308	2	35	20	8	10	10	7	48	18	8	25	20	5	10	9	13	25	22	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	2	16	9	1	2	4	2	14	3	2	1	5	2	8	0	12	2	2	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	826	6	150	66	38	16	16	28	153	22	19	27	27	36	43	28	35	62	10	29	15					
		17.54%	12.00%	16.52%	18.86%	32.20%	19.28%	13.45%	16.09%	15.89%	17.60%	16.24%	15.00%	15.52%	18.95%	19.72%	25.93%	27.78%	19.25%	11.49%	15.03%	14.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	678	6	121	55	19	15	6	39	138	9	18	31	33	30	23	11	13	61	19	22	9					
		14.40%	12.00%	13.33%	15.71%	16.10%	18.07%	5.04%	22.41%	14.33%	7.20%	15.38%	17.22%	18.97%	15.79%	10.55%	10.19%	10.32%	18.94%	21.84%	11.40%	8.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	0	6	1	0	0	1	3	14	1	1	0	0	3	0	0	2	0	0	1	1					
		0.72%	0.00%	0.66%	0.29%	0.00%	0.00%	0.84%	1.72%	1.45%	0.80%	0.85%	0.00%	0.00%	1.58%	0.00%	0.00%	1.59%	0.00%	0.00%	0.52%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1072	9	256	62	13	10	15	36	271	23	25	51	42	20	43	23	27	55	13	57	21					
		22.77%	18.00%	28.19%	17.71%	11.02%	12.05%	12.61%	20.69%	28.14%	18.40%	21.37%	28.33%	24.14%	10.53%	19.72%	21.30%	21.43%	17.08%	14.94%	29.53%	20.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	1	15	1	1	0	1	1	12	1	0	0	0	1	1	1	3	2	0	2	1					
		0.93%	2.00%	1.65%	0.29%	0.85%	0.00%	0.84%	0.57%	1.25%	0.80%	0.00%	0.00%	0.00%	0.53%	0.46%	0.93%	2.38%	0.62%	0.00%	1.04%	0.97%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1998	27	355	160	46	42	78	66	357	69	53	65	72	98	107	43	44	139	43	79	55					
		42.44%	54.00%	39.10%	45.71%	38.98%	50.60%	65.55%	37.93%	37.07%	55.20%	45.30%	36.11%	41.38%	51.58%	49.08%	39.81%	34.92%	43.17%	49.43%	40.93%	53.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	1	0					
		0.23%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.57%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.52%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
