Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
"Наименование Избирательной комиссии:    Томск, Советская"																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36					
1	"Число избирателей, внесенных в списки"	76167	2535	2527	2817	2057	1636	2017	851	2609	2319	2424	2786	1619	2102	2906	2423	1666	1052	1957	735	1147	1661	2036	2246	2655	2722	2685	2622	1441	2133	2161	2368	2591	2356	1583	2036	2686					
2	"Число бюллетеней, полученных участковыми комиссиями"	71150	2400	2400	2600	2000	1600	1900	800	2400	2200	2300	2600	1500	2000	2600	2300	1500	1000	1800	650	1100	1500	1900	2000	2500	2600	2500	2400	1300	2000	2100	2200	2300	2200	1500	2000	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	35209	1206	1505	1213	1073	771	776	259	1197	927	1091	1235	615	881	1409	1149	877	352	1024	581	496	931	1001	1023	1305	1243	1289	1280	419	878	1065	1198	1331	943	699	760	1207					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1082	4	25	23	28	11	64	87	17	12	38	45	23	33	33	41	10	26	23	0	24	20	9	13	37	14	13	109	38	42	29	22	29	56	27	44	13					
6	Число погашенных бюллетеней	34859	1190	870	1364	899	818	1060	454	1186	1261	1171	1320	862	1086	1158	1110	613	622	753	69	580	549	890	964	1158	1343	1198	1011	843	1080	1006	980	940	1201	774	1196	1280					
7	Число бюллетеней в переносных ящиках для голосования	1082	4	25	23	28	11	64	87	17	12	38	45	23	33	33	41	10	26	23	0	24	20	9	13	37	14	13	109	38	42	29	22	29	56	27	44	13					
8	Число бюллетеней в стационарных ящиках для голосования	35156	1205	1490	1213	1073	771	773	259	1194	927	1087	1233	615	881	1409	1148	876	351	1024	579	496	931	1001	1023	1305	1243	1289	1279	419	876	1065	1197	1329	942	686	760	1207					
9	Число недействительных бюллетеней	327	10	6	8	5	6	9	4	5	3	16	13	16	14	7	19	4	8	16	3	5	13	5	10	11	10	10	11	2	7	13	6	6	4	11	20	11					
10	Число действительных бюллетеней	35911	1199	1509	1228	1096	776	828	342	1206	936	1109	1265	622	900	1435	1170	882	369	1031	576	515	938	1005	1026	1331	1247	1292	1377	455	911	1081	1213	1352	994	702	784	1209					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1810	50	50	60	50	50	50	40	50	50	50	60	50	50	60	50	50	40	50	50	40	50	50	50	50	60	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	413	19	10	3	11	12	4	1	12	14	8	12	7	10	16	9	9	7	10	47	9	20	5	8	11	11	13	19	4	7	8	12	19	16	7	10	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	273	9	9	8	11	8	2	4	9	10	7	6	3	0	10	2	8	6	10	4	5	7	5	7	7	14	11	7	9	14	5	8	8	14	7	7	12					
14	Число погашенных открепительных удостоверений	1397	31	40	57	39	38	46	39	38	36	42	48	43	40	44	41	41	33	40	3	31	30	45	42	39	49	37	31	46	43	42	38	31	34	43	40	37					
15	Число открепительных удостоверений выданных ТИК	23	1	0	1	0	0	1	1	0	1	2	1	3	1	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	1	1	3	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	396	17	11	15	9	7	14	7	15	9	8	15	4	5	17	8	8	5	13	4	4	11	12	14	13	9	8	13	6	11	17	8	20	15	14	15	15					
		1.09%	1.40%	0.72%	1.21%	0.81%	0.89%	1.67%	2.02%	1.23%	0.95%	0.71%	1.17%	0.62%	0.54%	1.17%	0.67%	0.90%	1.32%	1.24%	0.69%	0.76%	1.15%	1.18%	1.35%	0.96%	0.71%	0.61%	0.93%	1.31%	1.19%	1.55%	0.65%	1.47%	1.50%	1.96%	1.86%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3457	173	258	86	76	53	60	20	91	81	71	99	57	63	116	103	71	25	86	43	31	90	115	55	137	152	137	144	27	71	123	160	165	106	104	64	144					
		9.53%	14.30%	17.02%	6.95%	6.90%	6.77%	7.16%	5.78%	7.51%	8.62%	6.31%	7.74%	8.93%	6.89%	8.04%	8.66%	8.01%	6.63%	8.21%	7.42%	5.96%	9.46%	11.38%	5.30%	10.20%	12.09%	10.52%	10.37%	5.90%	7.73%	11.24%	13.12%	12.15%	10.62%	14.58%	7.96%	11.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2437	35	58	121	100	113	72	46	89	63	86	103	31	64	86	101	42	35	82	6	75	45	56	67	111	91	66	90	29	58	63	40	40	75	37	92	69					
		6.72%	2.89%	3.82%	9.78%	9.08%	14.45%	8.60%	13.29%	7.34%	6.70%	7.64%	8.05%	4.85%	7.00%	5.96%	8.49%	4.74%	9.28%	7.83%	1.03%	14.42%	4.73%	5.54%	6.46%	8.27%	7.23%	5.06%	6.48%	6.34%	6.31%	5.75%	3.28%	2.94%	7.51%	5.18%	11.44%	5.65%					
