Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    район Измайлово 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №3181	УИК №3182					
1	"Число избирателей, внесенных в списки избирателей"	64143	1635	1472	1781	1818	1801	1686	1774	1441	1944	2360	1735	1391	2142	2537	2197	2308	1434	1891	2107	1672	1623	2386	1689	2079	1897	2558	1988	2694	2513	1367	1934	1823	2155	231	80					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51000	1000	1200	1450	1500	1450	1350	1400	1150	1550	1800	1400	1100	1700	2000	1800	1850	1200	1500	1600	1300	1300	1900	1100	1700	1500	2100	1600	2200	2000	1100	1550	1500	1750	300	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33192	931	726	804	878	927	818	844	695	1020	1231	855	778	1082	1248	1197	1162	752	1006	1392	894	766	1228	1057	994	995	1331	1153	1360	1356	733	1029	907	1043	0	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1211	11	24	23	16	21	11	11	24	36	19	30	19	43	105	51	39	25	14	23	45	25	30	9	12	26	37	15	19	26	6	28	30	47	231	80					
6	Число погашенных избирательных бюллетеней	16597	58	450	623	606	502	521	545	431	494	550	515	303	575	647	552	649	423	480	185	361	509	642	34	694	479	732	432	821	618	361	493	563	660	69	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1211	11	24	23	16	21	11	11	24	36	19	30	19	43	105	51	39	25	14	23	45	25	30	9	12	26	37	15	19	26	6	28	30	47	231	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33112	931	726	803	878	927	817	844	695	1011	1228	855	774	1079	1248	1194	1152	752	1003	1392	894	765	1221	1053	988	994	1331	1149	1356	1352	727	1029	902	1042	0	0					
9	Число недействительных избирательных бюллетеней	528	17	14	14	9	17	13	16	11	18	26	11	10	12	17	18	24	9	15	10	14	14	23	26	15	10	16	15	15	27	20	18	14	16	3	1					
10	Число действительных избирательных бюллетеней	33795	925	736	812	885	931	815	839	708	1029	1221	874	783	1110	1336	1227	1167	768	1002	1405	925	776	1228	1036	985	1010	1352	1149	1360	1351	713	1039	918	1073	228	79					
