Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Тобольская городская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686					
1	"Число избирателей, внесенных в списки"	81416	1691	2388	1650	2389	754	1767	1754	1915	2037	1427	1526	2486	1997	2617	1688	1985	1514	1343	2170	2173	1376	2268	2576	3159	2584	2883	1623	2125	2081	896	909	1040	1115	903	1278	1327	1065	1391	234	836	620	1232	2079	1751	1757	1182	1645	1642	148	80	340					
2	"Число бюллетеней, полученных участковыми комиссиями"	69805	1350	1990	1400	2060	1420	1510	1470	1590	1420	1200	1320	2050	1730	2200	1320	1870	1310	1120	1880	1930	1130	1950	2100	2630	2120	2470	1390	1830	1800	740	770	870	920	740	1150	1160	890	1160	210	730	540	1070	1840	1550	1550	1020	1450	1440	125	80	240					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	40286	710	1275	780	1239	747	828	828	973	892	672	751	1239	1047	1342	722	1033	789	523	1092	1178	674	1135	1319	1686	1173	1573	826	1157	1156	308	378	372	506	367	579	406	418	657	132	367	311	615	1096	958	875	462	914	839	67	60	240					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	701	23	31	13	20	7	10	14	7	9	19	15	11	6	20	11	15	29	1	14	8	8	11	14	6	8	16	10	4	8	12	18	9	15	38	15	33	12	9	12	6	0	25	35	20	23	14	16	15	6	0	0					
6	Число погашенных бюллетеней	28818	617	684	607	801	666	672	628	610	519	509	554	800	677	838	587	822	492	596	774	744	448	804	767	938	939	881	554	669	636	420	374	489	399	335	556	721	460	494	66	357	229	430	709	572	652	544	520	586	52	20	0					
7	Число бюллетеней в переносных ящиках для голосования	701	23	31	13	20	7	10	14	7	9	19	15	11	6	20	11	15	29	1	14	8	8	11	14	6	8	16	10	4	8	12	18	9	15	38	15	33	12	9	12	6	0	25	35	20	23	14	16	15	6	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	40251	710	1275	779	1239	747	828	828	973	892	671	751	1239	1044	1342	722	1032	789	523	1092	1178	674	1135	1319	1686	1173	1573	826	1150	1156	308	378	372	506	367	559	406	418	657	132	367	311	615	1096	958	874	461	914	839	67	60	240					
9	Число недействительных бюллетеней	367	5	10	8	9	7	3	1	12	5	2	8	11	5	9	7	4	6	13	3	6	4	6	7	18	12	11	11	7	9	3	0	5	16	5	10	4	2	9	2	2	6	4	19	14	10	13	8	16	0	0	0					
10	Число действительных бюллетеней	40585	728	1296	784	1250	747	835	841	968	896	688	758	1239	1045	1353	726	1043	812	511	1103	1180	678	1140	1326	1674	1169	1578	825	1147	1155	317	396	376	505	400	564	435	428	657	142	371	305	636	1112	964	887	462	922	838	73	60	240					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1173	23	30	23	30	24	24	24	24	24	24	24	30	24	30	24	24	24	23	30	30	23	30	30	30	30	30	23	30	30	23	23	23	23	20	23	23	23	23	5	5	5	23	30	24	24	23	23	23	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	293	7	16	10	11	3	7	5	4	3	6	2	10	8	13	6	4	3	6	7	13	6	11	16	18	6	9	7	10	8	1	1	2	3	0	1	1	2	3	0	2	0	2	7	3	4	6	13	7	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	176	9	3	8	6	5	0	13	3	5	2	3	5	4	1	1	2	3	5	5	4	7	5	3	5	4	6	2	1	4	0	3	1	2	0	3	1	1	6	0	1	1	2	1	0	0	0	1	4	22	1	2					
14	Число погашенных открепительных удостоверений	880	16	14	13	19	21	17	19	20	21	18	22	20	16	17	18	20	21	17	23	17	17	19	14	12	24	21	16	20	22	22	22	21	20	20	22	22	21	20	5	3	5	21	23	21	20	17	10	16	5	5	5					
15	Число открепительных удостоверений выданных ТИК	11	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	444	5	9	8	14	3	9	6	7	9	8	14	9	11	7	12	17	10	12	12	7	2	12	13	13	9	14	9	15	7	6	3	9	10	5	6	5	5	12	2	8	5	4	18	19	14	5	9	13	1	1	1					
