Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Боготольская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970					
1	"Число избирателей, внесенных в список избирателей"	7566	325	1246	344	164	197	841	250	43	513	116	70	116	717	239	762	70	59	93	247	57	182	53	583	105	86	88					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7892	316	1322	352	178	212	855	258	44	557	152	92	132	683	242	776	74	66	98	258	60	187	70	590	128	94	96					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4251	154	531	137	92	129	402	133	23	266	83	47	98	556	165	401	44	40	77	147	46	100	30	366	79	43	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	544	25	63	49	6	13	32	5	5	91	6	0	0	23	21	72	5	9	2	14	4	23	1	48	10	10	7					
6	Число погашенных избирательных бюллетеней	3097	137	728	166	80	70	421	120	16	200	63	45	34	104	56	303	25	17	19	97	10	64	39	176	39	41	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	544	25	63	49	6	13	32	5	5	91	6	0	0	23	21	72	5	9	2	14	4	23	1	48	10	10	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4251	154	531	137	92	129	402	133	23	266	83	47	98	556	165	401	44	40	77	147	46	100	30	366	79	43	62					
9	Число недействительных избирательных бюллетеней	94	0	9	0	0	3	3	0	0	48	9	0	0	6	4	5	0	0	0	1	1	1	1	3	0	0	0					
10	Число действительных избирательных бюллетеней	4701	179	585	186	98	139	431	138	28	309	80	47	98	573	182	468	49	49	79	160	49	122	30	411	89	53	69					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	10	50	10	10	10	30	10	5	20	10	5	10	20	10	25	5	5	5	10	5	10	5	20	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	18	2	0	0	2	0	0	0	0	2	0	0	0	3	3	5	0	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	19	0	1	1	1	1	0	0	1	0	0	0	0	5	2	1	1	0	0	0	1	0	1	1	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	302	8	50	10	8	10	30	10	5	18	10	5	10	17	7	20	5	5	5	9	5	10	5	20	10	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	493	28	86	19	11	13	34	12	4	31	7	1	6	35	25	77	4	1	1	24	3	2	0	53	1	8	7					
		10.28%	15.64%	14.48%	10.22%	11.22%	9.15%	7.83%	8.70%	14.29%	8.68%	7.87%	2.13%	6.12%	6.04%	13.44%	16.28%	8.16%	2.04%	1.27%	14.91%	6.00%	1.63%	0.00%	12.80%	1.12%	15.09%	10.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	740	16	95	9	17	21	75	31	4	36	15	1	14	60	27	126	18	7	17	23	4	31	11	49	10	10	13					
		15.43%	8.94%	15.99%	4.84%	17.35%	14.79%	17.28%	22.46%	14.29%	10.08%	16.85%	2.13%	14.29%	10.36%	14.52%	26.64%	36.73%	14.29%	21.52%	14.29%	8.00%	25.20%	35.48%	11.84%	11.24%	18.87%	18.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	1	5	0	2	1	1	0	0	5	3	0	0	1	1	5	1	0	1	0	0	0	0	1	0	1	0					
		0.60%	0.56%	0.84%	0.00%	2.04%	0.70%	0.23%	0.00%	0.00%	1.40%	3.37%	0.00%	0.00%	0.17%	0.54%	1.06%	2.04%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	1.89%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	710	28	86	44	18	15	85	19	6	51	4	5	18	59	34	76	2	4	6	28	9	12	2	80	8	1	10					
		14.81%	15.64%	14.48%	23.66%	18.37%	10.56%	19.59%	13.77%	21.43%	14.29%	4.49%	10.64%	18.37%	10.19%	18.28%	16.07%	4.08%	8.16%	7.59%	17.39%	18.00%	9.76%	6.45%	19.32%	8.99%	1.89%	14.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	2	4	3	1	4	2	6	3	1	0	0	0	6	1	10	0	1	0	3	0	0	1	0	2	0	0					
		1.04%	1.12%	0.67%	1.61%	1.02%	2.82%	0.46%	4.35%	10.71%	0.28%	0.00%	0.00%	0.00%	1.04%	0.54%	2.11%	0.00%	2.04%	0.00%	1.86%	0.00%	0.00%	3.23%	0.00%	2.25%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2651	103	304	111	49	83	232	69	10	180	51	40	60	410	92	172	24	36	54	81	33	77	16	225	67	33	39					
		55.29%	57.54%	51.18%	59.68%	50.00%	58.45%	53.46%	50.00%	35.71%	50.42%	57.30%	85.11%	61.22%	70.81%	49.46%	36.36%	48.98%	73.47%	68.35%	50.31%	66.00%	62.60%	51.61%	54.35%	75.28%	62.26%	56.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	1	5	0	0	2	2	1	1	5	0	0	0	2	2	2	0	0	0	1	0	0	0	3	1	0	0					
		0.58%	0.56%	0.84%	0.00%	0.00%	1.41%	0.46%	0.72%	3.57%	1.40%	0.00%	0.00%	0.00%	0.35%	1.08%	0.42%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.72%	1.12%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
