Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Спасская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290					
1	"Число избирателей, внесенных в списки"	10255	342	171	333	271	163	443	149	327	205	287	207	748	174	71	269	245	92	258	1586	1139	366	217	121	577	629	589	276					
2	"Число бюллетеней, полученных участковыми комиссиями"	10000	340	177	330	270	158	430	148	320	200	280	200	730	175	73	250	240	94	250	1500	1120	340	240	125	560	620	570	260					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4591	202	102	202	117	112	205	52	141	70	148	60	288	71	21	122	110	68	112	778	498	169	105	63	206	218	221	130					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	571	0	0	2	33	1	0	28	34	55	55	50	25	13	33	18	17	0	15	53	25	35	19	18	2	3	28	9					
6	Число погашенных бюллетеней	4838	138	75	126	120	45	225	68	145	75	77	90	417	91	19	110	113	26	123	669	597	136	116	44	352	399	321	121					
7	Число бюллетеней в переносных ящиках для голосования	571	0	0	2	33	1	0	28	34	55	55	50	25	13	33	18	17	0	15	53	25	35	19	18	2	3	28	9					
8	Число бюллетеней в стационарных ящиках для голосования	4590	202	102	202	117	112	205	52	141	70	148	60	288	71	21	122	109	68	112	778	498	169	105	63	206	218	221	130					
9	Число недействительных бюллетеней	159	1	7	5	6	7	7	2	10	3	4	6	3	1	0	6	2	0	0	20	6	2	6	3	19	17	13	3					
10	Число действительных бюллетеней	5002	201	95	199	144	106	198	78	165	122	199	104	310	83	54	134	124	68	127	811	517	202	118	78	189	204	236	136					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	100	100	60	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	0	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	7	6	1	0	0	2	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	1	0	0	1	1	4	1	5	0	1	2	0	0	0	0	0	0	0	1	0	1	4	1	0	0	0					
14	Число погашенных открепительных удостоверений	477	10	10	10	10	8	10	10	8	10	9	10	10	10	10	9	10	10	10	93	94	59	10	10	8	10	9	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	99	8	5	1	3	1	0	0	6	0	2	1	4	2	0	4	0	1	6	15	8	2	3	2	5	6	10	4					
		1.91%	3.96%	4.90%	0.49%	2.0%	0.88%	0.0%	0.0%	3.42%	0.0%	0.98%	0.90%	1.27%	2.38%	0.0%	2.85%	0.0%	1.47%	4.72%	1.80%	1.52%	0.98%	2.41%	2.46%	2.40%	2.71%	4.01%	2.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	279	10	8	8	5	5	26	3	10	5	7	2	7	6	2	5	0	1	12	62	39	15	9	5	8	5	9	5					
		5.40%	4.95%	7.84%	3.92%	3.33%	4.42%	12.68%	3.75%	5.71%	4.0%	3.44%	1.81%	2.23%	7.14%	3.70%	3.57%	0.0%	1.47%	9.44%	7.46%	7.45%	7.35%	7.25%	6.17%	3.84%	2.26%	3.61%	3.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	133	7	2	3	3	2	6	2	7	6	5	8	4	1	0	3	0	3	3	17	14	4	10	2	3	7	8	3					
		2.57%	3.46%	1.96%	1.47%	2.0%	1.76%	2.92%	2.5%	4.0%	4.8%	2.46%	7.27%	1.27%	1.19%	0.0%	2.14%	0.0%	4.41%	2.36%	2.04%	2.67%	1.96%	8.06%	2.46%	1.44%	3.16%	3.21%	2.15%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	56	0	0	3	3	2	1	3	2	0	4	0	5	1	0	0	1	0	3	9	9	0	0	1	4	3	2	0					
		1.08%	0.0%	0.0%	1.47%	2.0%	1.76%	0.48%	3.75%	1.14%	0.0%	1.97%	0.0%	1.59%	1.19%	0.0%	0.0%	0.79%	0.0%	2.36%	1.08%	1.72%	0.0%	0.0%	1.23%	1.92%	1.35%	0.80%	0.0%					
22	"5. ""За Русь Святую"""	43	0	2	2	1	0	1	3	2	0	2	3	3	1	1	2	0	1	1	7	2	1	5	1	0	0	1	1					
		0.83%	0.0%	1.96%	0.98%	0.66%	0.0%	0.48%	3.75%	1.14%	0.0%	0.98%	2.72%	0.95%	1.19%	1.85%	1.42%	0.0%	1.47%	0.78%	0.84%	0.38%	0.49%	4.03%	1.23%	0.0%	0.0%	0.40%	0.71%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	3	0	1	0	0	2	0	0	0	2	0	2	0	0	1	0	0	0	2	1	1	1	0	3	1	1	0					
		0.40%	1.48%	0.0%	0.49%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.98%	0.0%	0.63%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.24%	0.19%	0.49%	0.80%	0.0%	1.44%	0.45%	0.40%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	1	0	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	4	4	0	0	0	3	2	4	1					
		0.50%	0.49%	0.0%	0.49%	0.0%	0.0%	1.46%	1.25%	0.57%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.76%	0.0%	0.0%	0.0%	1.44%	0.90%	1.60%	0.71%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0					
		0.19%	0.0%	0.98%	0.0%	0.66%	0.88%	0.0%	0.0%	0.57%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.45%	0.0%	0.0%					
