Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    район Печатники																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №3125	УИК №3126	УИК №3127					
1	"Число избирателей, внесенных в список"	50870	2453	2553	2068	2423	2137	2213	1937	2594	2253	2119	2496	2916	2460	1935	2122	2835	2978	2665	1555	2915	2530	231	53	429					
2	Число полученных избирательных бюллетеней	46700	2300	2300	2000	2300	2000	2200	1700	2200	2000	2000	2200	2600	2500	1700	2000	2600	2600	2500	1200	2600	2300	300	100	500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	29538	1366	1475	1191	1466	1351	1281	1073	1476	1274	1266	1444	1557	1692	1179	1157	1637	1723	1366	980	1579	1292	231	53	429					
5	"Число избирательных бюллетеней, выданных вне помещения"	700	43	30	40	34	27	29	18	27	55	20	18	15	46	24	43	16	46	52	13	43	61	0	0	0					
6	Число погашенных избирательных бюллетеней	16462	891	795	769	800	622	890	609	697	671	714	738	1028	762	497	800	947	831	1082	207	978	947	69	47	71					
7	Число избирательных бюллетеней в переносных ящиках	700	43	30	40	34	27	29	18	27	55	20	18	15	46	24	43	16	46	52	13	43	61	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	29434	1366	1471	1191	1427	1351	1279	1073	1476	1274	1262	1442	1557	1692	1179	1157	1637	1673	1366	980	1577	1291	231	53	429					
9	Число недействительных избирательных бюллетеней	343	19	10	8	18	11	5	8	15	19	60	24	10	14	6	12	11	16	13	6	12	35	3	0	8					
10	Число действительных избирательных бюллетеней	29791	1390	1491	1223	1443	1367	1303	1083	1488	1310	1222	1436	1562	1724	1197	1188	1642	1703	1405	987	1608	1317	228	53	421					
11	Число полученных открепительных  удостоверений	1200	60	60	50	60	50	60	50	60	55	50	60	65	60	50	50	65	65	60	40	70	60	0	0	0					
12	Число выданных открепительных удостоверений	791	40	33	36	53	44	40	33	60	36	26	33	47	36	26	31	45	48	35	15	40	34	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	747	31	19	37	18	13	16	15	30	19	7	38	19	117	142	56	29	10	9	48	20	12	17	9	16					
14	Число неиспользованных открепительных удостоверений	409	20	27	14	7	6	20	17	0	19	24	27	18	24	24	19	20	17	25	25	30	26	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	6	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	1672	52	86	79	80	97	82	57	88	80	67	108	75	92	67	47	89	108	85	65	88	69	6	2	3					
		5.55%	3.69%	5.73%	6.42%	5.48%	7.04%	6.27%	5.22%	5.85%	6.02%	5.23%	7.40%	4.77%	5.29%	5.57%	3.92%	5.38%	6.28%	5.99%	6.55%	5.43%	5.10%	2.60%	3.77%	0.70%					
19	. Малышкин Олег Александрович	491	21	19	12	24	13	17	15	29	23	21	18	32	17	18	28	28	34	28	12	32	18	3	0	29					
		1.63%	1.49%	1.27%	0.97%	1.64%	0.94%	1.30%	1.37%	1.93%	1.73%	1.64%	1.23%	2.04%	0.98%	1.50%	2.33%	1.69%	1.98%	1.97%	1.21%	1.98%	1.33%	1.30%	0.00%	6.76%					
20	. Миронов Сергей Михайлович	163	12	6	5	5	8	5	9	11	8	11	5	5	10	3	7	12	7	1	12	11	7	1	0	2					
		0.54%	0.85%	0.40%	0.41%	0.34%	0.58%	0.38%	0.82%	0.73%	0.60%	0.86%	0.34%	0.32%	0.58%	0.25%	0.58%	0.73%	0.41%	0.07%	1.21%	0.68%	0.52%	0.43%	0.00%	0.47%					
21	. Путин Владимир Владимирович	21688	1002	1132	886	1064	952	972	776	1065	939	890	951	1148	1261	897	915	1182	1214	1043	725	1226	963	175	44	266					
		71.97%	71.11%	75.42%	71.97%	72.83%	69.09%	74.31%	71.13%	70.86%	70.65%	69.42%	65.14%	73.03%	72.55%	74.56%	76.25%	71.51%	70.62%	73.55%	73.01%	75.68%	71.23%	75.76%	83.02%	62.00%					
22	. Хакамада Ирина Муцуовна	1797	95	79	63	78	115	77	73	80	69	63	136	89	107	72	62	102	109	75	51	69	78	17	1	37					
		5.96%	6.74%	5.26%	5.12%	5.34%	8.35%	5.89%	6.69%	5.32%	5.19%	4.91%	9.32%	5.66%	6.16%	5.99%	5.17%	6.17%	6.34%	5.29%	5.14%	4.26%	5.77%	7.36%	1.89%	8.62%					
23	. Харитонов Николай Михайлович	2064	117	84	84	115	88	84	72	132	105	93	110	115	136	66	68	114	124	105	63	81	96	7	3	2					
		6.85%	8.30%	5.60%	6.82%	7.87%	6.39%	6.42%	6.60%	8.78%	7.90%	7.25%	7.53%	7.32%	7.83%	5.49%	5.67%	6.90%	7.21%	7.40%	6.34%	5.00%	7.10%	3.03%	5.66%	0.47%					
																															
24	Против всех	1916	91	85	94	77	94	66	81	83	86	77	108	98	101	74	61	115	107	68	59	101	86	19	3	82					
		6.36%	6.46%	5.66%	7.64%	5.27%	6.82%	5.05%	7.42%	5.52%	6.47%	6.01%	7.40%	6.23%	5.81%	6.15%	5.08%	6.96%	6.22%	4.80%	5.94%	6.23%	6.36%	8.23%	5.66%	19.11%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
