Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Кашарская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062					
1	"Число избирателей, внесенных в список избирателей"	19869	2070	1131	1578	699	506	366	341	941	185	124	539	185	580	922	592	168	341	139	386	406	712	402	200	333	266	1043	126	92	642	765	445	340	632	397	576	492	207					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20280	2117	1139	1624	710	521	384	345	959	185	124	549	183	593	933	600	168	341	138	391	416	739	408	200	339	268	1048	122	94	660	793	458	342	650	420	599	509	211					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11340	1195	630	805	359	257	219	202	533	79	71	377	101	439	625	320	89	158	105	239	198	370	220	89	157	150	624	88	53	356	349	298	217	396	226	331	292	123					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1771	103	24	30	67	39	61	27	23	53	14	36	46	37	148	36	18	46	9	25	50	61	27	38	33	25	114	23	26	68	109	38	53	74	54	55	66	15					
6	Число погашенных избирательных бюллетеней	7169	819	485	789	284	225	104	116	403	53	39	136	36	117	160	244	61	137	24	127	168	308	161	73	149	93	310	11	15	236	335	122	72	180	140	213	151	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1771	103	24	30	67	39	61	27	23	53	14	36	46	37	148	36	18	46	9	25	50	61	27	38	33	25	114	23	26	68	109	38	53	74	54	55	66	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11332	1195	630	805	359	256	219	202	526	79	71	377	101	439	625	320	89	158	105	239	198	370	220	89	157	150	624	88	53	356	349	298	217	396	226	331	292	123					
9	Число недействительных избирательных бюллетеней	120	8	4	8	0	2	0	0	7	0	1	2	8	0	2	17	0	2	0	1	4	3	4	1	1	2	13	0	0	2	2	3	0	3	3	3	14	0					
10	Число действительных избирательных бюллетеней	12983	1290	650	827	426	293	280	229	542	132	84	411	139	476	771	339	107	202	114	263	244	428	243	126	189	173	725	111	79	422	456	333	270	467	277	383	344	138					
