Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Износковская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191					
1	"Число избирателей, внесенных в списки избирателей"	5086	1348	385	132	179	232	250	198	195	204	437	289	1237					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5144	1338	390	138	175	243	246	192	210	199	446	287	1280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2434	714	172	76	62	153	126	71	75	69	176	122	618					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	940	139	100	22	70	21	85	51	51	94	103	108	96					
6	Число погашенных избирательных бюллетеней	1770	485	118	40	43	69	35	70	84	36	167	57	566					
7	Число избирательных бюллетеней в переносных ящиках для голосования	940	139	100	22	70	21	85	51	51	94	103	108	96					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2434	714	172	76	62	153	126	71	75	69	176	122	618					
9	Число недействительных избирательных бюллетеней	17	0	1	0	0	0	1	3	0	0	0	6	6					
10	Число действительных избирательных бюллетеней	3357	853	271	98	132	174	210	119	126	163	279	224	708					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	77	31	5	3	3	5	6	3	0	0	4	2	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	71	31	5	3	0	5	6	3	0	0	1	2	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	20	2	1	1	0	4	5	3	5	2	5	10					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	3	0	0	0	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	3	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	97	21	11	3	2	8	2	8	2	5	5	15	15					
		2.87%	2.46%	4.04%	3.06%	1.52%	4.60%	0.95%	6.56%	1.59%	3.07%	1.79%	6.52%	2.10%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	6	2	0	0	1	0	0	0	0	4	3	2					
		0.53%	0.70%	0.74%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	1.43%	1.30%	0.28%					
20	3.Политическая партия «Демократическая партия России»	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	359	103	26	6	19	12	23	10	10	13	23	13	101					
		10.64%	12.08%	9.56%	6.12%	14.39%	6.90%	10.90%	8.20%	7.94%	7.98%	8.24%	5.65%	14.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	2	0	0	1	1	0	3	1	0	0	1	1					
		0.30%	0.23%	0.00%	0.00%	0.76%	0.57%	0.00%	2.46%	0.79%	0.00%	0.00%	0.43%	0.14%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	1	0	3	1	0	0	0	0	0	1					
		0.18%	0.00%	0.00%	1.02%	0.00%	1.72%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	296	79	26	12	7	26	14	5	3	11	23	8	82					
		8.77%	9.26%	9.56%	12.24%	5.30%	14.94%	6.64%	4.10%	2.38%	6.75%	8.24%	3.48%	11.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	210	64	11	9	5	11	5	5	5	11	4	15	65					
		6.22%	7.50%	4.04%	9.18%	3.79%	6.32%	2.37%	4.10%	3.97%	6.75%	1.43%	6.52%	9.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	21	3	1	0	1	3	0	5	0	2	0	2	4					
		0.62%	0.35%	0.37%	0.00%	0.76%	1.72%	0.00%	4.10%	0.00%	1.23%	0.00%	0.87%	0.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2313	570	191	67	94	109	162	83	105	120	216	165	431					
		68.55%	66.82%	70.22%	68.37%	71.21%	62.64%	76.78%	68.03%	83.33%	73.62%	77.42%	71.74%	60.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	26	4	3	0	3	0	3	0	0	1	4	2	6					
		0.77%	0.47%	1.10%	0.00%	2.27%	0.00%	1.42%	0.00%	0.00%	0.61%	1.43%	0.87%	0.84%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
