Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Новолялинская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646					
1	"Число избирателей, внесенных в списки"	17640	1114	2117	1479	1143	927	1126	511	885	821	798	1423	1544	637	833	480	139	115	279	85	250	166	166	138	123	254	87					
2	"Число бюллетеней, полученных участковыми комиссиями"	17085	1100	2032	1421	1091	919	1102	498	890	792	774	1318	1483	608	815	476	134	111	277	84	249	163	158	135	122	252	81					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8443	503	980	699	455	412	525	234	414	366	381	674	814	220	371	286	100	64	178	40	108	93	102	96	57	211	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	438	17	51	29	36	16	17	12	11	18	19	45	25	17	34	0	0	0	23	0	16	7	3	4	19	19	0					
6	Число погашенных бюллетеней	8204	580	1001	693	600	491	560	252	465	408	374	599	644	371	410	190	34	47	76	44	125	63	53	35	46	22	21					
7	Число бюллетеней в переносных ящиках для голосования	438	17	51	29	36	16	17	12	11	18	19	45	25	17	34	0	0	0	23	0	16	7	3	4	19	19	0					
8	Число бюллетеней в стационарных ящиках для голосования	8442	503	979	699	455	412	525	234	414	366	381	674	814	220	371	286	100	64	178	40	108	93	102	96	57	211	60					
9	Число недействительных бюллетеней	132	16	13	15	4	8	11	1	3	8	12	12	6	5	7	1	1	2	1	0	1	2	0	0	1	2	0					
10	Число действительных бюллетеней	8748	504	1017	713	487	420	531	245	422	376	388	707	833	232	398	285	99	62	200	40	123	98	105	100	75	228	60					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	149	10	16	12	9	8	9	4	7	7	6	11	12	5	7	4	2	2	2	2	2	2	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	24	0	1	6	0	0	0	2	2	0	1	1	4	0	1	1	0	0	2	0	1	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	2	1	2	0	2	1	1	2	2	0	1	7	0	1	0	0	1	0	0	0	0	3	1	1	2	0					
14	Число погашенных открепительных удостоверений	125	10	15	6	9	8	9	2	5	7	5	10	8	5	6	3	2	2	0	2	1	2	0	2	2	2	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	92	1	6	3	7	10	7	4	1	4	5	10	8	7	3	3	1	1	0	0	4	1	3	0	2	0	1					
