Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Котельничская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13287	294	1144	1137	317	575	526	596	828	711	270	338	1063	365	722	649	226	1014	367	151	231	182	943	638									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13496	306	1151	1135	319	577	531	614	823	714	276	344	1092	369	745	664	230	1026	389	159	230	185	982	635									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5080	138	420	421	140	145	212	191	285	272	86	165	381	159	297	195	107	355	169	73	94	85	433	257									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1014	12	46	47	23	43	56	64	73	19	15	28	163	28	78	97	12	38	38	28	9	18	29	50									
6	Число погашенных избирательных бюллетеней	7402	156	685	667	156	389	263	359	465	423	175	151	548	182	370	372	111	633	182	58	127	82	520	328									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1014	12	46	47	23	43	56	64	73	19	15	28	163	28	78	97	12	38	38	28	9	18	29	50									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5080	138	420	421	140	145	212	191	285	272	86	165	381	159	297	195	107	355	169	73	94	85	433	257									
9	Число недействительных избирательных бюллетеней	244	8	13	17	4	8	5	4	8	11	5	7	63	7	18	11	2	20	3	2	4	6	7	11									
10	Число действительных избирательных бюллетеней	5850	142	453	451	159	180	263	251	350	280	96	186	481	180	357	281	117	373	204	99	99	97	455	296									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	310	10	20	20	10	10	10	20	20	10	10	10	10	30	20	10	10	10	20	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	110	1	5	2	2	5	0	9	3	2	0	5	4	6	20	5	0	1	20	10	0	0	6	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	1	2	6	4	4	4	4	7	6	3	2	3	2	4	1	3	5	5	2	1	3	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	200	9	15	18	8	5	10	11	17	8	10	5	6	24	0	5	10	9	0	0	10	10	4	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	72	2	8	8	5	4	1	2	5	4	1	2	6	1	7	3	1	1	0	0	0	1	5	5									
