Выборы Президента Российской Федерации																																												
Дата голосования: 02.03.2008																																												
																																												
Наименование Избирательной комиссии:    Ноябрьская городская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
	Число участковых избирательных комиссий	37																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																										
																																												
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, включенных в списки избирателей"	77857	2293	2261	2089	2287	2343	2220	1990	1992	2157	2148	2115	2382	1989	2156	2210	2126	2042	2403	2240	1989	2316	1882	2064	2093	1966	1524	2289	2045	4386	4585	2230	1736	1797	1428	1246	288	550					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80560	2400	2350	2250	2500	2350	2300	2100	2100	2300	2150	2150	2400	2100	2300	2250	2250	2150	2400	2350	2050	2400	1850	2250	2050	2150	1600	2400	2150	4250	4510	2250	1800	1850	1500	1300	400	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	5010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	2510	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	65485	1993	2175	1983	2091	2284	2151	1821	1901	1671	2067	1823	2233	1911	2139	1882	1892	1877	2037	1994	1764	2134	1484	2033	2008	1728	1274	1910	1770	1703	1809	1929	1337	1480	1306	1097	284	510					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	307	4	7	13	7	14	5	6	8	7	17	10	4	4	17	5	14	8	8	5	5	7	29	1	3	8	9	17	12	10	2	9	1	6	9	16	0	0					
6	Число погашенных избирательных бюллетеней	9758	403	168	254	402	52	144	273	191	622	66	317	163	185	144	363	344	265	355	351	281	259	337	216	39	414	317	473	368	37	189	312	462	364	185	187	116	140					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5317	4	7	13	7	14	5	6	8	7	17	10	4	4	17	5	14	8	8	5	5	7	29	1	3	8	9	17	12	2510	2512	9	1	6	9	16	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	65483	1993	2175	1983	2089	2284	2151	1821	1901	1671	2067	1823	2233	1911	2139	1882	1892	1877	2037	1994	1764	2134	1484	2033	2008	1728	1274	1910	1770	1703	1809	1929	1337	1480	1306	1097	284	510					
9	Число недействительных избирательных бюллетеней	446	0	39	14	0	4	13	17	17	29	17	34	10	13	0	22	19	16	16	22	0	0	27	0	3	14	17	6	16	0	25	0	14	2	9	0	4	7					
10	Число действительных избирательных бюллетеней	70354	1997	2143	1982	2096	2294	2143	1810	1892	1649	2067	1799	2227	1902	2156	1865	1887	1869	2029	1977	1769	2141	1486	2034	2008	1722	1266	1921	1766	4213	4296	1938	1324	1484	1306	1113	280	503					
11	Число полученных открепительных  удостоверений	1512	40	40	40	41	50	47	40	40	40	40	40	47	40	50	40	40	42	40	46	40	46	43	40	40	40	40	40	40	60	60	40	40	40	40	40	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	913	26	30	26	31	42	47	21	30	27	25	34	41	35	24	25	21	40	18	29	15	38	23	23	25	23	18	11	20	37	41	17	15	4	17	14	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	399	3	5	12	9	21	18	5	8	7	14	8	10	5	4	12	5	11	2	3	8	2	17	38	7	2	6	5	6	40	38	5	5	2	11	18	27	0					
14	Число неиспользованных открепительных удостоверений	599	14	10	14	10	8	0	19	10	13	15	6	6	5	26	15	19	2	22	17	25	8	20	17	15	17	22	29	20	23	19	23	25	36	23	26	20	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	329	8	15	10	9	13	9	20	11	16	9	12	9	7	8	8	10	10	8	9	5	9	13	11	7	14	11	8	12	3	6	7	8	5	7	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	Богданов Андрей Владимирович	757	28	21	27	15	15	18	31	17	36	37	52	16	36	21	27	19	30	31	14	13	32	22	4	18	20	21	26	26	6	3	12	10	13	16	14	1	9					
		1.07%	1.40%	0.96%	1.35%	0.72%	0.65%	0.83%	1.70%	0.89%	2.15%	1.78%	2.84%	0.72%	1.88%	0.97%	1.43%	0.99%	1.59%	1.52%	0.70%	0.73%	1.49%	1.45%	0.20%	0.90%	1.15%	1.64%	1.35%	1.46%	0.14%	0.07%	0.62%	0.75%	0.87%	1.22%	1.26%	0.35%	1.76%					
19	Жириновский Владимир Вольфович	4970	139	94	59	74	98	83	272	29	244	251	235	158	145	108	283	60	21	30	99	114	46	244	44	128	76	218	325	291	46	90	116	84	158	275	188	1	44					
		7.02%	6.96%	4.31%	2.96%	3.53%	4.26%	3.85%	14.89%	1.52%	14.54%	12.04%	12.82%	7.06%	7.57%	5.01%	14.99%	3.15%	1.11%	1.47%	4.95%	6.44%	2.15%	16.13%	2.16%	6.36%	4.38%	16.99%	16.87%	16.33%	1.09%	2.08%	5.99%	6.28%	10.63%	20.91%	16.89%	0.35%	8.63%					
20	Зюганов Геннадий Андреевич	7849	283	273	278	290	234	71	239	227	269	207	247	255	259	194	256	290	220	278	294	139	289	244	116	205	190	152	297	269	179	151	201	114	247	181	131	22	58					
		11.09%	14.17%	12.51%	13.93%	13.84%	10.18%	3.29%	13.08%	11.89%	16.03%	9.93%	13.48%	11.40%	13.52%	8.99%	13.57%	15.22%	11.67%	13.59%	14.71%	7.86%	13.50%	16.13%	5.70%	10.19%	10.94%	11.85%	15.41%	15.10%	4.25%	3.49%	10.37%	8.52%	16.62%	13.76%	11.77%	7.75%	11.37%					
21	Медведев Дмитрий Анатольевич	56778	1547	1755	1618	1717	1947	1971	1268	1619	1100	1572	1265	1798	1462	1833	1299	1518	1598	1690	1570	1503	1774	976	1870	1657	1436	875	1273	1180	3982	4052	1609	1116	1066	834	780	256	392					
		80.19%	77.47%	80.43%	81.06%	81.92%	84.73%	91.42%	69.40%	84.81%	65.55%	75.43%	69.01%	80.38%	76.34%	85.02%	68.84%	79.64%	84.77%	82.64%	78.54%	84.96%	82.86%	64.51%	91.94%	82.40%	82.72%	68.20%	66.06%	66.22%	94.52%	93.77%	83.02%	83.41%	71.74%	63.42%	70.08%	90.14%	76.86%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
