Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Ноябрьская городская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140					
1	"Число избирателей, внесенных в список"	79017	2649	2529	2640	2680	2474	2387	2474	2537	2416	2490	2381	2219	2250	2593	2464	2606	2532	2533	2730	2580	2609	2504	2128	2703	2543	2065	2497	2663	2110	2924	1968	2139					
2	Число полученных избирательных бюллетеней	74570	2700	2650	2500	2500	2400	2300	2350	2400	2350	2350	2250	2150	2100	2450	2350	2400	2350	2350	2500	2350	2370	2350	2000	2500	2250	1900	2350	2450	2050	2700	1800	2100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	62917	2208	2251	2097	1940	2103	1979	2011	2060	1911	2092	1722	1790	1793	2156	2013	2082	1981	1928	2094	2018	2113	1945	1429	2111	1872	1584	2254	2250	1643	2231	1590	1666					
5	"Число избирательных бюллетеней, выданных вне помещения"	616	9	13	14	8	18	24	13	17	8	12	19	6	3	23	6	20	15	22	11	13	14	10	17	20	200	12	16	18	10	24	0	1					
6	Число погашенных избирательных бюллетеней	11037	483	386	389	552	279	297	326	323	431	246	509	354	304	271	331	298	354	400	395	319	243	395	554	369	178	304	80	182	397	445	210	433					
7	Число избирательных бюллетеней в переносных ящиках	616	9	13	14	8	18	24	13	17	8	12	19	6	3	23	6	20	15	22	11	13	14	10	17	20	200	12	16	18	10	24	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	62917	2208	2251	2097	1940	2103	1979	2011	2060	1911	2092	1722	1790	1793	2156	2013	2082	1981	1928	2094	2018	2113	1945	1429	2111	1872	1584	2254	2250	1643	2231	1590	1666					
9	Число недействительных избирательных бюллетеней	303	0	5	0	7	4	13	5	5	8	11	12	14	9	0	4	10	6	6	15	12	9	17	6	16	42	11	10	8	8	28	0	2					
10	Число действительных избирательных бюллетеней	63230	2217	2259	2111	1941	2117	1990	2019	2072	1911	2093	1729	1782	1787	2179	2015	2092	1990	1944	2090	2019	2118	1938	1440	2115	2030	1585	2260	2260	1645	2227	1590	1665					
11	Число полученных открепительных  удостоверений	446	14	14	14	14	14	19	14	14	19	14	24	14	14	14	14	14	14	14	14	14	14	14	14	20	14	14	4	9	9	14	5	15					
12	Число выданных открепительных удостоверений	293	6	12	9	14	11	15	11	13	16	9	19	8	9	14	8	4	4	4	9	7	6	6	8	19	7	3	1	5	5	14	2	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	150	3	0	4	4	4	3	11	3	6	4	4	8	2	3	8	4	3	6	3	4	5	0	0	0	6	1	9	1	1	10	23	7					
14	Число неиспользованных открепительных удостоверений	153	8	2	5	0	3	4	3	1	3	5	5	6	5	0	6	10	10	10	5	7	8	8	6	1	7	11	3	4	4	0	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	54	2	1	4	2	2	1	3	6	1	1	4	1	1	3	1	2	1	0	1	0	1	2	1	3	3	2	1	1	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
