Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Сосновская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2498					
1	"Число избирателей, внесенных в списки"	17126	1096	636	1173	1086	860	994	753	368	777	428	91	796	303	229	161	352	1045	198	207	472	225	365	166	367	176	376	373	430	143	458	102	740	246	343	133	458					
2	"Число бюллетеней, полученных участковыми комиссиями"	15190	930	550	1010	930	740	850	640	305	700	370	95	705	270	200	160	310	940	190	190	415	210	330	160	340	170	345	340	390	140	410	100	670	225	315	130	415					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9135	607	370	628	600	436	485	399	198	355	223	61	473	248	194	78	158	561	149	61	239	142	207	129	185	114	183	172	174	85	254	57	348	110	193	57	202					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1079	12	11	3	11	35	28	20	9	89	47	12	9	0	0	41	50	100	0	56	46	5	7	3	31	5	50	34	17	0	30	0	76	71	27	47	97					
6	Число погашенных бюллетеней	4976	311	169	379	319	269	337	221	98	256	100	22	223	22	6	41	102	279	41	73	130	63	116	28	124	51	112	134	199	55	126	43	246	44	95	26	116					
7	Число бюллетеней в переносных ящиках для голосования	1079	12	11	3	11	35	28	20	9	89	47	12	9	0	0	41	50	100	0	56	46	5	7	3	31	5	50	34	17	0	30	0	76	71	27	47	97					
8	Число бюллетеней в стационарных ящиках для голосования	9135	607	370	628	600	436	485	399	198	355	223	61	473	248	194	78	158	561	149	61	239	142	207	129	185	114	183	172	174	85	254	57	348	110	193	57	202					
9	Число недействительных бюллетеней	355	8	6	13	17	20	22	16	13	17	26	3	14	1	0	1	3	11	2	14	15	5	7	4	18	17	15	13	3	3	15	0	15	3	6	4	5					
10	Число действительных бюллетеней	9859	611	375	618	594	451	491	403	194	427	244	70	468	247	194	118	205	650	147	103	270	142	207	128	198	102	218	193	188	82	269	57	409	178	214	100	294					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	340	15	15	15	15	15	15	15	15	15	5	5	15	5	5	5	5	15	5	5	5	5	5	5	5	5	5	5	5	5	15	5	15	15	15	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	26	3	2	5	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	4	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	2	1	3	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0					
14	Число погашенных открепительных удостоверений	314	12	13	10	15	15	15	13	15	13	5	5	14	5	5	5	5	15	5	5	5	5	5	5	4	5	4	5	4	5	12	5	15	15	11	5	14					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	224	12	12	8	13	11	11	3	11	8	5	2	9	1	2	1	6	12	2	2	5	3	11	11	6	3	5	8	3	1	7	0	10	5	6	0	9					
		2.19%	1.93%	3.14%	1.26%	2.12%	2.33%	2.14%	0.71%	5.31%	1.80%	1.85%	2.73%	1.86%	0.40%	1.03%	0.84%	2.88%	1.81%	1.34%	1.70%	1.75%	2.04%	5.14%	8.33%	2.77%	2.52%	2.14%	3.88%	1.57%	1.17%	2.46%	0.0%	2.35%	2.76%	2.72%	0.0%	3.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	145	14	5	18	20	6	12	7	1	4	3	0	1	0	0	0	4	8	2	4	2	1	1	0	4	0	0	0	3	1	8	1	10	3	0	0	2					
		1.41%	2.26%	1.31%	2.85%	3.27%	1.27%	2.33%	1.67%	0.48%	0.90%	1.11%	0.0%	0.20%	0.0%	0.0%	0.0%	1.92%	1.21%	1.34%	3.41%	0.70%	0.68%	0.46%	0.0%	1.85%	0.0%	0.0%	0.0%	1.57%	1.17%	2.81%	1.75%	2.35%	1.65%	0.0%	0.0%	0.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	263	11	9	14	9	15	9	14	4	7	8	6	15	2	5	2	4	24	7	1	7	1	4	6	1	9	10	5	10	1	6	1	20	2	3	1	10					
		2.57%	1.77%	2.36%	2.21%	1.47%	3.18%	1.75%	3.34%	1.93%	1.57%	2.96%	8.21%	3.11%	0.80%	2.57%	1.68%	1.92%	3.63%	4.69%	0.85%	2.45%	0.68%	1.86%	4.54%	0.46%	7.56%	4.29%	2.42%	5.23%	1.17%	2.11%	1.75%	4.71%	1.10%	1.36%	0.96%	3.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	93	6	2	9	7	5	3	4	1	1	1	1	5	0	0	2	4	11	3	1	3	1	1	0	0	2	1	0	7	1	1	1	2	3	1	1	2					
