Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																				
Дата голосования: 04.12.2011																				
																				
Наименование Избирательной комиссии:    Улуг-Хемская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167					
1	"Число избирателей, внесенных в список избирателей"	10719	1536	1483	1266	1182	369	1172	391	613	761	479	764	404	299					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10372	1521	1272	1222	1181	369	1174	372	573	762	459	764	402	301					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	78	0	0	0	0	0	33	1	0	0	44	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7918	1458	721	1164	632	336	782	278	329	527	355	732	346	258					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	555	55	13	50	16	33	207	13	25	19	35	32	16	41					
6	Число погашенных избирательных бюллетеней	1820	8	538	8	533	0	152	80	218	216	25	0	40	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	633	55	13	50	16	33	240	14	25	19	79	32	16	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7918	1458	721	1164	632	336	782	278	329	527	355	732	346	258					
9	Число недействительных избирательных бюллетеней	68	11	11	5	7	0	0	4	14	7	7	0	2	0					
10	Число действительных избирательных бюллетеней	8483	1502	723	1209	641	369	1022	288	340	539	427	764	360	299					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	120	10	10	9	9	8	10	10	10	10	8	10	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	69	7	10	9	9	8	2	10	5	2	1	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	32	3	2	2	7	0	4	1	1	1	3	5	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	51	3	0	0	0	0	8	0	5	8	7	10	2	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	1	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	722	91	49	114	76	24	27	33	107	114	8	62	11	6					
		8.44%	6.01%	6.68%	9.39%	11.73%	6.50%	2.64%	11.30%	30.23%	20.88%	1.84%	8.12%	3.04%	2.01%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	136	31	22	39	18	0	6	2	6	6	3	0	2	1					
		1.59%	2.05%	2.99%	3.21%	2.78%	0.00%	0.59%	0.68%	1.69%	1.10%	0.69%	0.00%	0.55%	0.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	8	3	3	3	0	0	1	2	1	0	0	1	2					
		0.28%	0.53%	0.41%	0.25%	0.46%	0.00%	0.00%	0.34%	0.56%	0.18%	0.00%	0.00%	0.28%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	359	43	30	61	52	10	29	22	30	42	12	9	13	6					
		4.20%	2.84%	4.09%	5.02%	8.02%	2.71%	2.84%	7.53%	8.47%	7.69%	2.76%	1.18%	3.59%	2.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	11	3	15	0	0	0	0	1	2	1	0	0	0					
		0.39%	0.73%	0.41%	1.24%	0.00%	0.00%	0.00%	0.00%	0.28%	0.37%	0.23%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7191	1312	613	971	492	335	960	230	191	374	403	693	333	284					
		84.10%	86.72%	83.51%	79.98%	75.93%	90.79%	93.93%	78.77%	53.95%	68.50%	92.86%	90.71%	91.99%	94.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	6	3	6	0	0	0	0	3	0	0	0	0	0					
		0.21%	0.40%	0.41%	0.49%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
