Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Улуг-Хемская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166					
1	"Число избирателей, внесенных в списки избирателей"	11619	1555	1398	1264	1458	488	1428	406	660	835	463	838	485	341					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10992	1450	1390	1400	1430	421	1170	374	621	761	427	795	453	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	76	0	0	0	0	0	17	10	0	0	49	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9597	1410	1313	737	1389	412	1007	320	480	743	317	763	425	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	356	40	16	21	41	9	77	26	20	18	23	32	17	16					
6	Число погашенных избирательных бюллетеней	963	0	61	642	0	0	69	18	121	0	38	0	11	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	432	40	16	21	41	9	94	36	20	18	72	32	17	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9491	1370	1313	737	1339	412	1006	305	480	743	317	763	425	281					
9	Число недействительных избирательных бюллетеней	119	2	2	9	0	0	71	1	12	0	1	0	17	4					
10	Число действительных избирательных бюллетеней	9804	1408	1327	749	1380	421	1029	340	488	761	388	795	425	293					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	124	10	10	10	10	9	10	9	9	10	9	10	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	83	10	10	10	10	8	10	6	5	1	9	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	2	8	4	6	4	2	1	0	1	3	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	0	0	0	1	0	3	4	9	0	10	5	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	21	7	1	3	4	0	0	1	2	0	1	0	0	2					
		0.21%	0.50%	0.08%	0.40%	0.29%	0.00%	0.00%	0.29%	0.40%	0.00%	0.26%	0.00%	0.00%	0.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	8	1	3	1	2	0	0	0	1	0	0	0	0	0					
		0.08%	0.07%	0.23%	0.13%	0.14%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	1	3	3	1	0	0	0	1	0	1	0	0	1					
		0.11%	0.07%	0.23%	0.40%	0.07%	0.00%	0.00%	0.00%	0.20%	0.00%	0.26%	0.00%	0.00%	0.34%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	217	28	25	51	55	0	2	3	13	17	1	11	0	11					
		2.19%	1.99%	1.88%	6.73%	3.99%	0.00%	0.18%	0.88%	2.60%	2.23%	0.26%	1.38%	0.00%	3.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	1	1	2	0	2	0	0	0	0	0	0	1					
		0.07%	0.00%	0.08%	0.13%	0.14%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	8	1	1	0	4	0	0	0	1	0	0	0	0	1					
		0.08%	0.07%	0.08%	0.00%	0.29%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	87	15	11	24	8	0	0	2	5	4	0	16	0	2					
		0.88%	1.06%	0.83%	3.17%	0.58%	0.00%	0.00%	0.59%	1.00%	0.53%	0.00%	2.01%	0.00%	0.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	126	37	9	34	26	0	0	4	14	0	1	0	0	1					
		1.27%	2.62%	0.68%	4.49%	1.88%	0.00%	0.00%	1.17%	2.80%	0.00%	0.26%	0.00%	0.00%	0.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	67	12	3	6	6	0	0	2	0	0	1	35	0	2					
		0.68%	0.85%	0.23%	0.79%	0.43%	0.00%	0.00%	0.59%	0.00%	0.00%	0.26%	4.40%	0.00%	0.67%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9242	1304	1270	624	1270	421	1025	328	450	740	383	730	425	272					
		93.14%	92.48%	95.56%	82.32%	92.03%	100.00%	93.18%	96.19%	90.00%	97.24%	98.46%	91.82%	96.15%	91.58%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	10	2	0	2	2	0	0	0	1	0	0	3	0	0					
		0.10%	0.14%	0.00%	0.26%	0.14%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.38%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
