Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Избербашская городская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531					
1	"Число избирателей, внесенных в списки избирателей"	24668	1657	1773	1571	1455	1516	1559	1609	1457	1521	1373	1550	1883	2749	2995					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24458	1639	1758	1549	1437	1504	1509	1598	1447	1502	1363	1539	1875	2745	2993					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22446	1513	1623	1445	1308	1361	1412	1486	1323	1396	1235	1397	1691	2492	2764					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	40	0	4	0	0	3	13	0	3	0	0	0	8	7	2					
6	Число погашенных избирательных бюллетеней	1972	126	131	104	129	140	84	112	121	106	128	142	176	246	227					
7	Число избирательных бюллетеней в переносных ящиках для голосования	40	0	4	0	0	3	13	0	3	0	0	0	8	7	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22446	1513	1623	1445	1308	1361	1412	1486	1323	1396	1235	1397	1691	2492	2764					
9	Число недействительных избирательных бюллетеней	40	0	0	0	1	18	6	0	0	1	0	0	0	7	7					
10	Число действительных избирательных бюллетеней	22446	1513	1627	1445	1307	1346	1419	1486	1326	1395	1235	1397	1699	2492	2759					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	520	35	37	34	32	32	34	35	30	32	30	32	40	57	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	13	2	1	0	0	0	1	0	2	1	0	1	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	7	0	0	0	2	0	0	0	0	0	0	0	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	507	33	36	34	32	32	33	35	28	31	30	31	38	54	60					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	0	2	0	0	1	0	0	0	1	0	0	0	0	0					
		0.02%	0.00%	0.12%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1619	106	116	105	92	96	96	107	93	97	88	102	117	168	236					
		7.20%	7.01%	7.13%	7.27%	7.03%	7.04%	6.74%	7.20%	7.01%	6.95%	7.13%	7.30%	6.89%	6.72%	8.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6	0	1	0	2	3	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.06%	0.00%	0.15%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	161	16	2	11	9	10	14	16	8	14	10	12	15	24	0					
		0.72%	1.06%	0.12%	0.76%	0.69%	0.73%	0.98%	1.08%	0.60%	1.00%	0.81%	0.86%	0.88%	0.96%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	221	15	10	4	10	8	9	6	9	0	12	12	38	21	67					
		0.98%	0.99%	0.61%	0.28%	0.76%	0.59%	0.63%	0.40%	0.68%	0.00%	0.97%	0.86%	2.24%	0.84%	2.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20420	1376	1495	1325	1192	1223	1298	1355	1216	1281	1124	1271	1529	2279	2456					
		90.81%	90.95%	91.89%	91.70%	91.13%	89.66%	91.09%	91.18%	91.70%	91.76%	91.01%	90.98%	89.99%	91.20%	88.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	8	0	1	0	2	2	0	2	0	0	1	0	0	0	0					
		0.04%	0.00%	0.06%	0.00%	0.15%	0.15%	0.00%	0.13%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
