Выборы Президента Российской Федерации																																						
																																						
"Наименование Избирательной комиссии:    Хабаровск, Центральная"																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214					
1	"Число избирателей, внесенных в список"	66720	2188	2330	2247	2150	2198	2500	2357	2144	1996	1953	2204	2538	2691	2386	2453	2486	2469	2467	1632	1189	2039	2541	3086	150	144	2291	2494	2165	2638	2295	2299					
2	Число полученных избирательных бюллетеней	66500	2300	2500	2300	2100	2100	2600	2500	2400	2000	2000	2300	2400	2800	2400	2500	2600	2500	2500	1600	1100	2100	2500	2500	150	150	2200	2300	2200	2500	2300	2100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	43941	1475	1513	1419	1763	1303	1700	1688	1354	1022	1203	1402	1717	1737	1557	1605	1633	1685	1510	810	763	1231	1508	2399	150	144	1661	1614	1353	1799	1594	1629					
5	"Число избирательных бюллетеней, выданных вне помещения"	2128	98	72	82	41	241	50	31	88	106	60	56	70	37	95	48	65	79	60	121	26	93	33	91	0	0	93	91	83	73	30	15					
6	Число погашенных избирательных бюллетеней	20431	727	915	799	296	556	850	781	958	872	737	842	613	1026	748	847	902	736	930	669	311	776	959	10	0	6	446	595	764	628	676	456					
7	Число избирательных бюллетеней в переносных ящиках	2128	98	72	82	41	241	50	31	88	106	60	56	70	37	95	48	65	79	60	121	26	93	33	91	0	0	93	91	83	73	30	15					
8	Число бюллетеней в стационарных ящиках для голосования	43865	1475	1513	1417	1739	1302	1697	1688	1354	1019	1203	1402	1716	1734	1555	1602	1632	1685	1510	810	763	1223	1506	2382	150	144	1660	1612	1353	1799	1592	1628					
9	Число недействительных избирательных бюллетеней	227	7	4	7	10	6	13	5	10	9	9	10	14	14	5	3	5	2	4	3	3	11	3	12	0	1	12	6	2	16	7	14					
10	Число действительных избирательных бюллетеней	45766	1566	1581	1492	1770	1537	1734	1714	1432	1116	1254	1448	1772	1757	1645	1647	1692	1762	1566	928	786	1305	1536	2461	150	143	1741	1697	1434	1856	1615	1629					
11	Число полученных открепительных  удостоверений	1820	70	55	45	90	32	90	100	55	40	60	40	62	80	60	50	90	45	40	40	30	45	60	153	0	0	108	50	40	60	55	75					
12	Число выданных открепительных удостоверений	1592	65	53	40	80	29	73	98	51	34	44	37	62	71	53	47	72	38	35	21	25	38	43	153	0	0	104	47	27	44	48	60					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1803	45	27	55	151	129	53	124	33	34	44	22	37	53	33	35	42	45	17	21	26	16	22	275	25	16	31	141	51	82	95	23					
