Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Кузнецкая																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902					
1	"Число избирателей, внесенных в списки"	31490	1362	160	229	1208	991	1798	1570	1831	1681	1059	171	534	170	1732	604	361	1191	307	1138	1380	82	1013	491	609	1188	403	66	464	76	105	649	219	107	582	422	128	358	1478	789	977	1807					
2	"Число бюллетеней, полученных участковыми комиссиями"	29763	1300	162	225	1100	900	1600	1500	1700	1600	900	169	500	168	1600	550	330	1100	300	1100	1300	83	900	450	600	1100	380	66	450	79	101	600	220	120	600	420	190	350	1400	750	900	1900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17166	804	110	131	812	638	1095	780	779	684	488	140	350	66	757	280	196	582	183	600	630	42	564	250	355	603	233	36	291	57	68	309	121	80	340	246	109	212	762	463	579	1341					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2384	94	27	44	29	11	43	200	98	91	92	17	84	59	77	58	52	161	17	49	76	0	54	35	35	132	23	20	63	15	18	133	30	15	111	49	19	31	105	19	30	68					
6	Число погашенных бюллетеней	10213	402	25	50	259	251	462	520	823	825	320	12	66	43	766	212	82	357	100	451	594	41	282	165	210	365	124	10	96	7	15	158	69	25	149	125	62	107	533	268	291	491					
7	Число бюллетеней в переносных ящиках для голосования	2384	94	27	44	29	11	43	200	98	91	92	17	84	59	77	58	52	161	17	49	76	0	54	35	35	132	23	20	63	15	18	133	30	15	111	49	19	31	105	19	30	68					
8	Число бюллетеней в стационарных ящиках для голосования	17156	802	110	131	808	638	1095	776	779	684	488	140	350	66	757	280	196	582	183	600	630	42	564	250	355	603	233	36	291	57	68	309	121	80	340	246	109	212	762	463	579	1341					
9	Число недействительных бюллетеней	393	12	0	4	28	3	83	26	3	31	15	0	0	0	7	4	0	10	6	7	6	0	1	0	0	18	15	0	46	4	1	5	4	2	2	1	7	4	8	10	6	14					
10	Число действительных бюллетеней	19147	884	137	171	809	646	1055	950	874	744	565	157	434	125	827	334	248	733	194	642	700	42	617	285	390	717	241	56	308	68	85	437	147	93	449	294	121	239	859	472	603	1395					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	396	10	5	5	10	10	10	10	10	10	6	5	5	5	10	5	10	10	5	10	10	5	10	5	5	10	5	5	5	5	2	8	0	5	10	5	4	5	10	6	5	120					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	125	5	0	1	3	0	3	7	10	4	2	1	2	0	7	1	0	9	5	4	0	0	2	0	1	0	1	1	3	0	0	5	0	0	6	1	1	1	7	6	3	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	125	4	0	1	4	2	4	5	3	4	7	3	1	1	5	4	4	2	5	11	4	1	3	3	4	5	1	2	2	0	4	3	2	0	4	1	1	1	5	5	3	1					
14	Число погашенных открепительных удостоверений	271	5	5	4	7	10	7	3	0	6	4	4	3	5	3	4	10	1	0	6	10	5	8	5	4	10	4	4	2	5	2	3	0	5	4	4	3	4	3	0	2	97					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	326	12	1	5	23	13	19	18	20	16	8	3	6	2	13	5	3	8	6	11	10	0	9	0	10	20	0	1	5	1	0	9	5	0	7	2	1	2	9	13	6	24					
		1.66%	1.33%	0.72%	2.85%	2.74%	2.00%	1.66%	1.84%	2.28%	2.06%	1.37%	1.91%	1.38%	1.6%	1.55%	1.47%	1.20%	1.07%	3.0%	1.69%	1.41%	0.0%	1.45%	0.0%	2.56%	2.72%	0.0%	1.78%	1.41%	1.38%	0.0%	2.03%	3.31%	0.0%	1.55%	0.67%	0.78%	0.82%	1.03%	2.69%	0.98%	1.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	199	3	0	3	3	9	27	3	5	7	8	1	2	0	11	3	0	11	4	6	8	0	4	3	4	2	0	0	2	0	0	0	0	0	3	0	3	5	9	2	10	38					
		1.01%	0.33%	0.0%	1.71%	0.35%	1.38%	2.37%	0.30%	0.57%	0.90%	1.37%	0.63%	0.46%	0.0%	1.31%	0.88%	0.0%	1.48%	2.0%	0.92%	1.13%	0.0%	0.64%	1.05%	1.02%	0.27%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	2.34%	2.05%	1.03%	0.41%	1.64%	2.69%					
