10	Число действительных избирательных бюллетеней	81174	1160	885	899	622	1109	1245	1201	1303	1050	972	1126	1065	980	1536	1706	979	982	819	1137	1258	1432	1433	1126	1110	1544	1624	1568	1602	1809	1276	1435	1281	1259	1163	1539	1339	1452	1119	1528	1059	1232	1394	1583	1630	1745	634	1925	1565	1504	1188	1312	1407	1579	1711	1707	1457	1163	1490	973	1198	2481	130	434									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																										
13	Бабурин Сергей Николаевич	471	13	10	7	2	6	6	7	6	7	8	11	5	5	8	14	7	3	4	5	7	6	9	9	9	10	11	13	11	8	6	8	7	7	3	8	8	4	7	13	6	12	3	6	6	8	4	11	13	5	9	7	6	8	14	6	12	7	7	7	4	12	0	0									
		0.57%	1.10%	1.11%	0.77%	0.31%	0.53%	0.47%	0.57%	0.45%	0.66%	0.80%	0.96%	0.46%	0.50%	0.51%	0.81%	0.70%	0.30%	0.48%	0.43%	0.55%	0.41%	0.62%	0.79%	0.80%	0.64%	0.67%	0.82%	0.68%	0.44%	0.47%	0.55%	0.54%	0.55%	0.25%	0.52%	0.59%	0.27%	0.62%	0.84%	0.56%	0.96%	0.21%	0.37%	0.36%	0.45%	0.62%	0.56%	0.82%	0.33%	0.74%	0.53%	0.42%	0.50%	0.80%	0.35%	0.81%	0.60%	0.46%	0.70%	0.33%	0.48%	0.00%	0.00%									
14	Грудинин Павел Николаевич	10966	189	123	145	85	124	156	171	225	150	105	123	111	112	209	250	128	135	112	119	176	245	199	152	132	207	214	218	218	284	186	190	162	164	176	229	215	168	154	186	121	137	203	242	215	233	68	246	205	208	139	171	191	221	242	206	196	153	196	112	139	452	4	19									
		13.32%	16.06%	13.71%	15.95%	13.32%	10.99%	12.17%	13.94%	17.06%	14.04%	10.54%	10.74%	10.27%	11.16%	13.40%	14.38%	12.84%	13.62%	13.53%	10.25%	13.79%	16.91%	13.73%	13.31%	11.75%	13.18%	12.98%	13.73%	13.46%	15.54%	14.50%	13.04%	12.52%	12.84%	14.93%	14.76%	15.89%	11.42%	13.64%	11.99%	11.25%	10.93%	14.38%	15.04%	13.06%	13.19%	10.53%	12.60%	12.98%	13.68%	11.44%	12.90%	13.38%	13.86%	13.90%	11.95%	13.22%	13.03%	12.99%	11.28%	11.49%	18.07%	3.01%	4.36%									
15	Жириновский Владимир Вольфович	4965	59	47	49	42	58	83	84	58	58	46	70	79	76	96	87	79	56	79	82	75	73	120	68	76	98	105	94	96	99	58	85	91	78	79	71	69	87	63	87	80	76	90	82	113	114	30	117	101	103	76	79	102	89	118	110	86	61	87	61	93	133	1	3									
		6.03%	5.01%	5.24%	5.39%	6.58%	5.14%	6.47%	6.85%	4.40%	5.43%	4.62%	6.11%	7.31%	7.57%	6.15%	5.01%	7.92%	5.65%	9.54%	7.06%	5.88%	5.04%	8.28%	5.95%	6.77%	6.24%	6.37%	5.92%	5.93%	5.42%	4.52%	5.83%	7.03%	6.11%	6.70%	4.57%	5.10%	5.91%	5.58%	5.61%	7.43%	6.06%	6.37%	5.10%	6.87%	6.45%	4.64%	5.99%	6.40%	6.77%	6.26%	5.96%	7.14%	5.58%	6.78%	6.38%	5.80%	5.20%	5.77%	6.14%	7.69%	5.32%	0.75%	0.69%									
16	Путин Владимир Владимирович	61338	823	672	643	473	889	964	887	957	792	770	877	833	744	1135	1260	725	752	593	894	943	1058	1036	857	848	1154	1228	1170	1207	1357	950	1101	957	958	848	1154	986	1135	854	1173	795	967	1056	1185	1231	1336	504	1491	1191	1120	907	997	1034	1185	1252	1313	1104	891	1144	761	923	1763	122	409									
		74.52%	69.92%	74.92%	70.74%	74.14%	78.81%	75.20%	72.29%	72.55%	74.16%	77.31%	76.59%	77.06%	74.10%	72.76%	72.50%	72.72%	75.88%	71.62%	77.00%	73.90%	73.02%	71.50%	75.04%	75.51%	73.50%	74.47%	73.68%	74.51%	74.23%	74.05%	75.57%	73.96%	75.02%	71.93%	74.36%	72.88%	77.16%	75.64%	75.63%	73.88%	77.11%	74.79%	73.65%	74.79%	75.61%	78.02%	76.38%	75.43%	73.64%	74.65%	75.19%	72.41%	74.34%	71.91%	76.16%	74.44%	75.89%	75.81%	76.64%	76.28%	70.46%	91.73%	93.81%									
17	Собчак Ксения Анатольевна	1480	32	8	19	12	19	24	24	34	18	18	18	17	22	41	49	9	16	8	15	25	26	29	12	22	27	28	29	25	27	34	26	30	19	25	28	26	27	20	29	26	14	17	27	28	26	13	30	26	21	26	21	35	32	32	19	20	32	20	18	15	61	1	3									
		1.80%	2.72%	0.89%	2.09%	1.88%	1.68%	1.87%	1.96%	2.58%	1.69%	1.81%	1.57%	1.57%	2.19%	2.63%	2.82%	0.90%	1.61%	0.97%	1.29%	1.96%	1.79%	2.00%	1.05%	1.96%	1.72%	1.70%	1.83%	1.54%	1.48%	2.65%	1.78%	2.32%	1.49%	2.12%	1.80%	1.92%	1.84%	1.77%	1.87%	2.42%	1.12%	1.20%	1.68%	1.70%	1.47%	2.01%	1.54%	1.65%	1.38%	2.14%	1.58%	2.45%	2.01%	1.84%	1.10%	1.35%	2.73%	1.33%	1.81%	1.24%	2.44%	0.75%	0.69%									
18	Сурайкин Максим Александрович	745	16	5	12	1	4	3	16	8	13	10	9	4	8	20	6	12	8	11	10	19	3	15	14	7	17	14	21	17	9	14	6	22	10	15	20	12	12	7	19	14	13	7	21	19	11	2	9	11	15	12	16	15	16	16	23	12	7	15	8	11	21	2	0									
		0.91%	1.36%	0.56%	1.32%	0.16%	0.35%	0.23%	1.30%	0.61%	1.22%	1.00%	0.79%	0.37%	0.80%	1.28%	0.35%	1.20%	0.81%	1.33%	0.86%	1.49%	0.21%	1.04%	1.23%	0.62%	1.08%	0.85%	1.32%	1.05%	0.49%	1.09%	0.41%	1.70%	0.78%	1.27%	1.29%	0.89%	0.82%	0.62%	1.23%	1.30%	1.04%	0.50%	1.31%	1.15%	0.62%	0.31%	0.46%	0.70%	0.99%	0.99%	1.21%	1.05%	1.00%	0.92%	1.33%	0.81%	0.60%	0.99%	0.81%	0.91%	0.84%	1.50%	0.00%									
19	Титов Борис Юрьевич	620	14	11	12	4	6	5	5	5	4	5	9	10	7	18	26	8	6	6	8	7	13	15	10	8	15	12	8	10	13	15	9	6	6	9	20	13	12	4	10	8	6	14	9	6	8	9	6	7	17	10	10	14	13	21	11	17	7	11	3	9	20	0	0									
		0.75%	1.19%	1.23%	1.32%	0.63%	0.53%	0.39%	0.41%	0.38%	0.37%	0.50%	0.79%	0.93%	0.70%	1.15%	1.50%	0.80%	0.61%	0.72%	0.69%	0.55%	0.90%	1.04%	0.88%	0.71%	0.96%	0.73%	0.50%	0.62%	0.71%	1.17%	0.62%	0.46%	0.47%	0.76%	1.29%	0.96%	0.82%	0.35%	0.64%	0.74%	0.48%	0.99%	0.56%	0.36%	0.45%	1.39%	0.31%	0.44%	1.12%	0.82%	0.75%	0.98%	0.82%	1.21%	0.64%	1.15%	0.60%	0.73%	0.30%	0.74%	0.80%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	589	14	9	12	3	3	4	7	10	8	10	9	6	6	9	14	11	6	6	4	6	8	10	4	8	16	12	15	18	12	13	10	6	17	8	9	10	7	10	11	9	7	4	11	12	9	4	15	11	15	9	11	10	15	16	19	10	5	10	3	4	19	0	0									
		0.72%	1.19%	1.00%	1.32%	0.47%	0.27%	0.31%	0.57%	0.76%	0.75%	1.00%	0.79%	0.56%	0.60%	0.58%	0.81%	1.10%	0.61%	0.72%	0.34%	0.47%	0.55%	0.69%	0.35%	0.71%	1.02%	0.73%	0.94%	1.11%	0.66%	1.01%	0.69%	0.46%	1.33%	0.68%	0.58%	0.74%	0.48%	0.89%	0.71%	0.84%	0.56%	0.28%	0.68%	0.73%	0.51%	0.62%	0.77%	0.70%	0.99%	0.74%	0.83%	0.70%	0.94%	0.92%	1.10%	0.67%	0.43%	0.66%	0.30%	0.33%	0.76%	0.00%	0.00%									
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
