Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Унинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180					
1	"Число избирателей, внесенных в списки"	8599	227	179	203	106	392	349	207	178	143	357	544	390	221	159	205	1465	1377	1090	463	227	117					
2	"Число бюллетеней, полученных участковыми комиссиями"	8687	226	210	207	105	397	342	207	182	141	358	550	390	220	162	202	1475	1390	1115	465	226	117					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5908	174	159	141	78	289	258	141	140	98	274	362	291	148	135	160	1008	884	707	211	154	96					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	740	24	20	35	15	40	14	25	22	20	35	63	53	37	13	12	62	82	73	48	43	4					
6	Число погашенных бюллетеней	2039	28	31	31	12	68	70	41	20	23	49	125	46	35	14	30	405	424	335	206	29	17					
7	Число бюллетеней в переносных ящиках для голосования	740	24	20	35	15	40	14	25	22	20	35	63	53	37	13	12	62	82	73	48	43	4					
8	Число бюллетеней в стационарных ящиках для голосования	5907	174	159	141	78	289	257	141	140	98	274	362	291	148	135	160	1008	884	707	211	154	96					
9	Число недействительных бюллетеней	107	1	1	2	0	4	5	2	1	9	4	9	13	2	5	3	15	12	12	5	0	2					
10	Число действительных бюллетеней	6540	197	178	174	93	325	266	164	161	109	305	416	331	183	143	169	1055	954	768	254	197	98					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	115	4	3	3	3	5	5	4	3	3	5	9	5	3	3	3	14	14	14	5	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	1	2	3	0	4	1	0	0	0	2	8	2	1	2	3	14	14	13	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	1	4	1	1	0	5	1	1	4	2	1	1	1	2	3	5	2	2	0	3	2					
14	Число погашенных открепительных удостоверений	42	3	1	0	3	1	4	4	3	3	3	1	3	2	1	0	0	0	1	5	1	3					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	76	1	4	1	3	3	0	0	0	2	7	0	4	2	1	1	15	18	6	6	0	2					
		1.14%	0.50%	2.23%	0.56%	3.22%	0.91%	0.0%	0.0%	0.0%	1.69%	2.26%	0.0%	1.16%	1.08%	0.67%	0.58%	1.40%	1.86%	0.76%	2.31%	0.0%	2.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	75	4	2	0	5	0	2	3	4	0	3	5	3	0	2	2	16	9	12	1	0	2					
		1.12%	2.02%	1.11%	0.0%	5.37%	0.0%	0.73%	1.80%	2.46%	0.0%	0.97%	1.17%	0.87%	0.0%	1.35%	1.16%	1.49%	0.93%	1.53%	0.38%	0.0%	2.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	159	3	1	1	0	9	1	0	0	3	6	24	7	4	1	4	34	23	26	5	7	0					
		2.39%	1.51%	0.55%	0.56%	0.0%	2.73%	0.36%	0.0%	0.0%	2.54%	1.94%	5.64%	2.03%	2.16%	0.67%	2.32%	3.17%	2.38%	3.33%	1.93%	3.55%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	86	3	4	0	0	3	1	0	1	0	4	6	1	0	0	2	11	24	16	7	2	1					
		1.29%	1.51%	2.23%	0.0%	0.0%	0.91%	0.36%	0.0%	0.61%	0.0%	1.29%	1.41%	0.29%	0.0%	0.0%	1.16%	1.02%	2.48%	2.05%	2.70%	1.01%	1.0%					
22	"5. ""За Русь Святую"""	49	1	1	1	1	3	3	1	2	0	0	9	2	0	0	2	5	10	6	0	2	0					
		0.73%	0.50%	0.55%	0.56%	1.07%	0.91%	1.10%	0.60%	1.23%	0.0%	0.0%	2.11%	0.58%	0.0%	0.0%	1.16%	0.46%	1.03%	0.76%	0.0%	1.01%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	1	1	1	0	0	1	0	0	1	2	0	0	0	0	0	2	2	2	1	2	1					
		0.25%	0.50%	0.55%	0.56%	0.0%	0.0%	0.36%	0.0%	0.0%	0.84%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.20%	0.25%	0.38%	1.01%	1.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	38	1	0	0	0	1	0	1	3	0	1	2	1	0	0	1	9	8	9	1	0	0					
		0.57%	0.50%	0.0%	0.0%	0.0%	0.30%	0.0%	0.60%	1.85%	0.0%	0.32%	0.47%	0.29%	0.0%	0.0%	0.58%	0.84%	0.82%	1.15%	0.38%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	24	2	0	1	2	0	0	0	0	0	0	5	0	1	0	0	4	2	4	2	1	0					
		0.36%	1.01%	0.0%	0.56%	2.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.54%	0.0%	0.0%	0.37%	0.20%	0.51%	0.77%	0.50%	0.0%					
27	"10. ""Аграрная партия России"""	1044	54	26	34	12	87	62	22	29	34	52	72	45	29	15	27	116	95	105	56	71	1					
		15.70%	27.27%	14.52%	19.31%	12.90%	26.44%	22.87%	13.25%	17.90%	28.81%	16.82%	16.94%	13.08%	15.67%	10.13%	15.69%	10.84%	9.83%	13.46%	21.62%	36.04%	1.0%					
28	"11. ""Истинные патриоты России"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	65	1	1	2	0	2	5	2	0	0	4	1	5	2	1	1	15	8	11	2	1	1					
		0.97%	0.50%	0.55%	1.13%	0.0%	0.60%	1.84%	1.20%	0.0%	0.0%	1.29%	0.23%	1.45%	1.08%	0.67%	0.58%	1.40%	0.82%	1.41%	0.77%	0.50%	1.0%					
30	"13. ""Демократическая партия России"""	20	0	3	0	0	2	0	0	0	0	2	0	2	1	1	0	1	2	3	0	0	3					
		0.30%	0.0%	1.67%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.58%	0.54%	0.67%	0.0%	0.09%	0.20%	0.38%	0.0%	0.0%	3.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	3	1	0	1	0	1					
		0.16%	0.0%	0.55%	0.56%	0.0%	0.30%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.28%	0.10%	0.0%	0.38%	0.0%	1.0%					
32	"15. ""Партия СЛОН"""	12	0	0	1	0	0	2	1	1	0	1	0	0	0	1	0	3	2	0	0	0	0					
		0.18%	0.0%	0.0%	0.56%	0.0%	0.0%	0.73%	0.60%	0.61%	0.0%	0.32%	0.0%	0.0%	0.0%	0.67%	0.0%	0.28%	0.20%	0.0%	0.0%	0.0%	0.0%					
