Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Чайковская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048	УИК №4049	УИК №4050					
1	"Число избирателей, внесенных в список избирателей"	84372	2596	1668	2753	2803	2707	2853	2672	2248	2269	1432	2000	2937	1509	1718	2278	2273	2771	1869	2788	2266	2558	2629	2300	927	395	756	267	2886	2511	1673	2011	257	1140	1106	705	2813	1024	444	1581	2187	505	390	870	1258	484	969	525	537	1448	806					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	69600	2100	1400	2200	2300	2200	2300	2200	1800	1900	1200	1600	2400	1200	1400	1900	1900	2300	1500	2300	1900	2100	2200	1900	800	300	650	300	2300	2100	1400	1700	250	900	900	600	2300	850	400	1300	1800	400	350	700	1100	400	800	450	450	1200	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36164	1045	667	1270	1305	1269	1528	1194	1002	1027	651	949	1136	726	740	1007	1220	1291	823	1363	1077	1160	1341	897	218	91	201	185	1202	1132	692	718	150	583	358	273	1157	449	172	673	735	140	56	325	277	63	325	208	163	537	393					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2886	64	32	56	52	52	24	39	52	63	29	32	82	43	47	28	63	65	30	60	9	14	33	37	183	22	105	82	41	40	26	64	28	26	48	36	36	73	17	87	99	57	70	97	231	150	121	20	43	48	30					
6	Число погашенных избирательных бюллетеней	30528	991	701	874	943	879	748	967	746	810	520	619	1182	431	613	865	617	944	647	877	814	926	826	966	399	166	344	33	1057	928	682	918	72	291	494	291	1106	328	211	540	966	203	224	278	592	187	354	222	244	615	277					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2907	64	32	56	52	52	24	39	52	63	29	32	82	43	47	28	63	65	30	60	9	14	33	37	183	43	105	82	41	40	26	64	28	26	48	36	36	73	17	87	99	57	70	97	231	150	121	20	43	48	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36123	1045	667	1270	1305	1269	1527	1194	1002	1027	651	949	1135	726	740	1006	1220	1291	823	1360	1077	1160	1308	897	218	91	201	185	1202	1131	692	718	150	583	358	273	1156	449	172	673	735	140	56	325	277	63	325	208	163	537	393					
9	Число недействительных избирательных бюллетеней	644	15	9	8	24	22	28	17	12	23	18	23	23	21	19	11	32	23	10	26	10	20	19	25	5	8	5	8	21	11	5	16	3	3	4	7	15	12	2	15	14	1	2	8	2	8	7	3	5	8	8					
10	Число действительных избирательных бюллетеней	38386	1094	690	1318	1333	1299	1523	1216	1042	1067	662	958	1194	748	768	1023	1251	1333	843	1394	1076	1154	1322	909	396	126	301	259	1222	1160	713	766	175	606	402	302	1177	510	187	745	820	196	124	414	506	205	439	225	201	577	415					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	768	23	12	20	23	20	20	23	20	20	15	22	20	20	10	20	20	20	15	23	22	25	20	20	10	10	10	0	22	20	12	20	0	10	10	10	37	10	10	10	10	10	10	10	10	10	10	10	10	14	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	571	19	11	18	21	18	17	20	17	17	14	20	14	16	10	19	17	20	10	21	19	23	20	17	10	0	2	0	21	20	11	12	0	8	3	3	34	6	1	5	9	1	2	1	2	2	2	3	0	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	358	4	7	14	14	6	11	12	13	18	12	11	12	10	6	11	11	14	12	10	11	8	5	4	3	5	2	9	6	9	7	2	4	8	12	6	17	5	1	1	2	0	2	1	2	0	5	1	1	8	3					
14	Число погашенных неиспользованных открепительных удостоверений	197	4	1	2	2	2	3	3	3	3	1	2	6	4	0	1	3	0	5	2	3	2	0	3	0	10	8	0	1	0	1	8	0	2	7	7	3	4	9	5	1	9	8	9	8	8	8	7	10	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	2	1	0	2	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7459	173	141	276	286	283	305	271	229	215	120	189	278	181	134	209	319	285	164	270	215	271	285	176	62	24	58	38	214	266	159	147	20	110	66	55	183	69	40	109	93	21	24	59	62	10	39	33	27	90	106					
		19.11%	15.60%	20.17%	20.81%	21.08%	21.42%	19.66%	21.98%	21.73%	19.72%	17.65%	19.27%	22.84%	23.54%	17.03%	20.21%	24.86%	21.02%	19.23%	19.01%	19.80%	23.08%	21.25%	18.84%	15.46%	17.91%	18.95%	14.23%	17.22%	22.72%	22.14%	18.80%	11.24%	18.06%	16.26%	17.80%	15.35%	13.22%	21.16%	14.34%	11.15%	10.66%	19.05%	13.98%	12.20%	4.69%	8.74%	14.47%	13.11%	15.38%	25.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7945	286	129	261	300	268	279	245	198	235	124	196	240	121	153	203	195	251	166	323	262	259	305	176	76	16	39	54	317	243	137	157	27	114	127	83	198	137	34	175	184	43	17	92	108	33	83	46	31	145	54					
