Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Альметьевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876					
1	"Число избирателей, внесенных в список избирателей"	37594	1851	1336	1207	524	268	269	316	678	361	128	277	329	577	785	706	426	1431	514	384	130	651	485	447	1065	1572	500	551	808	551	690	739	516	234	1030	614	858	1683	1433	131	409	455	109	595	205	655	277	220	900	653	348	485	1841	1714	1673					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38075	1853	1336	1233	528	267	274	321	678	373	130	281	336	591	804	719	431	1460	506	385	127	661	499	462	1110	1575	518	571	810	562	693	743	536	239	1043	622	871	1715	1457	129	417	468	107	604	209	668	278	219	920	649	358	493	1839	1727	1670					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34406	1754	1282	1131	489	241	234	302	604	351	124	178	316	543	740	663	413	1368	496	372	116	630	404	304	803	1406	462	533	796	547	657	652	457	229	976	576	844	1386	1036	128	398	438	98	548	180	591	243	215	873	639	336	463	1641	1608	1592					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1342	42	27	58	26	14	30	14	49	6	3	20	13	28	31	29	5	34	10	6	10	12	59	31	44	105	6	7	2	0	27	70	49	0	24	11	1	26	68	1	3	17	8	35	21	51	28	3	18	10	5	7	49	42	47					
6	Число погашенных избирательных бюллетеней	2327	57	27	44	13	12	10	5	25	16	3	83	7	20	33	27	13	58	0	7	1	19	36	127	263	64	50	31	12	15	9	21	30	10	43	35	26	303	353	0	16	13	1	21	8	26	7	1	29	0	17	23	149	77	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1342	42	27	58	26	14	30	14	49	6	3	20	13	28	31	29	5	34	10	6	10	12	59	31	44	105	6	7	2	0	27	70	49	0	24	11	1	26	68	1	3	17	8	35	21	51	28	3	18	10	5	7	49	42	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34406	1754	1282	1131	489	241	234	302	604	351	124	178	316	543	740	663	413	1368	496	372	116	630	404	304	803	1406	462	533	796	547	657	652	457	229	976	576	844	1386	1036	128	398	438	98	548	180	591	243	215	873	639	336	463	1641	1608	1592					
9	Число недействительных избирательных бюллетеней	208	5	5	21	0	6	5	0	11	0	0	6	0	0	4	0	0	0	0	0	0	0	1	7	4	6	0	3	0	0	0	2	2	0	17	3	0	48	6	0	0	0	0	0	9	0	0	0	0	1	0	0	23	13	0					
10	Число действительных избирательных бюллетеней	35540	1791	1304	1168	515	249	259	316	642	357	127	192	329	571	767	692	418	1402	506	378	126	642	462	328	843	1505	468	537	798	547	684	720	504	229	983	584	845	1364	1098	129	401	455	106	583	192	642	271	218	891	648	341	470	1667	1637	1639					
