Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Долгоруковская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15048	452	325	475	330	358	180	304	436	365	95	386	403	740	514	197	61	295	448	138	711	658	497	262	813	904	1954	1800	947									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13540	410	300	440	300	330	160	280	390	320	80	350	370	660	470	180	60	270	400	130	650	600	450	240	730	820	1750	1600	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6808	260	206	108	114	173	60	157	244	221	33	226	268	442	216	156	37	122	228	63	407	325	244	112	233	234	814	815	290									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2630	117	54	149	134	129	63	49	88	63	47	48	59	96	70	24	15	101	86	51	172	93	106	101	168	138	143	101	165									
6	Число погашенных избирательных бюллетеней	4102	33	40	183	52	28	37	74	58	36	0	76	43	122	184	0	8	47	86	16	71	182	100	27	329	448	793	684	345									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2630	117	54	149	134	129	63	49	88	63	47	48	59	96	70	24	15	101	86	51	172	93	106	101	168	138	143	101	165									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6808	260	206	108	114	173	60	157	244	221	33	226	268	442	216	156	37	122	228	63	407	325	244	112	233	234	814	815	290									
9	Число недействительных избирательных бюллетеней	101	0	5	1	3	2	1	2	2	0	0	1	0	0	1	0	0	2	2	0	4	8	1	0	9	11	12	20	14									
10	Число действительных избирательных бюллетеней	9337	377	255	256	245	300	122	204	330	284	80	273	327	538	285	180	52	221	312	114	575	410	349	213	392	361	945	896	441									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	152	4	3	4	4	4	2	3	4	3	1	6	4	4	4	2	1	3	4	3	10	4	4	3	10	10	19	19	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	52	0	2	1	1	0	0	2	0	1	0	3	1	0	2	0	0	0	2	0	5	1	1	0	4	3	16	3	4									
