Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Аркадакская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964					
1	"Число избирателей, внесенных в списки избирателей"	20734	675	622	150	174	282	670	171	500	1282	1274	818	1560	1028	1462	1796	1327	441	461	475	237	731	168	81	626	197	113	321	435	606	633	375	247	547	249					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20752	800	600	161	171	265	700	168	534	1240	1200	800	1570	990	1450	1800	1260	445	450	475	235	713	176	80	650	200	119	350	470	625	650	400	235	520	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15029	566	455	96	132	215	405	135	337	999	982	611	1123	797	853	1459	1135	324	245	317	174	430	65	54	348	95	93	209	391	492	439	278	198	421	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3080	109	72	24	29	35	132	27	101	225	96	75	254	96	200	33	92	79	140	85	20	239	97	22	218	77	20	85	13	66	89	48	21	91	70					
6	Число погашенных избирательных бюллетеней	2643	125	73	41	10	15	163	6	96	16	122	114	193	97	397	308	33	42	65	73	41	44	14	4	84	28	6	56	66	67	122	74	16	8	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3080	109	72	24	29	35	132	27	101	225	96	75	254	96	200	33	92	79	140	85	20	239	97	22	218	77	20	85	13	66	89	48	21	91	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15029	566	455	96	132	215	405	135	337	999	982	611	1123	797	853	1459	1135	324	245	317	174	430	65	54	348	95	93	209	391	492	439	278	198	421	156					
9	Число недействительных избирательных бюллетеней	30	11	2	0	0	0	0	0	0	5	0	1	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	18079	664	525	120	161	250	537	162	438	1219	1078	685	1377	893	1046	1492	1227	403	385	402	194	669	162	76	565	172	113	294	404	556	528	326	219	512	225					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1381	50	30	10	10	15	30	10	20	100	100	100	100	100	100	100	100	20	20	20	15	30	10	5	30	15	10	40	30	30	45	20	15	30	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	528	10	12	5	0	1	30	1	20	29	38	18	28	17	23	52	33	1	3	6	1	19	4	0	12	3	0	40	30	17	37	10	2	13	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	135	1	2	7	5	3	4	4	2	7	4	3	3	7	11	6	6	3	3	3	2	2	4	2	7	3	11	3	0	1	5	1	4	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	853	40	18	5	10	14	0	9	0	71	62	82	72	83	77	48	67	19	17	14	14	11	6	5	18	12	10	0	0	13	8	10	13	17	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	120	8	0	0	2	0	3	0	9	0	0	5	0	11	17	24	0	2	0	4	4	0	0	0	5	0	3	0	0	0	10	5	2	2	4					
		0.66%	1.19%	0.00%	0.00%	1.24%	0.00%	0.56%	0.00%	2.05%	0.00%	0.00%	0.73%	0.00%	1.23%	1.61%	1.61%	0.00%	0.50%	0.00%	0.99%	2.06%	0.00%	0.00%	0.00%	0.88%	0.00%	2.65%	0.00%	0.00%	0.00%	1.89%	1.53%	0.91%	0.39%	1.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	1	0	0	0	0	1	0	0	1	0	0	0	0	6	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
		0.09%	0.15%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.57%	0.13%	0.00%	0.50%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.20%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.03%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1002	24	37	8	4	16	16	0	45	63	63	37	4	47	137	108	28	43	10	24	15	23	7	3	32	11	12	24	13	22	38	18	2	43	25					
		5.53%	3.56%	7.02%	6.67%	2.48%	6.40%	2.98%	0.00%	10.27%	5.15%	5.84%	5.39%	0.29%	5.26%	13.01%	7.24%	2.28%	10.67%	2.60%	5.97%	7.73%	3.44%	4.32%	3.95%	5.65%	6.40%	10.62%	8.16%	3.22%	3.94%	7.20%	5.52%	0.91%	8.40%	11.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	6	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.46%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	511	5	0	2	4	1	15	0	7	65	12	11	46	34	71	50	24	2	1	9	14	3	0	3	26	5	0	0	13	24	15	8	16	15	10					
		2.82%	0.74%	0.00%	1.67%	2.48%	0.40%	2.79%	0.00%	1.60%	5.31%	1.11%	1.60%	3.34%	3.81%	6.74%	3.35%	1.96%	0.50%	0.26%	2.24%	7.22%	0.45%	0.00%	3.95%	4.59%	2.91%	0.00%	0.00%	3.22%	4.30%	2.84%	2.45%	7.31%	2.93%	4.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1269	54	22	8	17	51	69	0	25	85	106	48	83	63	98	96	38	20	10	31	21	42	9	2	36	5	5	29	35	35	23	32	34	32	5					
		7.01%	8.00%	4.17%	6.67%	10.56%	20.40%	12.85%	0.00%	5.71%	6.94%	9.83%	6.99%	6.03%	7.05%	9.31%	6.43%	3.10%	4.96%	2.60%	7.71%	10.82%	6.28%	5.56%	2.63%	6.36%	2.91%	4.42%	9.86%	8.66%	6.27%	4.36%	9.82%	15.53%	6.25%	2.21%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	25	1	0	0	0	0	2	0	0	3	0	1	0	2	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	1	3					
		0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.25%	0.00%	0.15%	0.00%	0.22%	0.38%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.37%	0.20%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15107	565	466	102	134	182	430	162	352	1002	897	579	1244	732	708	1212	1137	332	363	331	140	601	146	68	464	151	92	241	343	475	441	260	160	418	177					
		83.42%	83.70%	88.43%	85.00%	83.23%	72.80%	80.07%	10.00%	80.37%	81.86%	83.21%	84.40%	90.34%	81.97%	67.24%	81.23%	92.67%	82.38%	94.29%	82.34%	72.16%	89.84%	90.12%	89.47%	81.98%	87.79%	81.42%	81.97%	84.90%	85.13%	83.52%	79.75%	73.06%	81.64%	78.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	4	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1					
		0.08%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.34%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
