Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Быковская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222					
1	"Число избирателей, внесенных в список избирателей"	21333	1524	1235	1512	1078	980	342	290	613	1380	533	551	1074	1066	1131	803	1377	633	1309	1275	345	983	1299					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21730	1490	1268	1566	1093	976	332	295	637	1411	541	561	1101	1085	1153	818	1401	646	1322	1291	366	1025	1352					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9415	672	497	707	521	448	158	123	242	604	209	293	452	362	608	360	591	322	560	575	210	335	566					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1394	50	54	49	39	37	18	7	44	144	40	24	75	118	39	42	146	35	80	76	17	166	94					
6	Число погашенных избирательных бюллетеней	10921	768	717	810	533	491	156	165	351	663	292	244	574	605	506	416	664	289	682	640	139	524	692					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1394	50	54	49	39	37	18	7	44	144	40	24	75	118	39	42	146	35	80	76	17	166	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9415	672	497	707	521	448	158	123	242	604	209	293	452	362	608	360	591	322	560	575	210	335	566					
9	Число недействительных избирательных бюллетеней	159	11	8	4	9	11	5	0	4	7	9	4	8	4	17	6	9	3	12	14	2	3	9					
10	Число действительных избирательных бюллетеней	10650	711	543	752	551	474	171	130	282	741	240	313	519	476	630	396	728	354	628	637	225	498	651					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	315	15	18	32	22	15	2	7	8	19	8	8	12	11	18	8	15	20	10	11	13	10	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	289	15	18	32	18	12	2	7	8	19	3	8	12	10	17	5	15	19	10	5	13	8	33					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	114	25	4	1	6	5	7	3	2	2	3	5	2	3	5	6	4	5	7	9	3	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	0	4	3	0	0	0	0	5	0	0	1	1	3	0	1	0	6	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2571	201	171	206	150	132	40	29	71	182	40	84	158	108	89	112	162	108	125	175	25	78	125					
		23.79%	27.84%	31.03%	27.25%	26.79%	27.22%	22.73%	22.31%	24.83%	24.33%	16.06%	26.50%	29.98%	22.50%	13.76%	27.86%	21.98%	30.25%	19.53%	26.88%	11.01%	15.57%	18.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1158	102	63	119	78	51	32	12	30	99	24	45	32	57	38	57	56	41	70	68	16	29	39					
		10.71%	14.13%	11.43%	15.74%	13.93%	10.52%	18.18%	9.23%	10.49%	13.24%	9.64%	14.20%	6.07%	11.88%	5.87%	14.18%	7.60%	11.48%	10.94%	10.45%	7.05%	5.79%	5.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	8	4	8	4	8	5	2	3	3	1	3	3	3	5	3	9	5	2	4	3	1	3					
		0.83%	1.11%	0.73%	1.06%	0.71%	1.65%	2.84%	1.54%	1.05%	0.40%	0.40%	0.95%	0.57%	0.63%	0.77%	0.75%	1.22%	1.40%	0.31%	0.61%	1.32%	0.20%	0.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2038	151	117	157	127	115	35	25	57	117	41	49	106	101	87	80	128	51	159	143	32	56	104					
		18.85%	20.91%	21.23%	20.77%	22.68%	23.71%	19.89%	19.23%	19.93%	15.64%	16.47%	15.46%	20.11%	21.04%	13.45%	19.90%	17.37%	14.29%	24.84%	21.97%	14.10%	11.18%	15.76%					
