Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Бугурусланская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №238	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №1821	УИК №1822	УИК №1823	УИК №1828					
1	"Число избирателей, внесенных в список избирателей"	17398	763	235	503	159	126	97	622	197	128	292	135	747	689	211	420	278	722	335	367	264	473	170	292	808	135	223	170	283	441	352	717	164	76	282	430	150	568	495	307	359	128	92	599	161	78	689	919	547					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17390	780	230	490	160	120	100	610	190	120	290	130	750	690	210	420	290	730	340	370	260	480	170	290	800	130	220	170	280	430	350	780	170	80	280	430	150	540	490	300	360	120	90	610	160	80	680	920	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9940	418	112	357	100	65	53	367	102	82	175	89	394	363	122	190	160	478	175	202	131	315	116	152	371	59	114	100	160	319	223	367	76	42	156	270	84	337	262	263	199	75	50	364	123	34	367	496	311					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1124	44	24	26	17	13	16	25	21	5	7	9	54	24	19	27	23	41	25	13	23	32	32	26	23	6	32	20	34	30	33	40	12	5	28	23	18	23	37	4	34	34	19	29	6	10	10	16	52					
6	Число погашенных избирательных бюллетеней	6326	318	94	107	43	42	31	218	67	33	108	32	302	303	69	203	107	211	140	155	106	133	22	112	406	65	74	50	86	81	94	373	82	33	96	137	48	180	191	33	127	11	21	217	31	36	303	408	187					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1124	44	24	26	17	13	16	25	21	5	7	9	54	24	19	27	23	41	25	13	23	32	32	26	23	6	32	20	34	30	33	40	12	5	28	23	18	23	37	4	34	34	19	29	6	10	10	16	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9940	418	112	357	100	65	53	367	102	82	175	89	394	363	122	190	160	478	175	202	131	315	116	152	371	59	114	100	160	319	223	367	76	42	156	270	84	337	262	263	199	75	50	364	123	34	367	496	311					
9	Число недействительных избирательных бюллетеней	147	12	2	3	4	0	0	9	6	1	3	0	3	5	6	4	5	5	3	5	0	4	0	2	6	0	6	1	0	6	0	4	0	0	1	2	0	10	2	2	0	0	0	6	3	0	4	7	5					
10	Число действительных избирательных бюллетеней	10917	450	134	380	113	78	69	383	117	86	179	98	445	382	135	213	178	514	197	210	154	343	148	176	388	65	140	119	194	343	256	403	88	47	183	291	102	350	297	265	233	109	69	387	126	44	373	505	358					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	143	10	0	3	2	1	1	4	2	1	2	1	4	3	2	3	2	4	3	3	2	3	2	2	5	1	2	2	2	3	7	8	2	1	2	3	2	5	3	3	7	1	0	8	2	1	4	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	9	0	0	0	0	0	3	2	0	0	1	1	2	1	2	2	4	0	3	0	3	0	0	3	0	2	0	1	3	7	8	1	0	0	0	0	4	1	2	7	1	0	5	0	0	4	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	148	0	2	2	2	0	2	18	1	2	1	1	1	3	1	3	0	0	0	2	0	1	0	5	3	0	0	0	3	13	11	2	0	0	0	0	0	35	7	1	3	3	5	2	0	1	6	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	54	1	0	3	2	1	1	1	0	1	2	0	3	1	1	1	0	0	3	0	2	0	2	2	2	1	0	2	1	0	0	0	1	1	2	3	2	1	2	1	0	0	0	3	2	1	0	0	2					
