Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Бугурусланская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №1821	УИК №1822	УИК №1823	УИК №1828					
1	"Число избирателей, внесенных в списки избирателей"	17397	661	149	248	489	170	124	109	567	182	108	289	149	746	659	212	408	303	722	334	368	288	506	151	290	651	132	235	180	271	399	324	734	179	105	300	371	82	148	574	463	301	384	151	98	637	172	93	786	815	580					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17446	680	148	250	490	180	126	114	570	183	110	285	143	750	670	215	400	315	700	335	380	295	510	155	295	640	134	237	185	275	400	332	750	188	105	300	370	87	150	526	460	290	395	152	97	702	174	95	720	800	583					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13703	527	137	166	438	142	96	82	418	152	98	265	123	537	520	201	333	254	599	302	321	208	457	144	223	407	119	201	159	226	367	263	505	136	82	224	336	76	135	471	353	280	339	121	81	520	146	84	430	473	426					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1037	26	0	26	23	18	12	19	36	6	2	12	12	76	0	0	23	25	92	14	14	23	36	5	33	36	5	32	16	32	18	27	40	9	7	38	6	0	4	20	26	8	23	26	14	25	4	0	12	27	49					
6	Число погашенных избирательных бюллетеней	2706	127	11	58	29	20	18	13	116	25	10	8	8	137	150	14	44	36	9	19	45	64	17	6	39	197	10	4	10	17	15	42	205	43	16	38	28	11	11	35	81	2	33	5	2	157	24	11	278	300	108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1037	26	0	26	23	18	12	19	36	6	2	12	12	76	0	0	23	25	92	14	14	23	36	5	33	36	5	32	16	32	18	27	40	9	7	38	6	0	4	20	26	8	23	26	14	25	4	0	12	27	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13703	527	137	166	438	142	96	82	418	152	98	265	123	537	520	201	333	254	599	302	321	208	457	144	223	407	119	201	159	226	367	263	505	136	82	224	336	76	135	471	353	280	339	121	81	520	146	84	430	473	426					
9	Число недействительных избирательных бюллетеней	163	12	0	2	6	3	2	0	7	2	0	0	12	6	3	2	0	5	4	6	10	3	9	3	0	7	0	13	0	1	0	0	2	3	0	0	7	1	1	2	2	4	0	0	0	8	1	0	7	4	3					
10	Число действительных избирательных бюллетеней	14577	541	137	190	455	157	106	101	447	156	100	277	123	607	517	199	356	274	687	310	325	228	484	146	256	436	124	220	175	257	385	290	543	142	89	262	335	75	138	489	377	284	362	147	95	537	149	84	435	496	472					
