Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Актанышская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
1	"Число избирателей, внесенных в список избирателей"	23352	1584	1774	1424	749	1110	694	211	330	433	351	338	95	111	329	229	198	715	301	184	347	116	895	302	1214	217	386	140	712	770	637	773	131	708	763	648	458	218	547	237	366	217	393	132	298	368	199					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23550	1606	1785	1410	765	1119	692	218	331	443	358	340	98	115	334	236	201	710	312	184	351	117	905	302	1200	218	390	142	710	784	641	793	132	720	773	654	461	218	555	239	366	221	396	135	299	370	201					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22022	1538	1753	1371	714	1097	630	192	315	418	331	326	89	91	309	200	194	698	272	170	331	102	856	281	1115	208	341	128	637	649	578	699	131	662	748	635	423	198	520	230	351	211	373	122	269	348	168					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1161	24	21	9	21	6	57	19	14	15	20	12	6	19	17	27	2	12	26	14	16	14	39	18	77	6	44	12	73	121	56	69	0	37	15	13	33	19	21	7	15	6	20	10	29	19	31					
6	Число погашенных избирательных бюллетеней	367	44	11	30	30	16	5	7	2	10	7	2	3	5	8	9	5	0	14	0	4	1	10	3	8	4	5	2	0	14	7	25	1	21	10	6	5	1	14	2	0	4	3	3	1	3	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1161	24	21	9	21	6	57	19	14	15	20	12	6	19	17	27	2	12	26	14	16	14	39	18	77	6	44	12	73	121	56	69	0	37	15	13	33	19	21	7	15	6	20	10	29	19	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22022	1538	1753	1371	714	1097	630	192	315	418	331	326	89	91	309	200	194	698	272	170	331	102	856	281	1115	208	341	128	637	649	578	699	131	662	748	635	423	198	520	230	351	211	373	122	269	348	168					
9	Число недействительных избирательных бюллетеней	49	0	11	13	0	1	3	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	4	0					
10	Число действительных избирательных бюллетеней	23134	1562	1763	1367	735	1102	684	211	329	432	351	337	95	110	324	227	196	710	298	184	347	116	893	296	1192	214	385	139	710	770	634	768	131	699	760	648	456	217	539	237	366	217	393	130	298	363	199					
