Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Суздальская городская													
													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)													
													
		Сумма	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339					
1	"Число избирателей, внесенных в списки"	9119	601	1670	1284	1738	2134	1692					
2	"Число бюллетеней, полученных участковыми комиссиями"	8998	590	1660	1250	1700	2110	1688					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4571	320	748	703	858	1117	825					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	356	13	102	64	119	16	42					
6	Число погашенных бюллетеней	4071	257	810	483	723	977	821					
7	Число бюллетеней в переносных ящиках для голосования	356	13	102	64	119	16	42					
8	Число бюллетеней в стационарных ящиках для голосования	4569	320	748	703	858	1117	823					
9	Число недействительных бюллетеней	65	1	15	10	15	11	13					
10	Число действительных бюллетеней	4860	332	835	757	962	1122	852					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	109	9	30	10	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	1	21	4	1	4	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	3	11	6	7	3	5					
14	Число погашенных открепительных удостоверений	71	8	9	6	19	16	13					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	44	5	9	3	9	10	8					
		0.89%	1.50%	1.05%	0.39%	0.92%	0.88%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	143	9	15	18	34	41	26					
		2.90%	2.70%	1.76%	2.34%	3.48%	3.61%	3.00%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	219	10	37	27	42	57	46					
		4.44%	3.00%	4.35%	3.52%	4.29%	5.03%	5.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	218	17	33	38	44	60	26					
		4.42%	5.10%	3.88%	4.95%	4.50%	5.29%	3.00%					
22	"5. ""За Русь Святую"""	54	6	3	10	25	7	3					
		1.09%	1.80%	0.35%	1.30%	2.55%	0.61%	0.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	1	5	2	4	2					
		0.28%	0.0%	0.11%	0.65%	0.20%	0.35%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	6	16	10	16	5	11					
		1.29%	1.80%	1.88%	1.30%	1.63%	0.44%	1.27%					
25	"8. ""Народно-республиканская партия России"""	9	2	0	3	2	1	1					
		0.18%	0.60%	0.0%	0.39%	0.20%	0.08%	0.11%					
26	"9. ""Российская экологическая партия ""Зеленые"""	58	1	7	8	14	16	12					
		1.17%	0.30%	0.82%	1.04%	1.43%	1.41%	1.38%					
27	"10. ""Аграрная партия России"""	227	15	27	42	47	41	55					
		4.60%	4.50%	3.17%	5.47%	4.81%	3.61%	6.35%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	2	0	1					
		0.06%	0.0%	0.0%	0.0%	0.20%	0.0%	0.11%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	25	0	1	1	8	5	10					
		0.50%	0.0%	0.11%	0.13%	0.81%	0.44%	1.15%					
30	"13. ""Демократическая партия России"""	5	0	2	0	1	0	2					
		0.10%	0.0%	0.23%	0.0%	0.10%	0.0%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	0	6	4	15	5	1					
		0.62%	0.0%	0.70%	0.52%	1.53%	0.44%	0.11%					
32	"15. ""Партия СЛОН"""	16	0	1	3	4	8	0					
		0.32%	0.0%	0.11%	0.39%	0.40%	0.70%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	447	38	66	69	93	100	81					
		9.07%	11.41%	7.76%	8.99%	9.51%	8.82%	9.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	1	3	0	1	1	0					
		0.12%	0.30%	0.35%	0.0%	0.10%	0.08%	0.0%					
35	"18. ""ЛДПР"""	743	51	124	98	151	182	137					
		15.08%	15.31%	14.58%	12.77%	15.45%	16.06%	15.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	97	3	15	18	16	33	12					
		1.96%	0.90%	1.76%	2.34%	1.63%	2.91%	1.38%					
37	"20. ""Политическая партия ""Единая Россия"""	1482	110	287	224	270	325	266					
		30.09%	33.03%	33.76%	29.20%	27.63%	28.68%	30.75%					
38	"21. ""Российская Конституционно-демократическая партия"""	3	0	1	1	0	0	1					
		0.06%	0.0%	0.11%	0.13%	0.0%	0.0%	0.11%					
39	"22. ""Развитие предпринимательства"""	14	0	3	1	2	8	0					
		0.28%	0.0%	0.35%	0.13%	0.20%	0.70%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	689	39	145	146	134	128	97					
		13.98%	11.71%	17.05%	19.03%	13.71%	11.29%	11.21%					
													
41	Против всех	249	19	33	28	30	85	54					
		5.05%	5.70%	3.88%	3.65%	3.07%	7.50%	6.24%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
