Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Тулунская 																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203					
1	"Число избирателей, внесенных в список"	20567	483	190	87	131	1023	482	924	371	374	620	700	130	529	966	218	138	587	69	141	744	94	348	348	149	832	595	555	232	150	441	906	188	283	123	368	318	809	225	808	341	534	209	252	455	357	285	302	763	280	110					
2	Число полученных избирательных бюллетеней	20221	476	188	87	126	1010	488	896	356	363	591	692	129	515	945	219	136	583	69	139	726	94	339	344	152	819	587	548	228	149	426	886	183	270	121	368	308	798	225	800	347	524	205	247	446	359	279	292	755	276	112					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15353	403	105	62	120	890	325	620	324	220	403	601	115	471	525	180	116	355	60	93	500	92	269	284	130	675	454	436	203	104	305	619	134	225	101	301	208	563	191	628	237	381	165	198	350	269	261	204	539	239	100					
5	"Число избирательных бюллетеней, выданных вне помещения"	365	17	26	0	0	49	15	63	0	80	0	0	0	0	25	0	0	30	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	0	9	7	0	0	0	0	0	8	0	0					
6	Число погашенных избирательных бюллетеней	4503	56	57	25	6	71	148	213	32	63	188	91	14	44	395	39	20	198	9	46	226	2	55	60	22	144	133	112	25	45	121	261	49	45	20	67	100	220	34	172	110	134	33	49	96	90	18	88	208	37	12					
7	Число избирательных бюллетеней в переносных ящиках	365	17	26	0	0	49	15	63	0	80	0	0	0	0	25	0	0	30	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	0	9	7	0	0	0	0	0	8	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15353	403	105	62	120	890	325	620	324	220	403	601	115	471	525	180	116	355	60	93	500	92	269	284	130	675	454	436	203	104	305	619	134	225	101	301	208	563	191	628	237	381	165	198	350	269	261	204	539	239	100					
9	Число недействительных избирательных бюллетеней	121	0	0	0	0	0	0	3	8	0	9	4	0	4	4	2	3	4	0	0	18	0	1	7	0	0	4	2	0	0	2	9	2	0	1	3	2	8	8	4	3	3	1	2	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15597	420	131	62	120	939	340	680	316	300	394	597	115	467	546	178	113	381	60	93	482	92	283	277	130	675	450	434	203	104	303	616	132	225	100	298	206	570	183	624	234	387	171	196	350	269	261	204	547	239	100					
