Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Георгиевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	66666	346	2118	2251	1762	392	716	2062	2168	2126	2179	1491	2139	1797	1047	2494	2460	2414	2549	2355	1342	2233	1609	2227	1618	389	2235	1893	1869	2453	2408	2056	2036	1847	2107	949	2529									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	66350	350	2150	2250	1800	350	700	2050	2150	2150	2200	1450	2100	1800	1000	2500	2450	2400	2550	2350	1350	2200	1600	2250	1550	350	2200	1850	1850	2450	2400	2050	2050	1850	2100	950	2550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21162	118	548	631	524	182	369	707	602	661	694	485	705	709	398	666	721	701	752	671	362	619	522	688	496	168	923	633	620	742	708	530	627	716	749	377	838									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1911	57	181	90	52	37	27	71	75	21	76	5	36	27	29	75	95	31	22	51	23	45	14	29	17	9	53	32	9	58	67	176	91	46	73	42	69									
6	Число погашенных избирательных бюллетеней	43277	175	1421	1529	1224	131	304	1272	1473	1468	1430	960	1359	1064	573	1759	1634	1668	1776	1628	965	1536	1064	1533	1037	173	1224	1185	1221	1650	1625	1344	1332	1088	1278	531	1643									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1911	57	181	90	52	37	27	71	75	21	76	5	36	27	29	75	95	31	22	51	23	45	14	29	17	9	53	32	9	58	67	176	91	46	73	42	69									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	21113	118	548	631	524	182	369	707	602	661	694	485	705	709	398	666	721	701	752	671	362	619	522	688	496	168	876	631	620	742	708	530	627	716	749	377	838									
9	Число недействительных избирательных бюллетеней	865	10	18	32	26	7	6	28	20	37	26	35	23	33	14	47	48	38	33	32	24	17	26	47	17	3	47	11	25	19	24	10	19	15	0	17	31									
10	Число действительных избирательных бюллетеней	22159	165	711	689	550	212	390	750	657	645	744	455	718	703	413	694	768	694	741	690	361	647	510	670	496	174	882	652	604	781	751	696	699	747	822	402	876									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	10	10	10	10	5	5	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10	15	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	136	0	3	1	2	0	2	7	6	8	4	1	1	6	0	4	1	4	4	4	2	8	4	4	8	0	7	1	4	3	1	10	12	2	2	0	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	2	3	2	1	4	4	2	1	0	1	2	8	2	1	1	1	4	1	3	2	3	0	0	3	3	17	5	6	3	0	4	2	1	0	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	209	10	7	9	8	5	3	3	4	2	6	9	9	4	5	6	9	6	6	6	8	2	6	6	2	5	3	9	6	7	9	0	3	8	8	10	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	0	1	0	0	0	1	0	4	1	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	2	2	1	4	3	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	266	1	4	3	11	4	4	12	4	9	15	6	8	9	3	12	8	9	10	8	2	8	6	9	8	2	13	6	17	5	16	3	9	6	4	1	11									
		1.16%	0.57%	0.55%	0.42%	1.91%	1.83%	1.01%	1.54%	0.59%	1.32%	1.95%	1.22%	1.08%	1.22%	0.70%	1.62%	0.98%	1.23%	1.29%	1.11%	0.52%	1.20%	1.12%	1.26%	1.56%	1.13%	1.40%	0.90%	2.70%	0.63%	2.06%	0.42%	1.25%	0.79%	0.49%	0.24%	1.21%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	837	5	31	41	23	2	7	26	27	30	28	15	27	23	21	32	48	33	35	27	10	23	22	24	15	9	36	16	27	33	32	3	23	27	23	10	23									
		3.64%	2.86%	4.25%	5.69%	3.99%	0.91%	1.77%	3.34%	3.99%	4.40%	3.64%	3.06%	3.64%	3.13%	4.92%	4.32%	5.88%	4.51%	4.52%	3.74%	2.60%	3.46%	4.10%	3.35%	2.92%	5.08%	3.88%	2.41%	4.29%	4.13%	4.13%	0.42%	3.20%	3.54%	2.80%	2.39%	2.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	425	2	16	20	13	6	6	12	16	11	11	9	15	10	4	9	13	6	14	19	7	5	4	13	17	6	15	15	10	22	16	8	11	11	15	12	26									
		1.85%	1.14%	2.19%	2.77%	2.26%	2.74%	1.52%	1.54%	2.36%	1.61%	1.43%	1.84%	2.02%	1.36%	0.94%	1.21%	1.59%	0.82%	1.81%	2.63%	1.82%	0.75%	0.75%	1.81%	3.31%	3.39%	1.61%	2.26%	1.59%	2.75%	2.06%	1.13%	1.53%	1.44%	1.82%	2.86%	2.87%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11458	94	441	355	302	125	280	382	331	294	356	248	391	394	201	263	329	308	345	351	171	284	249	296	217	102	409	336	278	403	382	446	375	504	495	240	481									
		49.77%	53.71%	60.49%	49.24%	52.43%	57.08%	70.71%	49.10%	48.89%	43.11%	46.23%	50.61%	52.77%	53.53%	47.07%	35.49%	40.32%	42.08%	44.57%	48.61%	44.42%	42.77%	46.46%	41.28%	42.30%	57.63%	44.03%	50.68%	44.20%	50.38%	49.29%	63.17%	52.23%	66.14%	60.22%	57.28%	53.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	139	0	4	9	5	1	2	7	2	3	0	3	5	8	5	5	2	3	5	4	3	7	6	3	5	1	8	4	5	3	4	1	5	4	3	1	3									
		0.60%	0.00%	0.55%	1.25%	0.87%	0.46%	0.51%	0.90%	0.30%	0.44%	0.00%	0.61%	0.67%	1.09%	1.17%	0.67%	0.25%	0.41%	0.65%	0.55%	0.78%	1.05%	1.12%	0.42%	0.97%	0.56%	0.86%	0.60%	0.79%	0.38%	0.52%	0.14%	0.70%	0.52%	0.36%	0.24%	0.33%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	0	0	1	1	1	2	0	0	2	0	2	0	2	1	2	1	1	4	0	2	2	0	2	1	0	3	1	1	0	0	1	0	1	2	3	1									
		0.17%	0.00%	0.00%	0.14%	0.17%	0.46%	0.51%	0.00%	0.00%	0.29%	0.00%	0.41%	0.00%	0.27%	0.23%	0.27%	0.12%	0.14%	0.52%	0.00%	0.52%	0.30%	0.00%	0.28%	0.19%	0.00%	0.32%	0.15%	0.16%	0.00%	0.00%	0.14%	0.00%	0.13%	0.24%	0.72%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3658	36	97	113	74	42	22	163	113	141	98	75	109	95	58	110	115	138	128	104	74	159	61	152	76	12	124	136	125	134	131	98	107	87	147	58	146									
		15.89%	20.57%	13.31%	15.67%	12.85%	19.18%	5.56%	20.95%	16.69%	20.67%	12.73%	15.31%	14.71%	12.91%	13.58%	14.84%	14.09%	18.85%	16.54%	14.40%	19.22%	23.95%	11.38%	21.20%	14.81%	6.78%	13.35%	20.51%	19.87%	16.75%	16.90%	13.88%	14.90%	11.42%	17.88%	13.84%	16.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	88	0	2	1	2	0	0	4	1	1	6	3	4	4	1	3	4	3	4	1	0	4	2	10	3	0	4	4	1	0	2	1	2	2	2	0	7									
		0.38%	0.00%	0.27%	0.14%	0.35%	0.00%	0.00%	0.51%	0.15%	0.15%	0.78%	0.61%	0.54%	0.54%	0.23%	0.40%	0.49%	0.41%	0.52%	0.14%	0.00%	0.60%	0.37%	1.39%	0.58%	0.00%	0.43%	0.60%	0.16%	0.00%	0.26%	0.14%	0.28%	0.26%	0.24%	0.00%	0.77%									
