Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Левашинская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в списки"	38415	668	1251	1190	1570	139	521	746	984	1118	1537	2324	1291	345	501	260	120	912	681	455	195	1190	493	1598	1446	761	619	1380	195	785	485	809	524	544	99	1020	1021	1414	828	410	1080	568	119	678	253	197	777	435	253	412	508	404	302					
2	"Число бюллетеней, полученных участковыми комиссиями"	37400	670	1255	1190	1575	140	520	750	990	1035	1540	2015	1090	345	500	260	120	915	670	455	195	1160	490	1520	1340	760	620	1380	195	785	485	810	505	510	100	1025	1025	1420	830	410	1050	550	80	670	240	175	780	410	240	395	510	400	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33066	563	825	932	1021	38	408	660	685	789	1463	1991	1090	307	400	225	80	827	620	410	179	1132	490	1480	1340	661	527	1380	180	685	406	729	272	489	72	996	1004	1381	802	410	850	502	80	612	232	165	697	342	237	317	449	369	265					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	571	24	0	0	37	0	24	27	0	43	0	18	0	14	51	14	6	21	50	11	4	0	0	0	0	17	18	0	0	14	21	32	0	21	24	0	0	0	0	0	0	0	0	23	8	10	0	0	0	0	14	9	16					
6	Число погашенных бюллетеней	3763	83	430	258	517	102	88	63	305	203	77	6	0	24	49	21	34	67	0	34	12	28	0	40	0	82	75	0	15	86	58	49	233	0	4	29	21	39	28	0	200	48	0	35	0	0	83	68	3	78	47	22	19					
7	Число бюллетеней в переносных ящиках для голосования	571	24	0	0	37	0	24	27	0	43	0	18	0	14	51	14	6	21	50	11	4	0	0	0	0	17	18	0	0	14	21	32	0	21	24	0	0	0	0	0	0	0	0	23	8	10	0	0	0	0	14	9	16					
8	Число бюллетеней в стационарных ящиках для голосования	33061	563	825	932	1021	38	408	660	685	789	1463	1991	1090	307	400	225	80	827	620	410	179	1132	490	1480	1340	661	527	1380	180	685	406	729	272	484	72	996	1004	1381	802	410	850	502	80	612	232	165	697	342	237	317	449	369	265					
9	Число недействительных бюллетеней	340	0	0	13	32	0	0	130	23	14	7	0	15	0	5	3	1	4	0	3	0	4	0	0	0	7	6	0	0	5	9	3	0	2	0	0	0	0	0	0	18	0	0	1	0	0	0	1	10	10	7	3	4					
10	Число действительных бюллетеней	33292	587	825	919	1026	38	432	557	662	818	1456	2009	1075	321	446	236	85	844	670	418	183	1128	490	1480	1340	671	539	1380	180	694	418	758	272	503	96	996	1004	1381	802	410	832	502	80	634	240	175	697	341	227	307	456	375	277					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	2	2	2	2	2	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	3	2	2	2	2	2	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	98	2	2	2	2	2	2	2	2	1	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	3	2	2	2	2	2	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
