Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
"Наименование Избирательной комиссии:    Оренбург, Промышленная"																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017					
1	"Число избирателей, внесенных в списки"	92009	2846	1880	1760	913	755	1808	1569	2124	2217	1641	2350	1215	2441	2638	2697	1662	1756	1894	728	953	1107	521	209	2681	1245	2221	2213	2393	1462	804	1308	2762	2586	2662	2772	2223	1965	3031	2934	2663	2821	2975	1976	2963	3004	2661					
2	"Число бюллетеней, полученных участковыми комиссиями"	89810	2540	1900	1770	860	710	1750	1570	2040	2110	1720	2210	1180	2320	2530	2630	1600	1670	1980	1730	890	1060	510	200	2730	1160	2160	2220	2280	1420	770	1240	2680	2690	2570	2580	2160	1910	2900	2590	2840	2720	2810	1900	2690	2840	2470					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	40307	1262	677	612	299	295	636	536	933	1038	687	788	377	945	996	1251	581	780	958	661	392	662	271	99	1021	440	1059	1059	969	592	321	502	1264	1324	1194	1080	1081	911	1428	930	1678	1456	1408	1002	1023	1466	1363					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2596	217	45	51	13	28	35	73	76	53	60	66	53	31	67	39	81	48	32	67	21	51	29	9	32	36	47	66	65	18	10	55	61	52	52	183	48	41	33	314	25	48	33	29	51	43	9					
6	Число погашенных бюллетеней	46905	1061	1178	1107	548	387	1079	961	1031	1019	973	1356	750	1344	1467	1340	938	842	990	1002	477	347	210	92	1677	684	1054	1095	1246	810	439	683	1355	1314	1326	1317	1031	958	1439	1346	1137	1216	1365	869	1616	1331	1098					
7	Число бюллетеней в переносных ящиках для голосования	2596	217	45	51	13	28	35	73	76	53	60	66	53	31	67	39	81	48	32	67	21	51	29	9	32	36	47	66	65	18	10	55	61	52	52	183	48	41	33	314	25	48	33	29	51	43	9					
8	Число бюллетеней в стационарных ящиках для голосования	40050	1262	677	612	299	293	636	536	933	985	684	788	377	945	996	1251	567	726	957	658	392	662	271	99	1021	440	1059	1059	969	588	321	502	1260	1324	1194	1080	1075	911	1421	923	1592	1456	1408	989	1023	1466	1363					
9	Число недействительных бюллетеней	804	13	16	5	11	9	19	14	11	15	15	29	8	18	16	3	13	18	26	21	7	21	19	2	24	20	21	14	21	20	10	22	20	23	33	21	19	22	25	36	14	34	20	11	15	13	17					
10	Число действительных бюллетеней	41842	1466	706	658	301	312	652	595	998	1023	729	825	422	958	1047	1287	635	756	963	704	406	692	281	106	1029	456	1085	1111	1013	586	321	535	1301	1353	1213	1242	1104	930	1429	1201	1603	1470	1421	1007	1059	1496	1355					
