Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Парабельская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596									
1	"Число избирателей, включенных в список избирателей"	10579	57	321	855	311	113	749	221	141	64	375	1502	1142	450	842	996	776	223	299	85	93	338	115	511									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9900	50	300	810	250	100	780	220	120	50	350	1330	1000	450	750	900	750	220	300	80	100	330	110	550									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	634	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6042	32	187	559	179	65	382	146	102	48	228	514	697	300	452	638	501	150	184	61	44	203	70	300									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	373	2	28	32	17	15	40	9	8	0	11	44	21	7	27	26	5	13	11	6	3	8	10	30									
6	Число погашенных избирательных бюллетеней	2851	16	85	219	54	20	358	65	10	2	111	138	282	143	271	236	244	57	105	13	53	119	30	220									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1006	2	28	32	17	15	40	9	8	0	11	677	21	7	27	26	5	13	11	6	3	8	10	30									
8	Число бюллетеней в стационарных ящиках для голосования	6042	32	187	559	179	65	382	146	102	48	228	514	697	300	452	638	501	150	184	61	44	203	70	300									
9	Число недействительных избирательных бюллетеней	103	0	5	13	2	0	0	2	0	0	0	16	8	6	10	12	11	0	3	1	1	3	0	10									
