Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кавказская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	34156	2684	2729	2225	1987	2160	182	335	1675	498	2442	1895	699	1148	253	197	170	223	340	2223	2089	2254	2576	1339	1833									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34230	2700	2750	2250	2000	2150	190	350	1700	500	2450	1900	700	1150	250	200	180	220	340	2200	2100	2250	2500	1350	1850									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21737	1639	1956	1492	1461	1634	128	253	1189	215	947	738	524	673	209	153	131	164	104	1454	1378	1349	1679	997	1270									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1769	267	78	143	106	98	13	25	23	40	187	104	23	88	0	12	5	16	8	110	79	121	70	56	97									
6	Число погашенных избирательных бюллетеней	10724	794	716	615	433	418	49	72	488	245	1316	1058	153	389	41	35	44	40	228	636	643	780	751	297	483									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1769	267	78	143	106	98	13	25	23	40	187	104	23	88	0	12	5	16	8	110	79	121	70	56	97									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	21737	1639	1956	1492	1461	1634	128	253	1189	215	947	738	524	673	209	153	131	164	104	1454	1378	1349	1679	997	1270									
9	Число недействительных избирательных бюллетеней	39	0	0	0	0	0	0	0	0	0	25	0	0	13	0	0	0	0	1	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	23467	1906	2034	1635	1567	1732	141	278	1212	255	1109	842	547	748	209	165	136	180	111	1564	1457	1470	1749	1053	1367									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	21	19	19	20	20	5	5	10	5	20	15	10	10	5	5	5	5	5	15	15	15	15	10	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	286	21	19	19	20	20	5	5	10	5	20	15	10	10	5	5	5	5	5	15	15	15	15	10	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	65	4	4	0	0	0	1	1	9	1	5	9	2	6	0	0	0	1	3	4	4	3	4	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	3	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	274	14	37	22	8	18	1	0	21	3	4	25	5	18	6	2	3	4	4	1	19	10	31	9	9									
