Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Целинная																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13510	1997	1085	1436	1006	529	1223	553	687	543	820	73	572	657	116	108	276	494	216	341	649	129									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13480	1990	1095	1440	965	525	1215	545	710	540	825	70	575	665	110	105	285	485	210	345	655	125									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5826	764	340	501	634	255	595	307	337	243	304	32	261	285	78	58	94	199	88	122	257	72									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	739	101	55	68	65	20	104	17	15	60	35	6	27	32	9	6	17	27	22	25	27	1									
6	Число погашенных избирательных бюллетеней	6915	1125	700	871	266	250	516	221	358	237	486	32	287	348	23	41	174	259	100	198	371	52									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	739	101	55	68	65	20	104	17	15	60	35	6	27	32	9	6	17	27	22	25	27	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5824	762	340	501	634	255	595	307	337	243	304	32	261	285	78	58	94	199	88	122	257	72									
9	Число недействительных избирательных бюллетеней	214	24	14	21	20	9	34	8	9	14	14	3	12	2	3	2	2	7	0	4	10	2									
10	Число действительных избирательных бюллетеней	6349	839	381	548	679	266	665	316	343	289	325	35	276	315	84	62	109	219	110	143	274	71									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	96	11	7	8	5	3	5	5	17	3	5	1	5	5	1	1	3	4	2	1	3	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	47	10	4	6	0	1	0	1	17	0	1	0	1	2	0	0	1	1	1	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	39	4	2	2	4	1	5	3	0	2	1	1	2	0	2	2	1	3	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	49	1	3	2	5	2	5	4	0	3	4	1	4	3	1	1	2	3	1	1	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	6	1	4	1	0	0	0	6	0	0	0	4	4	3	0	2	0	0	0	6	0									
		0.56%	0.70%	0.25%	0.70%	0.14%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.00%	1.39%	1.26%	3.45%	0.00%	1.80%	0.00%	0.00%	0.00%	2.11%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	296	37	11	26	19	8	17	9	25	6	11	1	21	27	5	8	10	16	7	7	23	2									
		4.51%	4.29%	2.78%	4.57%	2.72%	2.91%	2.43%	2.78%	7.10%	1.98%	3.24%	2.63%	7.29%	8.52%	5.75%	12.50%	9.01%	7.08%	6.36%	4.76%	8.10%	2.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	118	15	11	20	7	3	9	3	5	3	9	0	5	7	2	2	1	8	3	3	2	0									
		1.80%	1.74%	2.78%	3.51%	1.00%	1.09%	1.29%	0.93%	1.42%	0.99%	2.65%	0.00%	1.74%	2.21%	2.30%	3.13%	0.90%	3.54%	2.73%	2.04%	0.70%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2815	281	152	189	376	122	308	212	107	161	160	26	140	159	53	18	33	75	64	50	96	33									
		42.89%	32.56%	38.48%	33.22%	53.79%	44.36%	44.06%	65.43%	30.40%	53.14%	47.20%	68.42%	48.61%	50.16%	60.92%	28.13%	29.73%	33.19%	58.18%	34.01%	33.80%	45.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	5	4	3	0	0	1	0	0	1	0	1	1	1	1	0	2	0	1	0	0									
		0.35%	0.23%	1.27%	0.70%	0.43%	0.00%	0.00%	0.31%	0.00%	0.00%	0.29%	0.00%	0.35%	0.32%	1.15%	1.56%	0.00%	0.88%	0.00%	0.68%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	2	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0									
