Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Ванинская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822					
1	"Число избирателей, внесенных в списки"	30258	2064	2436	278	1797	1236	1375	2353	883	2266	1748	1526	942	854	805	351	518	1507	1435	485	29	866	633	629	838	2182	95	21	22	21	30	16	17					
2	"Число бюллетеней, полученных участковыми комиссиями"	26844	1850	2109	250	1500	1100	1250	2074	800	2007	1550	1350	820	750	700	375	500	1150	1250	700	30	800	560	550	750	1847	95	21	22	21	30	16	17					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15740	942	1050	159	876	634	724	1233	499	1213	850	559	627	415	409	324	304	1026	712	430	23	462	369	392	357	929	95	21	22	21	30	16	17					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	667	9	37	0	63	15	18	39	7	34	21	8	21	9	10	0	37	38	13	55	0	49	41	27	30	86	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	10434	899	1022	91	561	451	508	802	294	757	679	783	172	326	281	51	159	86	525	215	7	289	150	131	363	832	0	0	0	0	0	0	0					
7	Число бюллетеней в переносных ящиках для голосования	667	9	37	0	63	15	18	39	7	34	21	8	21	9	10	0	37	38	13	55	0	49	41	27	30	86	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15733	942	1049	159	876	634	721	1233	499	1213	850	559	627	415	409	324	304	1023	712	430	23	462	369	392	357	929	95	21	22	21	30	16	17					
9	Число недействительных бюллетеней	194	9	21	6	7	10	8	9	5	15	11	5	4	6	2	0	7	9	8	4	0	6	1	4	3	14	14	0	0	6	0	0	0					
10	Число действительных бюллетеней	16206	942	1065	153	932	639	731	1263	501	1232	860	562	644	418	417	324	334	1052	717	481	23	505	409	415	384	1001	81	21	22	15	30	16	17					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	78	2	8	0	7	3	1	7	3	3	4	2	2	7	0	0	1	6	5	7	0	1	0	5	3	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	84	1	3	0	2	3	3	2	0	7	1	1	31	1	0	1	3	1	0	1	3	12	0	2	3	3	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	422	18	12	20	13	17	19	13	17	17	16	18	18	13	20	20	19	14	15	13	20	19	20	15	17	19	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	184	15	11	1	9	4	5	14	5	14	7	7	8	4	6	5	4	17	8	5	0	8	7	3	1	3	9	0	0	0	2	0	2					
		1.12%	1.57%	1.01%	0.62%	0.95%	0.61%	0.67%	1.10%	0.98%	1.12%	0.80%	1.23%	1.23%	0.94%	1.43%	1.54%	1.17%	1.60%	1.10%	1.03%	0.0%	1.56%	1.70%	0.71%	0.25%	0.29%	9.47%	0.0%	0.0%	0.0%	6.66%	0.0%	11.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	499	24	34	3	39	16	30	46	33	47	40	21	15	6	9	13	6	27	13	3	0	7	4	9	28	20	0	0	0	0	0	3	3					
		3.04%	2.52%	3.13%	1.88%	4.15%	2.46%	4.05%	3.61%	6.52%	3.76%	4.59%	3.70%	2.31%	1.41%	2.14%	4.01%	1.75%	2.54%	1.79%	0.61%	0.0%	1.36%	0.97%	2.14%	7.23%	1.97%	0.0%	0.0%	0.0%	0.0%	0.0%	18.75%	17.64%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	525	30	43	7	30	20	20	58	18	46	34	10	16	13	13	4	4	19	13	10	0	10	12	12	21	48	2	1	0	0	0	3	8					
		3.20%	3.15%	3.95%	4.40%	3.19%	3.08%	2.70%	4.55%	3.55%	3.68%	3.90%	1.76%	2.46%	3.06%	3.10%	1.23%	1.17%	1.79%	1.79%	2.06%	0.0%	1.95%	2.92%	2.86%	5.42%	4.72%	2.10%	4.76%	0.0%	0.0%	0.0%	18.75%	47.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	759	56	39	13	64	39	70	97	35	80	65	38	21	8	10	4	9	38	22	3	0	3	12	8	7	11	2	0	0	2	3	0	0					
		4.62%	5.88%	3.59%	8.17%	6.81%	6.00%	9.47%	7.62%	6.91%	6.41%	7.46%	6.70%	3.24%	1.88%	2.38%	1.23%	2.63%	3.58%	3.03%	0.61%	0.0%	0.58%	2.92%	1.90%	1.80%	1.08%	2.10%	0.0%	0.0%	9.52%	10.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	70	0	5	1	0	3	1	4	2	6	4	5	2	1	7	2	2	8	2	1	0	2	5	5	0	1	0	0	0	0	0	1	0					
		0.42%	0.0%	0.46%	0.62%	0.0%	0.46%	0.13%	0.31%	0.39%	0.48%	0.45%	0.88%	0.30%	0.23%	1.67%	0.61%	0.58%	0.75%	0.27%	0.20%	0.0%	0.39%	1.21%	1.19%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	6.25%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	2	4	0	4	0	0	2	2	2	0	0	2	2	1	0	1	2	2	4	0	2	0	2	0	2	0	1	0	0	0	0	0					
		0.22%	0.21%	0.36%	0.0%	0.42%	0.0%	0.0%	0.15%	0.39%	0.16%	0.0%	0.0%	0.30%	0.47%	0.23%	0.0%	0.29%	0.18%	0.27%	0.82%	0.0%	0.39%	0.0%	0.47%	0.0%	0.19%	0.0%	4.76%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	180	10	10	1	8	8	8	9	5	10	14	12	10	4	8	6	3	22	16	0	0	3	0	2	2	6	1	0	0	0	2	0	0					
		1.09%	1.05%	0.92%	0.62%	0.85%	1.23%	1.08%	0.70%	0.98%	0.80%	1.60%	2.11%	1.54%	0.94%	1.90%	1.85%	0.87%	2.07%	2.20%	0.0%	0.0%	0.58%	0.0%	0.47%	0.51%	0.59%	1.05%	0.0%	0.0%	0.0%	6.66%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	2	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	3	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0					
		0.10%	0.21%	0.09%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.35%	0.15%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.19%	0.0%	0.71%	0.25%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	69	5	10	0	1	2	3	5	2	1	3	3	3	2	1	3	1	9	2	0	0	1	0	1	1	6	3	1	0	0	0	0	0					
		0.42%	0.52%	0.92%	0.0%	0.10%	0.30%	0.40%	0.39%	0.39%	0.08%	0.34%	0.52%	0.46%	0.47%	0.23%	0.92%	0.29%	0.84%	0.27%	0.0%	0.0%	0.19%	0.0%	0.23%	0.25%	0.59%	3.15%	4.76%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	296	21	23	0	17	13	14	20	16	26	10	14	6	6	5	1	5	23	11	11	0	9	2	7	8	13	3	1	10	1	0	0	0					
