Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Кузнецкая городская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267					
1	"Число избирателей, внесенных в списки избирателей"	73960	2268	1917	2479	2155	2157	2667	2683	1832	2620	1935	1400	2145	2719	2843	1966	2024	2103	2158	1718	252	1750	1885	1184	2365	1906	1692	2215	1220	1311	2715	2149	1505	1809	2478	841	1668	1574	1652					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72860	2210	1900	2500	2100	2100	2630	2700	1800	2600	1900	1400	2130	2640	2820	1920	2000	2030	2120	1720	280	1700	1850	1200	2250	1920	1660	2200	1150	1200	2620	2170	1440	1750	2450	800	1750	1600	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38222	922	895	970	991	1077	1498	1485	941	1342	915	697	1120	1522	1478	854	1073	1201	1094	940	100	864	1047	445	1274	1200	1016	1102	581	507	1200	1059	683	850	1124	441	1261	1190	1263					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2804	63	87	100	116	97	52	61	35	93	45	23	47	31	17	79	62	67	69	69	152	87	80	123	154	47	81	112	50	110	109	65	111	97	76	49	65	14	9					
6	Число погашенных избирательных бюллетеней	31834	1225	918	1430	993	926	1080	1154	824	1165	940	680	963	1087	1325	987	865	762	957	711	28	749	723	632	822	673	563	986	519	583	1311	1046	646	803	1250	310	424	396	378					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2804	63	87	100	116	97	52	61	35	93	45	23	47	31	17	79	62	67	69	69	152	87	80	123	154	47	81	112	50	110	109	65	111	97	76	49	65	14	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38150	922	895	970	991	1077	1498	1484	941	1342	915	697	1120	1522	1474	854	1073	1185	1049	940	100	864	1047	445	1274	1200	1016	1102	581	507	1200	1059	682	850	1124	441	1258	1188	1263					
9	Число недействительных избирательных бюллетеней	562	8	13	11	26	15	21	15	12	28	19	14	10	20	15	15	16	23	24	23	7	5	14	5	27	8	13	11	12	5	34	17	7	5	18	5	11	11	19					
10	Число действительных избирательных бюллетеней	40392	977	969	1059	1081	1159	1529	1530	964	1407	941	706	1157	1533	1476	918	1119	1229	1094	986	245	946	1113	563	1401	1239	1084	1203	619	612	1275	1107	786	942	1182	485	1312	1191	1253					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	988	15	15	25	15	15	40	35	25	25	15	15	25	35	35	15	25	25	30	15	0	15	35	15	28	15	15	30	15	15	25	25	15	15	15	15	35	100	115					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	837	14	14	17	15	11	32	27	23	25	15	10	24	29	29	10	21	21	25	14	0	14	29	11	26	15	8	22	10	9	19	21	8	11	14	1	35	93	115					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	769	10	2	3	10	20	11	8	11	7	6	6	11	8	12	8	28	32	8	14	7	11	18	3	22	187	145	10	31	52	3	10	11	7	10	4	8	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	151	1	1	8	0	4	8	8	2	0	0	5	1	6	6	5	4	4	5	1	0	1	6	4	2	0	7	8	5	6	6	4	7	4	1	14	0	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	1	0	0	1	0	0	2	1	0	2	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
