Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Кузнецкая городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в список избирателей"	72770	2338	1957	2618	2115	2123	2642	2604	1923	2516	1891	1338	2137	1305	2794	2876	1938	2011	1958	2176	1937	296	1621	1825	1930	1192	1345	1909	1697	1180	2133	1325	1224	2161	1485	1832	2523	842	1481	1572					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71750	2300	1950	2550	2100	2100	2650	2600	1900	2500	1900	1300	2100	1350	2750	2850	1900	2000	1850	2150	1950	350	1600	1800	1850	1150	1250	1850	1600	1150	2100	1300	1200	2150	1450	1800	2500	800	1500	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35190	880	771	904	904	946	1407	1348	908	1211	798	607	1044	1070	1382	1293	847	935	1047	1159	935	117	756	984	928	395	455	1008	800	500	938	526	481	1022	625	807	1054	370	1467	1561					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3104	120	96	113	120	100	61	76	114	74	64	56	70	11	105	28	153	75	57	87	60	178	73	77	122	131	74	51	43	114	94	72	46	88	72	51	131	22	14	11					
6	Число погашенных избирательных бюллетеней	33456	1300	1083	1533	1076	1054	1182	1176	878	1215	1038	637	986	269	1263	1529	900	990	746	904	955	55	771	739	800	624	721	791	757	536	1068	702	673	1040	753	942	1315	408	19	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3100	120	96	113	120	100	61	76	114	74	63	56	70	11	105	28	153	75	57	87	60	178	73	77	122	131	74	51	43	114	94	72	46	85	72	51	131	22	14	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35171	878	771	904	904	946	1407	1348	908	1211	798	607	1043	1059	1382	1293	847	930	1047	1159	935	117	756	984	928	395	455	1008	800	500	938	526	481	1022	625	807	1054	370	1467	1561					
9	Число недействительных избирательных бюллетеней	475	10	12	15	11	12	14	8	13	7	11	13	18	0	21	12	15	40	15	13	9	4	6	12	4	1	5	10	9	5	15	5	5	12	72	13	23	2	1	2					
10	Число действительных избирательных бюллетеней	37796	988	855	1002	1013	1034	1454	1416	1009	1278	850	650	1095	1070	1466	1309	985	965	1089	1233	986	291	823	1049	1046	525	524	1049	834	609	1017	593	522	1095	625	845	1162	390	1480	1570					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	976	20	20	23	20	20	35	30	20	21	20	20	20	45	45	20	20	20	20	25	35	0	20	22	20	20	20	20	20	20	23	20	20	20	20	20	22	20	70	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	820	20	12	19	13	20	35	30	17	19	15	7	18	44	45	17	13	18	15	25	30	0	18	20	18	3	2	16	20	18	23	16	10	20	15	12	21	6	70	80					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	667	6	7	7	7	4	7	23	7	10	7	10	8	20	10	6	11	5	13	7	6	114	8	7	37	7	62	59	68	27	16	11	8	5	12	14	12	2	11	6					
14	Число погашенных неиспользованных открепительных удостоверений	156	0	8	4	7	0	0	0	3	2	5	13	2	1	0	3	7	2	5	0	5	0	2	2	2	17	18	4	0	2	0	4	10	0	5	8	1	14	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	1	0	1	2	0	2	2	0	0	1	2	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4150	135	86	107	121	131	181	180	137	150	97	63	80	127	226	180	120	110	127	143	126	30	114	172	137	45	52	134	96	67	141	66	67	121	53	84	103	37	1	3					
		10.84%	13.53%	9.92%	10.52%	11.82%	12.52%	12.33%	12.64%	13.41%	11.67%	11.27%	9.50%	7.19%	11.87%	15.20%	13.63%	12.00%	10.95%	11.50%	11.48%	12.66%	10.17%	13.75%	16.21%	13.05%	8.56%	9.83%	12.65%	11.39%	10.91%	13.66%	11.04%	12.71%	10.93%	7.60%	9.79%	8.69%	9.44%	0.07%	0.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4778	130	91	130	143	140	201	170	140	184	133	83	66	291	175	186	113	134	157	142	132	47	103	129	133	66	70	150	102	97	142	80	68	142	83	149	205	63	5	3					
		12.48%	13.03%	10.50%	12.78%	13.96%	13.38%	13.69%	11.94%	13.70%	14.32%	15.45%	12.52%	5.93%	27.20%	11.77%	14.08%	11.30%	13.33%	14.22%	11.40%	13.27%	15.93%	12.42%	12.16%	12.67%	12.55%	13.23%	14.16%	12.10%	15.80%	13.76%	13.38%	12.90%	12.83%	11.91%	17.37%	17.30%	16.07%	0.34%	0.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	302	5	5	7	5	10	14	8	12	15	8	4	10	22	9	4	6	7	9	11	14	4	10	8	11	4	5	10	5	6	10	5	5	6	3	6	6	3	8	2					
		0.79%	0.50%	0.58%	0.69%	0.49%	0.96%	0.95%	0.56%	1.17%	1.17%	0.93%	0.60%	0.90%	2.06%	0.61%	0.30%	0.60%	0.70%	0.82%	0.88%	1.41%	1.36%	1.21%	0.75%	1.05%	0.76%	0.95%	0.94%	0.59%	0.98%	0.97%	0.84%	0.95%	0.54%	0.43%	0.70%	0.51%	0.77%	0.54%	0.13%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9302	242	221	236	227	300	436	437	236	370	230	209	301	187	388	316	230	280	304	305	241	79	233	287	305	131	88	254	247	134	325	158	145	287	154	241	276	90	166	6					
		24.31%	24.25%	25.49%	23.21%	22.17%	28.68%	29.70%	30.69%	23.09%	28.79%	26.71%	31.52%	27.04%	17.48%	26.09%	23.92%	23.00%	27.86%	27.54%	24.48%	24.22%	26.78%	28.11%	27.05%	29.05%	24.90%	16.64%	23.98%	29.30%	21.82%	31.49%	26.42%	27.51%	25.93%	22.09%	28.09%	23.29%	22.96%	11.21%	0.38%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	806	20	11	13	23	28	42	29	20	42	19	20	41	26	27	26	13	23	32	26	23	2	24	21	30	11	2	24	20	14	31	16	17	35	16	16	14	6	1	2					
		2.11%	2.00%	1.27%	1.28%	2.25%	2.68%	2.86%	2.04%	1.96%	3.27%	2.21%	3.02%	3.68%	2.43%	1.82%	1.97%	1.30%	2.29%	2.90%	2.09%	2.31%	0.68%	2.90%	1.98%	2.86%	2.09%	0.38%	2.27%	2.37%	2.28%	3.00%	2.68%	3.23%	3.16%	2.30%	1.86%	1.18%	1.53%	0.07%	0.13%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18262	452	436	502	483	419	577	586	459	509	360	268	590	407	631	593	501	408	458	597	444	127	332	427	425	267	306	472	357	288	362	267	215	494	312	347	552	182	1297	1553					
		47.72%	45.29%	50.29%	49.36%	47.17%	40.06%	39.31%	41.15%	44.91%	39.61%	41.81%	40.42%	53.01%	38.04%	42.43%	44.89%	50.10%	40.60%	41.49%	47.91%	44.62%	43.05%	40.05%	40.25%	40.48%	50.76%	57.84%	44.57%	42.35%	46.91%	35.08%	44.65%	40.80%	44.63%	44.76%	40.44%	46.58%	46.43%	87.58%	98.79%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	196	4	5	7	11	6	3	6	5	8	3	3	7	10	10	4	2	3	2	9	6	2	7	5	5	1	1	5	7	3	6	1	5	10	4	2	6	9	2	1					
		0.51%	0.40%	0.58%	0.69%	1.07%	0.57%	0.20%	0.42%	0.49%	0.62%	0.35%	0.45%	0.63%	0.93%	0.67%	0.30%	0.20%	0.30%	0.18%	0.72%	0.60%	0.68%	0.84%	0.47%	0.48%	0.19%	0.19%	0.47%	0.83%	0.49%	0.58%	0.17%	0.95%	0.90%	0.57%	0.23%	0.51%	2.30%	0.14%	0.06%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
