Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Матвеевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в список избирателей"	10755	359	222	240	92	644	158	81	376	1285	1464	647	371	343	254	105	275	219	537	463	702	630	145	170	124	156	277	259	157					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10700	360	220	240	80	620	145	75	380	1300	1450	650	360	350	260	100	280	225	530	480	700	620	140	160	125	160	270	270	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5709	210	135	166	69	347	99	48	205	618	693	319	193	171	110	67	167	103	293	258	424	296	81	70	67	92	156	156	96					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	680	23	9	24	0	40	21	15	28	26	21	42	39	28	52	8	30	35	36	33	43	13	9	12	11	10	31	31	10					
6	Число погашенных избирательных бюллетеней	4311	127	76	50	11	233	25	12	147	656	736	289	128	151	98	25	83	87	201	189	233	311	50	78	47	58	83	83	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	680	23	9	24	0	40	21	15	28	26	21	42	39	28	52	8	30	35	36	33	43	13	9	12	11	10	31	31	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5709	210	135	166	69	347	99	48	205	618	693	319	193	171	110	67	167	103	293	258	424	296	81	70	67	92	156	156	96					
9	Число недействительных избирательных бюллетеней	60	0	0	2	0	2	4	0	8	6	7	5	0	3	0	0	2	0	4	1	8	1	1	0	0	1	0	4	1					
10	Число действительных избирательных бюллетеней	6329	233	144	188	69	385	116	63	225	638	707	356	232	196	162	75	195	138	325	290	459	308	89	82	78	101	187	183	105					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	120	3	1	3	1	4	0	1	3	25	15	8	2	6	7	0	5	5	5	10	1	1	0	1	1	1	1	9	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	111	3	1	3	0	4	0	1	3	25	12	7	2	6	7	0	5	5	2	10	1	1	0	0	1	1	1	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	2	4	1	1	1	1	1	2	3	5	3	2	1	7	0	0	1	4	1	2	1	1	1	1	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	771	27	9	8	16	47	9	3	29	81	91	25	42	15	17	8	14	28	57	31	54	40	10	22	8	9	28	30	13					
		12.07%	11.59%	6.25%	4.21%	23.19%	12.14%	7.50%	4.76%	12.45%	12.58%	12.75%	6.93%	18.10%	7.54%	10.49%	10.67%	7.11%	20.29%	17.33%	10.65%	11.56%	12.94%	11.11%	26.83%	10.26%	8.82%	14.97%	16.04%	12.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1019	24	7	15	2	88	18	8	42	112	105	28	25	18	25	11	34	32	33	69	94	64	23	12	16	13	55	34	12					
