Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Матвеевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в списки избирателей"	10890	333	217	254	114	662	168	86	272	1294	1414	653	378	378	262	111	286	236	533	464	1086	295	148	183	129	185	308	276	165					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10910	350	220	260	110	660	170	100	370	1200	1350	620	400	400	270	110	300	250	520	500	1000	300	150	180	150	200	300	300	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6586	199	151	210	87	340	138	70	245	626	663	361	247	293	162	70	191	114	305	317	640	166	108	130	94	155	211	183	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	715	54	21	21	0	63	15	6	27	56	81	42	14	34	32	8	24	33	35	33	15	12	0	0	8	0	21	28	32					
6	Число погашенных избирательных бюллетеней	3609	97	48	29	23	257	17	24	98	518	606	217	139	73	76	32	85	103	180	150	345	122	42	50	48	45	68	89	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	715	54	21	21	0	63	15	6	27	56	81	42	14	34	32	8	24	33	35	33	15	12	0	0	8	0	21	28	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6586	199	151	210	87	340	138	70	245	626	663	361	247	293	162	70	191	114	305	317	640	166	108	130	94	155	211	183	110					
9	Число недействительных избирательных бюллетеней	67	3	3	2	0	1	0	0	2	6	9	5	5	4	2	0	1	0	4	3	10	0	0	1	0	3	2	0	1					
10	Число действительных избирательных бюллетеней	7234	250	169	229	87	402	153	76	270	676	735	398	256	323	192	78	214	147	336	347	645	178	108	129	102	152	230	211	141					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	148	3	5	3	3	8	3	3	3	8	8	10	10	10	4	3	5	3	8	8	8	4	3	3	3	5	5	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	55	1	0	3	0	2	0	0	0	7	8	4	2	7	1	0	0	0	2	8	0	0	1	0	0	0	4	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	20	0	1	0	1	2	0	0	1	4	0	0	0	2	0	0	0	0	4	0	0	0	1	0	1	0	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	93	2	5	0	3	6	3	3	3	1	0	6	8	3	3	3	5	3	6	0	8	4	2	3	3	5	1	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	428	20	7	37	4	21	2	2	23	33	42	18	3	14	14	2	22	8	19	15	28	13	3	11	0	7	30	21	9					
		5.86%	7.91%	4.07%	16.02%	4.60%	5.21%	1.31%	2.63%	8.46%	4.84%	5.65%	4.47%	1.15%	4.28%	7.22%	2.56%	10.23%	5.44%	5.59%	4.29%	4.27%	7.30%	2.78%	8.46%	0.00%	4.52%	12.93%	9.95%	6.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	1	0	1	0	1	1	0	2	4	6	1	0	0	0	0	1	0	2	3	0	2	2	0	0	0	3	0	0					
