Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Новокуйбышевская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82					
1	"Число избирателей, внесенных в списки избирателей"	91518	2685	1734	1413	869	1412	1457	2344	1880	2922	2804	2799	2347	2793	595	1553	1539	1814	1758	2895	2200	1808	1772	2747	2008	1952	2883	1599	1361	1795	1502	2027	1520	1518	1652	1758	1538	1440	1691	1049	1243	2635	1490	2656	1810	824	911	2196	1449	307	2367	197					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	73050	2150	1350	1100	700	1150	1150	1850	1500	2350	2250	2250	1900	2250	450	1200	1250	1450	1400	2350	1750	1450	1450	2200	1600	1550	2300	1250	1100	1450	1200	1650	1200	1200	1300	1400	1200	1150	1350	800	1000	2100	1200	2150	1400	650	750	1750	1150	250	1900	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48779	1538	942	835	557	854	826	1257	1025	1708	1530	1572	1337	1498	197	852	838	968	977	1488	1227	908	986	1534	1113	1086	1511	768	618	913	787	894	807	742	920	942	803	814	923	526	679	1369	805	1464	701	345	335	1230	756	122	1258	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2673	25	57	64	11	37	45	30	29	37	48	59	42	53	89	30	37	40	48	49	38	60	33	49	25	79	103	49	57	54	44	33	43	62	57	39	55	36	36	32	18	75	24	52	235	130	67	13	98	103	17	27					
6	Число погашенных избирательных бюллетеней	21598	587	351	201	132	259	279	563	446	605	672	619	521	699	164	318	375	442	375	813	485	482	431	617	462	385	686	433	425	483	369	723	350	396	323	419	342	300	391	242	303	656	371	634	464	175	348	507	296	25	625	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2672	25	57	64	11	37	45	30	29	37	48	59	42	53	89	30	37	40	48	49	38	60	33	48	25	79	103	49	57	54	44	33	43	62	57	39	55	36	36	32	18	75	24	52	235	130	67	13	98	103	17	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48763	1538	942	835	557	852	826	1257	1025	1708	1530	1570	1337	1498	197	852	838	968	977	1488	1227	907	986	1534	1113	1086	1505	768	618	913	787	894	807	742	920	941	803	813	923	526	679	1369	805	1464	701	345	335	1229	754	122	1258	94					
9	Число недействительных избирательных бюллетеней	675	26	13	14	6	14	12	15	15	14	28	20	19	17	3	11	12	5	6	12	16	20	10	13	21	12	26	11	12	13	12	10	12	11	23	12	10	24	10	7	7	24	9	18	10	8	5	13	12	0	20	2					
10	Число действительных избирательных бюллетеней	50760	1537	986	885	562	875	859	1272	1039	1731	1550	1609	1360	1534	283	871	863	1003	1019	1525	1249	947	1009	1569	1117	1153	1582	806	663	954	819	917	838	793	954	968	848	825	949	551	690	1420	820	1498	926	467	397	1229	840	225	1255	119					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1460	40	20	20	20	30	30	30	30	50	40	30	30	40	10	20	20	70	60	50	40	20	30	30	30	30	30	20	20	20	20	30	20	20	30	30	40	20	30	20	20	40	20	50	20	10	20	30	20	10	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1117	30	15	16	14	25	23	20	23	45	32	26	24	30	6	5	17	50	60	47	29	17	25	29	28	21	25	12	16	15	16	28	17	12	20	25	20	14	23	7	13	35	16	36	16	9	13	24	8	4	33	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	711	15	18	29	9	16	32	10	6	17	11	13	8	9	24	28	7	6	18	14	19	11	10	13	12	40	13	10	11	10	11	9	14	6	15	13	13	12	17	14	7	17	4	19	30	15	6	14	3	8	17	8					
14	Число погашенных неиспользованных открепительных удостоверений	343	10	5	4	6	5	7	10	7	5	8	4	6	10	4	15	3	20	0	3	11	3	5	1	2	9	5	8	4	5	4	2	3	8	10	5	20	6	7	13	7	5	4	14	4	1	7	6	12	6	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	2	1	2	0	2	0	1	0	5	0	0	3	1	0	0	2	0	5	6	2	0	4	1	2	4	2	0	0	1	1	1	1	2	0	3	2	1	1	1	0	4	1	1	0	0	1	2	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1185	26	37	12	8	31	10	31	29	38	46	39	31	32	7	21	26	20	20	35	34	29	25	39	24	20	39	21	10	33	21	16	24	18	38	24	25	25	19	12	12	23	16	36	15	7	12	20	20	2	24	3					
		2.30%	1.66%	3.70%	1.33%	1.41%	3.49%	1.15%	2.41%	2.75%	2.18%	2.92%	2.39%	2.25%	2.06%	2.45%	2.38%	2.97%	1.98%	1.95%	2.28%	2.69%	2.99%	2.45%	2.47%	2.11%	1.72%	2.43%	2.57%	1.48%	3.41%	2.53%	1.73%	2.82%	2.24%	3.89%	2.45%	2.91%	2.94%	1.98%	2.15%	1.72%	1.59%	1.93%	2.37%	1.60%	1.47%	2.99%	1.61%	2.35%	0.89%	1.88%	2.48%					
19	2.Всероссийская политическая партия «Гражданская Сила»	745	29	16	20	12	26	20	29	11	17	18	31	15	24	1	8	6	16	19	27	24	13	17	23	24	22	19	16	7	13	16	10	6	5	13	20	7	9	13	4	10	21	12	18	12	4	0	17	0	2	22	1					
		1.45%	1.86%	1.60%	2.22%	2.11%	2.92%	2.30%	2.25%	1.04%	0.97%	1.14%	1.90%	1.09%	1.55%	0.35%	0.91%	0.69%	1.59%	1.85%	1.76%	1.90%	1.34%	1.67%	1.45%	2.11%	1.89%	1.18%	1.96%	1.04%	1.34%	1.93%	1.08%	0.71%	0.62%	1.33%	2.04%	0.82%	1.06%	1.36%	0.72%	1.43%	1.45%	1.45%	1.19%	1.28%	0.84%	0.00%	1.37%	0.00%	0.89%	1.73%	0.83%					
20	3.Политическая партия «Демократическая партия России»	79	1	1	1	1	0	0	1	2	4	4	6	3	3	1	0	1	0	1	1	2	2	0	2	2	2	3	2	0	3	2	1	1	0	0	0	3	1	6	1	0	2	0	3	1	2	0	4	1	0	2	0					
		0.15%	0.06%	0.10%	0.11%	0.18%	0.00%	0.00%	0.08%	0.19%	0.23%	0.25%	0.37%	0.22%	0.19%	0.35%	0.00%	0.11%	0.00%	0.10%	0.07%	0.16%	0.21%	0.00%	0.13%	0.18%	0.17%	0.19%	0.24%	0.00%	0.31%	0.24%	0.11%	0.12%	0.00%	0.00%	0.00%	0.35%	0.12%	0.63%	0.18%	0.00%	0.14%	0.00%	0.20%	0.11%	0.42%	0.00%	0.32%	0.12%	0.00%	0.16%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8867	246	190	148	108	196	146	213	141	290	304	346	283	334	28	137	155	166	187	265	210	176	163	295	182	228	309	110	103	178	146	131	139	118	148	152	168	160	145	124	108	275	152	279	143	65	60	184	114	39	174	6					
		17.24%	15.74%	19.02%	16.46%	19.01%	22.05%	16.76%	16.55%	13.38%	16.62%	19.26%	21.24%	20.52%	21.53%	9.79%	15.53%	17.71%	16.47%	18.24%	17.24%	16.60%	18.20%	15.99%	18.65%	15.99%	19.57%	19.22%	13.46%	15.26%	18.41%	17.57%	14.13%	16.35%	14.68%	15.15%	15.51%	19.58%	18.85%	15.12%	22.22%	15.49%	19.04%	18.34%	18.40%	15.28%	13.68%	14.93%	14.81%	13.38%	17.33%	13.65%	4.96%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1064	28	18	26	11	26	19	32	19	30	26	29	23	27	1	23	17	16	29	31	9	20	25	28	26	16	57	9	26	10	18	15	8	15	11	29	20	9	29	9	13	30	6	33	41	33	21	20	20	0	25	2					
		2.07%	1.79%	1.80%	2.89%	1.94%	2.92%	2.18%	2.49%	1.80%	1.72%	1.65%	1.78%	1.67%	1.74%	0.35%	2.61%	1.94%	1.59%	2.83%	2.02%	0.71%	2.07%	2.45%	1.77%	2.28%	1.37%	3.54%	1.10%	3.85%	1.03%	2.17%	1.62%	0.94%	1.87%	1.13%	2.96%	2.33%	1.06%	3.02%	1.61%	1.87%	2.08%	0.72%	2.18%	4.38%	6.95%	5.22%	1.61%	2.35%	0.00%	1.96%	1.65%					
23	6.Политическая партия «Партия социальной справедливости»	136	2	3	8	2	2	2	5	2	7	9	2	3	4	2	3	2	4	2	2	3	3	2	1	6	1	4	2	2	3	2	3	4	4	4	6	0	3	1	0	2	3	1	1	2	2	0	0	3	0	2	0					
		0.26%	0.13%	0.30%	0.89%	0.35%	0.22%	0.23%	0.39%	0.19%	0.40%	0.57%	0.12%	0.22%	0.26%	0.70%	0.34%	0.23%	0.40%	0.20%	0.13%	0.24%	0.31%	0.20%	0.06%	0.53%	0.09%	0.25%	0.24%	0.30%	0.31%	0.24%	0.32%	0.47%	0.50%	0.41%	0.61%	0.00%	0.35%	0.10%	0.00%	0.29%	0.21%	0.12%	0.07%	0.21%	0.42%	0.00%	0.00%	0.35%	0.00%	0.16%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5979	244	114	98	63	84	103	158	139	228	180	196	136	188	38	129	88	130	113	174	160	97	117	170	123	122	184	106	73	110	75	132	98	100	98	89	98	80	115	58	91	176	84	168	86	34	46	185	79	26	183	13					
		11.62%	15.61%	11.41%	10.90%	11.09%	9.45%	11.83%	12.28%	13.19%	13.07%	11.41%	12.03%	9.86%	12.12%	13.29%	14.63%	10.06%	12.90%	11.02%	11.32%	12.65%	10.03%	11.48%	10.75%	10.81%	10.47%	11.44%	12.97%	10.81%	11.38%	9.03%	14.24%	11.53%	12.44%	10.03%	9.08%	11.42%	9.42%	11.99%	10.39%	13.06%	12.19%	10.13%	11.08%	9.19%	7.16%	11.44%	14.90%	9.27%	11.56%	14.35%	10.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5432	168	115	130	68	106	111	136	138	188	165	178	171	151	31	103	105	95	147	167	138	92	114	192	119	146	144	84	59	122	54	79	90	94	102	106	100	79	90	52	66	158	102	161	82	25	38	97	34	13	121	6					
		10.56%	10.75%	11.51%	14.46%	11.97%	11.92%	12.74%	10.57%	13.09%	10.77%	10.46%	10.93%	12.40%	9.74%	10.84%	11.68%	12.00%	9.42%	14.34%	10.87%	10.91%	9.51%	11.19%	12.14%	10.46%	12.53%	8.96%	10.28%	8.74%	12.62%	6.50%	8.52%	10.59%	11.69%	10.44%	10.82%	11.66%	9.31%	9.38%	9.32%	9.47%	10.94%	12.30%	10.62%	8.76%	5.26%	9.45%	7.81%	3.99%	5.78%	9.49%	4.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	452	13	5	10	4	6	9	7	12	14	16	14	7	11	3	8	13	9	6	16	9	7	8	26	15	15	14	6	5	7	7	4	4	11	14	5	9	5	8	6	3	13	11	7	14	5	2	12	4	0	12	1					
		0.88%	0.83%	0.50%	1.11%	0.70%	0.67%	1.03%	0.54%	1.14%	0.80%	1.01%	0.86%	0.51%	0.71%	1.05%	0.91%	1.49%	0.89%	0.59%	1.04%	0.71%	0.72%	0.79%	1.64%	1.32%	1.29%	0.87%	0.73%	0.74%	0.72%	0.84%	0.43%	0.47%	1.37%	1.43%	0.51%	1.05%	0.59%	0.83%	1.08%	0.43%	0.90%	1.33%	0.46%	1.50%	1.05%	0.50%	0.97%	0.47%	0.00%	0.94%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26129	757	469	419	275	375	428	638	530	888	760	743	652	735	169	429	440	523	479	791	647	495	525	763	583	560	793	438	371	469	470	520	454	414	515	517	412	441	507	277	378	708	431	775	524	283	215	678	561	143	675	87					
		50.80%	48.43%	46.95%	46.61%	48.42%	42.18%	49.14%	49.57%	50.28%	50.89%	48.16%	45.61%	47.28%	47.39%	59.09%	48.64%	50.29%	51.88%	46.73%	51.46%	51.15%	51.19%	51.52%	48.23%	51.23%	48.07%	49.32%	53.61%	54.96%	48.50%	56.56%	56.09%	53.41%	51.49%	52.71%	52.76%	48.02%	51.94%	52.87%	49.64%	54.23%	49.03%	51.99%	51.12%	55.98%	59.58%	53.48%	54.59%	65.85%	63.56%	52.94%	71.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	692	23	18	13	10	23	11	22	16	27	22	25	36	25	2	10	10	24	16	16	13	13	13	30	13	21	16	12	7	6	8	6	10	14	11	20	6	13	16	8	7	11	5	17	6	7	3	12	4	0	15	0					
		1.35%	1.47%	1.80%	1.45%	1.76%	2.59%	1.26%	1.71%	1.52%	1.55%	1.39%	1.53%	2.61%	1.61%	0.70%	1.13%	1.14%	2.38%	1.56%	1.04%	1.03%	1.34%	1.28%	1.90%	1.14%	1.80%	0.99%	1.47%	1.04%	0.62%	0.96%	0.65%	1.18%	1.74%	1.13%	2.04%	0.70%	1.53%	1.67%	1.43%	1.00%	0.76%	0.60%	1.12%	0.64%	1.47%	0.75%	0.97%	0.47%	0.00%	1.18%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
