Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Андроповская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200					
1	"Число избирателей, внесенных в списки"	24384	2669	2188	1905	1164	784	1687	331	426	739	956	290	1082	121	342	525	1051	428	252	203	202	161	888	1103	1449	1036	1110	1180	112					
2	"Число бюллетеней, полученных участковыми комиссиями"	24154	2618	2161	1833	1152	800	1662	329	420	722	954	287	1089	121	344	523	1047	429	253	203	202	159	896	1096	1454	1016	1072	1202	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11312	1188	891	797	466	299	680	143	240	343	476	111	534	60	133	307	526	214	137	107	159	95	545	517	717	502	502	576	47					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	976	46	28	85	19	16	138	28	36	50	18	25	82	17	22	15	39	11	16	0	0	0	0	46	62	62	80	30	5					
6	Число погашенных бюллетеней	11866	1384	1242	951	667	485	844	158	144	329	460	151	473	44	189	201	482	204	100	96	43	64	351	533	675	452	490	596	58					
7	Число бюллетеней в переносных ящиках для голосования	976	46	28	85	19	16	138	28	36	50	18	25	82	17	22	15	39	11	16	0	0	0	0	46	62	62	80	30	5					
8	Число бюллетеней в стационарных ящиках для голосования	11307	1188	891	797	466	299	680	143	240	343	476	111	534	60	133	307	526	214	137	107	159	95	545	517	717	502	502	571	47					
9	Число недействительных бюллетеней	237	13	20	15	2	9	15	2	9	12	4	0	8	0	5	8	11	2	7	0	0	1	5	13	31	7	15	19	4					
10	Число действительных бюллетеней	12046	1221	899	867	483	306	803	169	267	381	490	136	608	77	150	314	554	223	146	107	159	94	540	550	748	557	567	582	48					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	33	27	23	14	9	18	4	5	9	10	4	14	4	4	7	12	5	3	3	3	2	11	13	17	13	15	14	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	58	11	4	2	1	0	0	0	0	0	0	1	4	0	0	2	4	1	0	0	0	0	0	7	9	6	3	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	11	2	1	0	1	4	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	2	3	4	2	2					
14	Число погашенных открепительных удостоверений	240	22	23	21	13	9	18	4	5	9	10	3	10	4	4	5	8	4	3	3	3	2	11	6	8	7	12	12	1					
15	Число открепительных удостоверений выданных ТИК	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	156	9	11	15	1	0	7	3	4	11	9	4	6	0	2	3	7	7	3	3	3	2	4	4	10	5	10	12	1					
		1.27%	0.72%	1.19%	1.70%	0.20%	0.0%	0.85%	1.75%	1.44%	2.79%	1.82%	2.94%	0.97%	0.0%	1.29%	0.93%	1.23%	3.11%	1.96%	2.80%	1.88%	2.10%	0.73%	0.71%	1.28%	0.88%	1.71%	1.99%	1.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	147	22	21	14	7	1	17	0	2	1	4	3	3	2	2	5	4	3	0	0	0	0	4	6	7	6	5	6	2					
		1.19%	1.78%	2.28%	1.58%	1.44%	0.31%	2.07%	0.0%	0.72%	0.25%	0.80%	2.20%	0.48%	2.59%	1.29%	1.55%	0.70%	1.33%	0.0%	0.0%	0.0%	0.0%	0.73%	1.06%	0.89%	1.06%	0.85%	0.99%	3.84%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	483	50	30	27	13	11	37	9	11	11	24	4	24	3	9	14	33	15	4	3	2	0	21	17	36	23	25	25	2					
		3.93%	4.05%	3.26%	3.06%	2.68%	3.49%	4.52%	5.26%	3.98%	2.79%	4.85%	2.94%	3.89%	3.89%	5.80%	4.34%	5.84%	6.66%	2.61%	2.80%	1.25%	0.0%	3.85%	3.01%	4.62%	4.07%	4.29%	4.15%	3.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	228	42	18	11	17	6	16	3	7	5	3	1	6	5	1	7	5	4	0	1	3	0	2	9	3	9	8	36	0					
		1.85%	3.40%	1.95%	1.24%	3.50%	1.90%	1.95%	1.75%	2.53%	1.27%	0.60%	0.73%	0.97%	6.49%	0.64%	2.17%	0.88%	1.77%	0.0%	0.93%	1.88%	0.0%	0.36%	1.59%	0.38%	1.59%	1.37%	5.99%	0.0%					
22	"5. ""За Русь Святую"""	72	3	1	6	1	1	8	3	3	4	5	1	2	3	0	1	1	1	1	1	0	0	4	5	7	3	3	4	0					
		0.58%	0.24%	0.10%	0.68%	0.20%	0.31%	0.97%	1.75%	1.08%	1.01%	1.01%	0.73%	0.32%	3.89%	0.0%	0.31%	0.17%	0.44%	0.65%	0.93%	0.0%	0.0%	0.73%	0.88%	0.89%	0.53%	0.51%	0.66%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	27	2	0	1	2	0	3	0	2	2	3	0	0	0	0	2	2	2	2	0	1	0	1	1	1	0	0	0	0					
		0.21%	0.16%	0.0%	0.11%	0.41%	0.0%	0.36%	0.0%	0.72%	0.50%	0.60%	0.0%	0.0%	0.0%	0.0%	0.62%	0.35%	0.88%	1.30%	0.0%	0.62%	0.0%	0.18%	0.17%	0.12%	0.0%	0.0%	0.0%	0.0%					
