Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Майкопская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
1	"Число избирателей, внесенных в списки"	45278	2084	2188	1992	2660	634	1176	1085	1578	1132	412	1305	523	564	1185	1699	1690	1521	152	1119	221	228	649	1257	508	2404	1973	1760	726	985	953	452	400	1179	1254	307	571	437	1168	1342	1406	399					
2	"Число бюллетеней, полученных участковыми комиссиями"	42937	2000	2100	1950	2300	600	1150	1000	1500	1100	400	1200	500	550	1099	1700	1600	1500	150	1100	210	200	599	1200	480	2300	1900	1700	680	950	900	430	370	1100	1150	269	530	400	1100	1300	1300	370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22020	974	989	888	1121	329	643	521	715	516	189	546	268	283	751	907	815	804	67	600	113	147	324	567	228	1298	875	716	353	545	489	232	242	546	651	140	298	263	529	632	663	243					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1348	41	68	72	127	5	12	5	33	42	12	23	9	19	7	23	31	36	31	52	6	0	23	82	24	156	66	37	7	13	5	17	9	27	24	20	17	11	88	27	22	19					
6	Число погашенных бюллетеней	19569	985	1043	990	1052	266	495	474	752	542	199	631	223	248	341	770	754	660	52	448	91	53	252	551	228	846	959	947	320	392	406	181	119	527	475	109	215	126	483	641	615	108					
7	Число бюллетеней в переносных ящиках для голосования	1348	41	68	72	127	5	12	5	33	42	12	23	9	19	7	23	31	36	31	52	6	0	23	82	24	156	66	37	7	13	5	17	9	27	24	20	17	11	88	27	22	19					
8	Число бюллетеней в стационарных ящиках для голосования	22007	974	987	887	1121	328	643	521	715	516	189	546	267	282	748	907	815	804	67	600	113	147	324	567	228	1298	875	716	352	543	489	232	242	546	651	139	298	263	529	632	663	243					
9	Число недействительных бюллетеней	401	18	12	13	9	7	2	24	14	1	6	8	42	8	5	24	6	25	1	20	6	4	9	5	3	16	5	21	7	12	1	1	3	23	5	2	11	12	2	0	2	6					
10	Число действительных бюллетеней	22954	997	1043	946	1239	326	653	502	734	557	195	561	234	293	750	906	840	815	97	632	113	143	338	644	249	1438	936	732	352	544	493	248	248	550	670	157	304	262	615	659	683	256					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	205	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	5	2	2	2	1	1	1	0	0	0	0	5	1	1	2	1	3	0	2	0	0	1	0	0	3	1	0	0	1	1	0	0	0	2	0	0	2	3	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	0	3	0	3	0	0	1	1	5	1	1	2	2	1	0	0	0	1	2	0	0	0	2	8	1	11	3	1	0	2	0	0	0	1	0	0	0	1	1	1	0					
14	Число погашенных открепительных удостоверений	159	0	3	3	3	4	4	4	5	5	5	5	0	4	4	3	4	2	5	3	5	5	4	5	5	2	4	5	5	4	4	5	5	5	3	5	5	3	2	5	2	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
