Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Корсаковская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №661	УИК №662	УИК №663					
1	"Число избирателей, внесенных в список"	31253	526	210	1262	273	90	545	399	118	777	947	413	156	614	1754	474	835	1496	2468	1839	2383	1359	2098	1915	1901	2044	2136	2183	9	10	19					
2	Число полученных избирательных бюллетеней	30253	496	260	1120	250	97	559	380	120	750	995	370	150	595	1760	470	805	1390	2350	1775	2290	993	2150	2030	1785	2115	2065	2095	9	10	19					
3	"Число избирательных бюллетеней, выданных  досрочно"	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	19					
4	"Число избирательных бюллетеней, выданных в день голосования"	15644	364	99	770	159	81	376	238	81	661	639	292	80	301	693	294	466	660	1109	728	1230	615	1105	938	784	870	925	1086	0	0	0					
5	"Число избирательных бюллетеней, выданных вне помещения"	798	24	22	13	61	8	40	17	14	0	34	20	37	2	54	4	18	34	93	27	34	39	49	29	25	36	32	32	0	0	0					
6	Число погашенных избирательных бюллетеней	13773	108	139	337	30	8	143	125	25	89	322	58	33	292	1013	172	321	696	1148	1020	1026	339	996	1063	976	1209	1108	977	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках	836	24	22	13	61	8	40	17	14	0	34	20	37	2	54	4	18	34	93	27	34	39	49	29	25	36	32	32	9	10	19					
8	Число бюллетеней в стационарных ящиках для голосования	15643	364	99	770	159	81	376	238	81	661	639	292	80	301	693	294	465	660	1109	728	1230	615	1105	938	784	870	925	1086	0	0	0					
9	Число недействительных избирательных бюллетеней	167	4	1	4	1	1	4	0	1	1	8	2	1	2	5	7	5	8	9	9	17	5	27	12	9	3	5	16	0	0	0					
10	Число действительных избирательных бюллетеней	16312	384	120	779	219	88	412	255	94	660	665	310	116	301	742	291	478	686	1193	746	1247	649	1127	955	800	903	952	1102	9	10	19					
11	Число полученных открепительных  удостоверений	532	11	10	25	15	8	10	7	5	15	10	9	8	10	30	14	26	30	30	30	30	30	30	30	25	29	30	25	0	0	0					
12	Число выданных открепительных удостоверений	142	10	7	4	2	0	6	0	0	15	10	5	1	1	4	1	5	0	7	2	6	10	11	10	4	11	4	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	274	1	4	15	16	4	11	2	2	9	8	7	2	0	7	128	2	3	6	3	5	4	9	11	3	2	5	5	0	0	0					
14	Число неиспользованных открепительных удостоверений	390	1	3	21	13	8	4	7	5	0	0	4	7	9	26	13	21	30	23	28	24	20	19	20	21	18	26	19	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	698	8	3	32	5	4	6	5	1	8	18	4	1	11	26	11	37	30	60	36	60	19	63	52	42	39	48	66	0	0	3					
		4.24%	2.06%	2.48%	4.09%	2.27%	4.49%	1.44%	1.96%	1.05%	1.21%	2.67%	1.28%	0.85%	3.63%	3.48%	3.69%	7.66%	4.32%	4.99%	4.77%	4.75%	2.91%	5.46%	5.38%	5.19%	4.30%	5.02%	5.90%	0.00%	0.00%	15.79%					
19	. Малышкин Олег Александрович	414	11	4	18	6	0	14	7	0	14	18	7	3	13	17	17	11	18	34	17	31	20	27	14	25	27	14	27	0	0	0					
		2.51%	2.84%	3.31%	2.30%	2.73%	0.00%	3.37%	2.75%	0.00%	2.12%	2.67%	2.24%	2.56%	4.29%	2.28%	5.70%	2.28%	2.59%	2.83%	2.25%	2.45%	3.06%	2.34%	1.45%	3.09%	2.98%	1.46%	2.42%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	108	2	0	5	0	0	2	2	2	3	6	1	0	6	2	2	6	9	7	7	6	3	11	4	4	5	8	3	0	0	2					
		0.66%	0.52%	0.00%	0.64%	0.00%	0.00%	0.48%	0.78%	2.11%	0.45%	0.89%	0.32%	0.00%	1.98%	0.27%	0.67%	1.24%	1.30%	0.58%	0.93%	0.47%	0.46%	0.95%	0.41%	0.49%	0.55%	0.84%	0.27%	0.00%	0.00%	10.53%					
21	. Путин Владимир Владимирович	11304	290	87	548	167	69	294	196	59	551	465	253	93	203	537	199	283	468	785	523	820	513	736	618	523	594	667	743	9	4	7					
		68.60%	74.74%	71.90%	69.99%	75.91%	77.53%	70.67%	76.86%	62.11%	83.36%	69.09%	81.09%	79.49%	67.00%	71.89%	66.78%	58.59%	67.44%	65.31%	69.27%	64.87%	78.44%	63.78%	63.91%	64.65%	65.56%	69.70%	66.46%	100.00%	40.00%	36.84%					
22	. Хакамада Ирина Муцуовна	867	10	1	32	8	1	7	9	4	21	17	10	2	6	39	6	24	46	66	33	80	36	85	59	66	50	74	70	0	0	5					
		5.26%	2.58%	0.83%	4.09%	3.64%	1.12%	1.68%	3.53%	4.21%	3.18%	2.53%	3.21%	1.71%	1.98%	5.22%	2.01%	4.97%	6.63%	5.49%	4.37%	6.33%	5.50%	7.37%	6.10%	8.16%	5.52%	7.73%	6.26%	0.00%	0.00%	26.32%					
23	. Харитонов Николай Михайлович	2247	53	24	118	26	12	76	29	18	39	113	20	13	41	91	35	97	84	179	108	214	38	140	163	103	152	102	158	0	1	0					
		13.64%	13.66%	19.83%	15.07%	11.82%	13.48%	18.27%	11.37%	18.95%	5.90%	16.79%	6.41%	11.11%	13.53%	12.18%	11.74%	20.08%	12.10%	14.89%	14.30%	16.93%	5.81%	12.13%	16.86%	12.73%	16.78%	10.66%	14.13%	0.00%	10.00%	0.00%					
																																					
24	Против всех	674	10	1	26	7	2	13	7	10	24	28	15	4	21	30	21	20	31	62	22	36	20	65	45	37	36	39	35	0	5	2					
		4.09%	2.58%	0.83%	3.32%	3.18%	2.25%	3.12%	2.75%	10.53%	3.63%	4.16%	4.81%	3.42%	6.93%	4.02%	7.05%	4.14%	4.47%	5.16%	2.91%	2.85%	3.06%	5.63%	4.65%	4.57%	3.97%	4.08%	3.13%	0.00%	50.00%	10.53%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
