Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Себежская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
1	"Число избирателей, внесенных в списки избирателей"	17707	1387	803	563	883	992	417	644	563	1351	703	780	531	372	443	194	329	135	276	494	201	236	305	291	352	844	661	457	303	115	189	295	198	251	1149					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16569	1229	737	500	808	907	382	584	525	1292	678	733	503	354	427	189	310	128	266	465	199	235	286	266	334	803	641	445	292	104	164	285	210	231	1057					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10653	896	533	360	574	630	146	428	401	932	424	534	337	177	195	84	207	72	156	242	90	133	154	139	166	437	373	221	144	62	111	202	149	139	805					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2154	28	26	28	17	19	62	8	6	105	70	52	64	113	118	58	32	30	58	132	104	44	92	102	93	91	67	134	96	33	42	63	49	55	63					
6	Число погашенных избирательных бюллетеней	3762	305	178	112	217	258	174	148	118	255	184	147	102	64	114	47	71	26	52	91	5	58	40	25	75	275	201	90	52	9	11	20	12	37	189					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2154	28	26	28	17	19	62	8	6	105	70	52	64	113	118	58	32	30	58	132	104	44	92	102	93	91	67	134	96	33	42	63	49	55	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10653	896	533	360	574	630	146	428	401	932	424	534	337	177	195	84	207	72	156	242	90	133	154	139	166	437	373	221	144	62	111	202	149	139	805					
9	Число недействительных избирательных бюллетеней	90	10	8	7	2	2	3	2	2	15	1	8	1	0	8	0	0	0	0	0	0	2	0	3	0	2	2	1	0	1	1	0	1	6	2					
10	Число действительных избирательных бюллетеней	12717	914	551	381	589	647	205	434	405	1022	493	578	400	290	305	142	239	102	214	374	194	175	246	238	259	526	438	354	240	94	152	265	197	188	866					
