Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Борисовская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351					
1	"Число избирателей, внесенных в список избирателей"	21342	349	139	1338	594	610	517	900	1223	1404	993	1551	1391	1379	1322	1100	852	372	727	231	197	367	490	646	1432	129	1089					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21237	350	137	1332	587	613	518	880	1220	1400	975	1550	1375	1377	1300	1100	863	373	733	229	195	367	481	645	1420	130	1087					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17067	278	118	1187	431	464	441	660	984	1261	774	1365	1224	985	1198	783	744	317	613	207	155	260	330	375	1019	95	799					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2026	44	15	119	55	125	58	86	54	28	40	64	61	71	18	49	81	47	54	18	37	81	75	224	223	30	269					
6	Число погашенных избирательных бюллетеней	2144	28	4	26	101	24	19	134	182	111	161	121	90	321	84	268	38	9	66	4	3	26	76	46	178	5	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2026	44	15	119	55	125	58	86	54	28	40	64	61	71	18	49	81	47	54	18	37	81	75	224	223	30	269					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17049	278	118	1187	431	464	441	660	984	1261	774	1365	1224	985	1180	783	744	317	613	207	155	260	330	375	1019	95	799					
9	Число недействительных избирательных бюллетеней	433	40	0	60	8	13	51	10	25	21	11	24	19	43	21	4	6	18	14	2	0	9	15	7	10	0	2					
10	Число действительных избирательных бюллетеней	18642	282	133	1246	478	576	448	736	1013	1268	803	1405	1266	1013	1177	828	819	346	653	223	192	332	390	592	1232	125	1066					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	292	15	5	10	5	20	15	12	6	13	10	18	18	21	23	15	10	5	5	5	5	20	5	8	8	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	260	13	3	9	4	20	15	12	6	13	8	16	18	21	23	15	9	5	5	1	0	20	3	6	8	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	2	3	9	1	2	6	8	3	3	10	5	10	14	14	1	2	3	2	2	2	4	12	4	13	0	81					
14	Число погашенных неиспользованных открепительных удостоверений	32	2	2	1	1	0	0	0	0	0	2	2	0	0	0	0	1	0	0	4	5	0	2	2	0	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	2	0	0	0	0	1	1	1	0	1	2	4	2	0	0	0	0	0	0	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1638	11	12	97	30	47	34	84	136	126	100	147	106	121	133	92	32	23	49	8	12	34	27	8	115	3	51					
		8.59%	3.42%	9.02%	7.43%	6.17%	7.98%	6.81%	11.26%	13.10%	9.78%	12.29%	10.29%	8.25%	11.46%	11.10%	11.06%	3.88%	6.32%	7.35%	3.56%	6.25%	9.97%	6.67%	1.34%	9.26%	2.40%	4.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1293	13	5	89	49	68	25	58	120	90	56	104	83	81	81	73	38	33	37	19	10	17	32	37	51	7	17					
		6.78%	4.04%	3.76%	6.81%	10.08%	11.54%	5.01%	7.77%	11.56%	6.98%	6.88%	7.28%	6.46%	7.67%	6.76%	8.77%	4.61%	9.07%	5.55%	8.44%	5.21%	4.99%	7.90%	6.18%	4.11%	5.60%	1.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	5	0	10	4	4	1	4	8	9	11	17	9	7	8	11	2	1	3	0	1	1	3	5	8	0	0					
		0.69%	1.55%	0.00%	0.77%	0.82%	0.68%	0.20%	0.54%	0.77%	0.70%	1.35%	1.19%	0.70%	0.66%	0.67%	1.32%	0.24%	0.27%	0.45%	0.00%	0.52%	0.29%	0.74%	0.83%	0.64%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2724	21	14	131	67	90	38	131	170	225	141	238	216	216	184	134	56	36	104	15	20	29	55	55	206	33	99					
		14.28%	6.52%	10.53%	10.03%	13.79%	15.28%	7.62%	17.56%	16.38%	17.46%	17.32%	16.66%	16.81%	20.45%	15.36%	16.11%	6.79%	9.89%	15.59%	6.67%	10.42%	8.50%	13.58%	9.18%	16.59%	26.40%	9.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	187	0	0	7	1	4	3	9	13	15	6	10	22	26	18	17	4	4	8	0	1	0	3	3	12	0	1					
		0.98%	0.00%	0.00%	0.54%	0.21%	0.68%	0.60%	1.21%	1.25%	1.16%	0.74%	0.70%	1.71%	2.46%	1.50%	2.04%	0.48%	1.10%	1.20%	0.00%	0.52%	0.00%	0.74%	0.50%	0.97%	0.00%	0.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12610	232	102	911	324	362	347	443	559	799	488	878	825	561	752	500	685	248	450	180	148	251	269	482	834	82	898					
		66.11%	72.05%	76.69%	69.75%	66.67%	61.46%	69.54%	59.38%	53.85%	61.99%	59.95%	61.44%	64.20%	53.13%	62.77%	60.10%	83.03%	68.13%	67.47%	80.00%	77.08%	73.61%	66.42%	80.47%	67.15%	65.60%	84.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	58	0	0	1	3	1	0	7	7	4	1	11	5	1	1	1	2	1	2	1	0	0	1	2	6	0	0					
		0.30%	0.00%	0.00%	0.08%	0.62%	0.17%	0.00%	0.94%	0.67%	0.31%	0.12%	0.77%	0.39%	0.09%	0.08%	0.12%	0.24%	0.27%	0.30%	0.44%	0.00%	0.00%	0.25%	0.33%	0.48%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
