Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Борисовская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
1	"Число избирателей, внесенных в списки избирателей"	20659	319	139	1334	550	600	517	838	1074	1410	894	1450	1347	1386	1379	1022	875	379	703	209	178	369	455	628	1411	150	1043					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19578	333	139	1334	553	606	514	750	1000	1300	800	1300	1200	1300	1200	900	870	385	715	210	180	370	450	630	1350	150	1039					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16208	231	113	1217	450	460	405	576	772	1130	695	1148	1021	1170	1121	674	674	267	578	180	152	284	370	397	1127	114	882					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1755	49	21	105	43	119	73	44	56	39	40	40	55	48	23	66	93	59	72	20	24	78	55	178	187	30	138					
6	Число погашенных избирательных бюллетеней	1615	53	5	12	60	27	36	130	172	131	65	112	124	82	56	160	103	59	65	10	4	8	25	55	36	6	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1755	49	21	105	43	119	73	44	56	39	40	40	55	48	23	66	93	59	72	20	24	78	55	178	187	30	138					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16197	231	113	1212	450	460	405	575	772	1127	695	1148	1021	1170	1121	674	674	267	576	180	152	284	370	397	1127	114	882					
9	Число недействительных избирательных бюллетеней	153	6	1	5	6	4	7	4	11	12	5	21	10	11	11	2	5	3	1	0	0	3	7	3	0	2	13					
10	Число действительных избирательных бюллетеней	17799	274	133	1312	487	575	471	615	817	1154	730	1167	1066	1207	1133	738	762	323	647	200	176	359	418	572	1314	142	1007					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	366	12	7	22	10	16	17	7	12	24	7	22	17	30	24	7	32	7	12	7	7	12	7	12	22	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	12	0	10	8	13	8	6	10	14	7	13	16	29	16	7	21	4	8	0	0	9	2	9	14	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	234	0	4	5	0	0	5	1	5	4	2	2	4	8	11	1	5	0	2	0	1	2	9	4	8	1	150					
14	Число погашенных неиспользованных открепительных удостоверений	129	0	7	12	2	3	9	1	2	10	0	9	1	1	8	0	11	3	4	7	7	3	5	3	8	7	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	225	2	3	13	5	10	10	12	20	13	8	16	16	10	8	15	12	11	4	0	1	2	3	9	11	0	11					
		1.25%	0.71%	2.24%	0.99%	1.01%	1.73%	2.09%	1.94%	2.42%	1.11%	1.09%	1.35%	1.49%	0.82%	0.70%	2.03%	1.56%	3.37%	0.62%	0.00%	0.57%	0.55%	0.71%	1.57%	0.84%	0.00%	1.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	46	0	0	2	2	0	0	1	0	4	6	0	4	7	9	1	3	1	0	0	1	0	1	1	0	1	2					
		0.26%	0.00%	0.00%	0.15%	0.41%	0.00%	0.00%	0.16%	0.00%	0.34%	0.82%	0.00%	0.37%	0.57%	0.79%	0.14%	0.39%	0.31%	0.00%	0.00%	0.57%	0.00%	0.24%	0.17%	0.00%	0.69%	0.20%					
20	3.Политическая партия «Демократическая партия России»	14	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	2	0	3	1	0	0	0	1					
		0.08%	0.36%	0.00%	0.00%	0.20%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.13%	0.00%	0.15%	1.00%	0.00%	0.83%	0.24%	0.00%	0.00%	0.00%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1722	27	8	110	36	52	20	58	77	153	67	111	127	148	143	69	110	17	48	10	18	18	20	62	100	10	103					
		9.59%	9.64%	5.97%	8.35%	7.30%	8.98%	4.18%	9.37%	9.30%	13.12%	9.12%	9.34%	11.80%	12.15%	12.50%	9.32%	14.34%	5.21%	7.41%	5.00%	10.23%	4.97%	4.71%	10.78%	7.61%	6.94%	10.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	0	0	0	0	0	0	2	0	0	0	0	3	4	8	2	1	0	1	0	1	0	1	0	1	0	3					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.28%	0.33%	0.70%	0.27%	0.13%	0.00%	0.15%	0.00%	0.57%	0.00%	0.24%	0.00%	0.08%	0.00%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	0	1	1	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	2					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.12%	0.17%	0.00%	0.08%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	918	13	5	52	21	42	35	41	58	75	40	76	61	56	56	29	73	35	32	9	2	6	9	27	44	4	17					
		5.11%	4.64%	3.73%	3.95%	4.26%	7.25%	7.32%	6.62%	7.00%	6.43%	5.44%	6.40%	5.67%	4.60%	4.90%	3.92%	9.52%	10.74%	4.94%	4.50%	1.14%	1.66%	2.12%	4.70%	3.35%	2.78%	1.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1044	4	8	49	11	37	41	41	68	67	66	97	81	83	70	66	32	12	35	6	4	9	16	24	73	2	42					
		5.82%	1.43%	5.97%	3.72%	2.23%	6.39%	8.58%	6.62%	8.21%	5.75%	8.98%	8.16%	7.53%	6.81%	6.12%	8.92%	4.17%	3.68%	5.40%	3.00%	2.27%	2.49%	3.76%	4.17%	5.56%	1.39%	4.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	94	1	0	1	4	1	3	8	7	6	9	4	11	10	2	5	2	1	3	1	2	1	1	7	3	0	1					
		0.52%	0.36%	0.00%	0.08%	0.81%	0.17%	0.63%	1.29%	0.85%	0.51%	1.22%	0.34%	1.02%	0.82%	0.17%	0.68%	0.26%	0.31%	0.46%	0.50%	1.14%	0.28%	0.24%	1.22%	0.23%	0.00%	0.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13600	225	109	1077	407	433	359	441	582	828	527	862	748	875	826	546	527	245	519	172	146	320	364	442	1079	124	817					
		75.76%	80.36%	81.34%	81.78%	82.56%	74.78%	75.10%	71.24%	70.29%	71.01%	71.70%	72.56%	69.52%	71.84%	72.20%	73.78%	68.71%	75.15%	80.09%	86.00%	82.95%	88.40%	85.65%	76.87%	82.12%	86.11%	80.10%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	97	1	0	8	0	0	1	10	4	6	7	0	12	14	11	5	1	1	2	0	1	0	2	0	2	1	8					
		0.54%	0.36%	0.00%	0.61%	0.00%	0.00%	0.21%	1.62%	0.48%	0.51%	0.95%	0.00%	1.12%	1.15%	0.96%	0.68%	0.13%	0.31%	0.31%	0.00%	0.57%	0.00%	0.47%	0.00%	0.15%	0.69%	0.78%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
