Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Чугуевская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179					
1	"Число избирателей, внесенных в список избирателей"	19070	326	171	110	374	187	994	794	355	704	658	672	1309	753	641	1210	1224	949	228	238	497	670	742	110	87	248	187	356	933	125	956	81	245	703	195	375	663					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19710	328	174	106	387	191	1021	821	373	723	689	681	1324	779	666	1272	1280	968	236	246	528	701	761	114	96	262	189	359	964	127	1014	81	262	712	205	382	688					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10252	196	167	69	263	107	428	491	182	345	306	289	707	298	291	581	656	430	151	123	381	248	338	75	76	135	117	158	363	116	552	50	183	563	166	304	347					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	534	0	4	9	5	1	36	14	21	12	27	26	73	13	9	9	44	36	9	0	0	70	25	3	2	0	0	6	17	0	32	0	9	12	0	0	10					
6	Число погашенных избирательных бюллетеней	8924	132	3	28	119	83	557	316	170	366	356	366	544	468	366	682	580	502	76	123	147	383	398	36	18	127	72	195	584	11	430	31	70	137	39	78	331					
7	Число избирательных бюллетеней в переносных ящиках для голосования	534	0	4	9	5	1	36	14	21	12	27	26	73	13	9	9	44	36	9	0	0	70	25	3	2	0	0	6	17	0	32	0	9	12	0	0	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10251	196	167	69	263	107	428	491	182	345	306	289	707	298	291	580	656	430	151	123	381	248	338	75	76	135	117	158	363	116	552	50	183	563	166	304	347					
9	Число недействительных избирательных бюллетеней	174	3	0	0	9	0	11	5	7	2	3	2	8	0	7	4	20	9	3	1	11	4	7	0	1	2	4	8	9	0	6	0	1	4	0	10	13					
10	Число действительных избирательных бюллетеней	10611	193	171	78	259	108	453	500	196	355	330	313	772	311	293	585	680	457	157	122	370	314	356	78	77	133	113	156	371	116	578	50	191	571	166	294	344					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	554	12	8	8	16	8	15	12	7	16	15	15	49	17	15	30	30	30	10	5	16	18	11	6	6	12	7	10	16	8	57	7	10	14	10	12	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	411	7	1	0	16	4	15	12	5	12	15	12	38	16	9	22	30	18	10	5	16	13	10	3	6	10	0	2	10	0	42	7	10	10	5	12	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	129	4	2	2	6	2	3	5	1	6	1	10	28	1	5	7	8	6	2	1	0	1	1	0	2	1	2	4	2	2	1	1	2	3	0	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	143	5	7	8	0	4	0	0	2	4	0	3	11	1	6	8	0	12	0	0	0	5	1	3	0	2	7	8	6	8	15	0	0	4	5	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	0	0	0	0	2	4	2	4	2	1	4	2	4	2	5	4	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1724	27	12	11	44	19	70	47	35	65	52	43	136	65	70	97	201	89	13	17	37	33	92	6	7	17	14	25	71	9	94	12	14	61	18	42	59					
		15.99%	13.78%	7.02%	14.10%	16.42%	17.59%	15.09%	9.31%	17.24%	18.21%	15.62%	13.65%	17.44%	20.90%	23.33%	16.47%	28.71%	19.10%	8.13%	13.82%	9.71%	10.38%	25.34%	7.69%	8.97%	12.59%	11.97%	15.24%	18.68%	7.76%	16.10%	24.00%	7.29%	10.61%	10.84%	13.82%	16.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1605	14	13	21	44	7	109	91	34	72	62	65	81	56	68	144	122	46	25	17	10	30	58	16	9	20	11	13	61	3	55	4	44	49	11	24	96					
