Выборы Президента Российской Федерации																																									
Дата голосования: 04.03.2012																																									
																																									
Наименование Избирательной комиссии:    Красноярск, Центральная																																									
																																									
Сводная таблица итогов голосования																																									
																																									
	Число участковых избирательных комиссий	30																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	30																																							
																																									
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №504	УИК №2298									
1	Число избирателей, включенных в список избирателей	44997	1154	1319	1050	1144	1764	1423	1453	623	1685	2001	1806	1757	882	1670	1208	1051	1068	1365	1731	1137	1183	1869	1598	1725	1262	1464	2144	2516	858	3087									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	43000	1100	1300	1000	1050	1700	1300	1400	600	1600	2000	1650	1650	850	1550	1150	950	1000	1300	1700	1050	1150	1800	1500	1700	1200	1400	2100	2500	750	3000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	25005	838	861	655	697	1043	937	924	409	989	1260	1157	909	542	1097	833	687	659	917	1049	696	639	750	633	616	480	507	960	1103	452	1706									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1056	15	21	13	63	33	88	34	9	20	13	146	11	9	123	135	15	21	20	12	12	36	7	30	33	19	18	18	27	6	49									
6	Число погашенных избирательных бюллетеней	16939	247	418	332	290	624	275	442	182	591	727	347	730	299	330	182	248	320	363	639	342	475	1043	837	1051	701	875	1122	1370	292	1245									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1056	15	21	13	63	33	88	34	9	20	13	146	11	9	123	135	15	21	20	12	12	36	7	30	33	19	18	18	27	6	49									
8	Число бюллетеней в стационарных ящиках для голосования	24991	838	861	655	695	1043	937	924	408	988	1260	1157	908	542	1096	833	686	659	914	1048	695	639	750	633	616	480	507	960	1103	450	1706									
9	Число недействительных избирательных бюллетеней	321	12	9	14	16	12	19	6	5	9	10	28	15	13	8	11	9	9	7	14	10	7	7	6	8	4	6	12	16	4	15									
10	Число действительных избирательных бюллетеней	25726	841	873	654	742	1064	1006	952	412	999	1263	1275	904	538	1211	957	692	671	927	1046	697	668	750	657	641	495	519	966	1114	452	1740									
11	Число полученных открепительных  удостоверений	1510	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	60									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	667	18	23	13	16	23	22	35	9	40	45	27	25	17	35	21	20	9	15	34	27	20	26	12	21	14	8	12	23	9	48									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1065	61	22	12	23	54	11	53	22	24	22	75	80	27	78	90	32	48	61	18	21	20	23	11	14	11	11	22	17	67	35									
14	Число неиспользованных открепительных удостоверений	843	32	27	37	34	27	28	15	41	10	5	23	25	33	15	29	30	41	35	16	23	30	24	38	29	36	42	38	27	41	12									
15	Число открепительных удостоверений, выданных избирателям ТИК	17	0	1	0	0	0	0	2	0	1	2	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	2	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	Жириновский Владимир Вольфович	1719	52	47	45	48	43	59	40	16	71	69	63	68	31	65	43	38	34	58	75	45	39	78	67	69	61	49	81	105	24	136									
		6.60%	6.10%	5.33%	6.74%	6.33%	3.99%	5.76%	4.18%	3.84%	7.04%	5.42%	4.83%	7.40%	5.63%	5.33%	4.44%	5.42%	5.00%	6.21%	7.08%	6.36%	5.78%	10.30%	10.11%	10.63%	12.22%	9.33%	8.28%	9.29%	5.26%	7.75%									
20	Зюганов Геннадий Андреевич	5013	190	181	111	153	246	205	179	105	158	215	221	185	123	237	219	135	137	208	206	115	114	151	153	105	95	81	165	233	109	278									
		19.25%	22.27%	20.52%	16.62%	20.18%	22.86%	20.00%	18.68%	25.18%	15.67%	16.89%	16.96%	20.13%	22.32%	19.44%	22.62%	19.26%	20.15%	22.27%	19.43%	16.27%	16.89%	19.95%	23.08%	16.18%	19.04%	15.43%	16.87%	20.62%	23.90%	15.84%									
21	Миронов Сергей Михайлович	1240	44	47	46	36	57	47	44	21	40	64	51	51	28	60	38	45	34	49	59	26	32	30	27	30	19	22	50	45	25	73									
		4.76%	5.16%	5.33%	6.89%	4.75%	5.30%	4.59%	4.59%	5.04%	3.97%	5.03%	3.91%	5.55%	5.08%	4.92%	3.93%	6.42%	5.00%	5.25%	5.57%	3.68%	4.74%	3.96%	4.07%	4.62%	3.81%	4.19%	5.11%	3.98%	5.48%	4.16%									
