Выборы Президента Российской Федерации																																						
																																						
"Наименование Избирательной комиссии:    Красноярск, Центральная"																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504					
1	"Число избирателей, внесенных в список"	46523	2224	1494	1131	797	1411	2061	1600	700	1463	2202	1885	1263	1823	1798	970	1173	1235	1697	1935	2587	1177	1651	1549	1520	1170	1266	2099	2126	593	1037	886					
2	Число полученных избирательных бюллетеней	44750	2200	1400	1100	800	1400	2000	1600	650	1400	2200	1800	1200	1700	1700	850	1100	1200	1600	1900	2500	1100	1600	1500	1500	1100	1200	2000	2100	550	950	850					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21568	1290	866	615	378	795	974	808	401	786	1011	999	514	716	1062	573	635	682	1043	971	1056	549	591	450	482	327	339	775	747	330	460	343					
5	"Число избирательных бюллетеней, выданных вне помещения"	806	31	24	7	6	17	47	40	15	19	15	82	5	7	92	91	22	19	36	21	25	29	16	31	27	16	16	13	30	0	0	7					
6	Число погашенных избирательных бюллетеней	22376	879	510	478	416	588	979	752	234	595	1174	719	681	977	546	186	443	499	521	908	1419	522	993	1019	991	757	845	1212	1323	220	490	500					
7	Число избирательных бюллетеней в переносных ящиках	806	31	24	7	6	17	47	40	15	19	15	82	5	7	92	91	22	19	36	21	25	29	16	31	27	16	16	13	30	0	0	7					
8	Число бюллетеней в стационарных ящиках для голосования	21554	1290	865	612	378	795	974	807	401	786	1011	999	513	716	1062	572	633	682	1043	967	1056	548	591	450	482	327	339	775	747	330	460	343					
9	Число недействительных избирательных бюллетеней	137	6	4	6	4	8	7	7	1	2	0	1	1	4	5	3	2	6	4	6	5	4	9	7	6	10	4	8	5	1	1	0					
10	Число действительных избирательных бюллетеней	22223	1315	885	613	380	804	1014	840	415	803	1026	1080	517	719	1149	660	653	695	1075	982	1076	573	598	474	503	333	351	780	772	329	459	350					
11	Число полученных открепительных  удостоверений	700	25	25	25	10	25	25	25	10	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	10	10	10					
12	Число выданных открепительных удостоверений	264	9	10	6	5	10	17	9	7	15	13	12	4	10	11	7	9	8	13	12	25	10	7	3	4	3	1	4	5	6	3	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	441	17	13	5	7	3	16	18	11	8	11	68	16	28	8	46	25	17	28	13	8	8	11	9	6	5	6	6	6	1	10	7					
14	Число неиспользованных открепительных удостоверений	436	16	15	19	5	15	8	16	3	10	12	13	21	15	14	18	16	17	12	13	0	15	18	22	21	22	24	21	20	4	7	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	4729	350	192	132	92	186	190	184	78	176	215	252	116	136	250	142	128	159	244	236	171	119	129	94	116	59	98	173	187	17	33	75					
		21.15%	26.50%	21.60%	21.32%	23.96%	22.91%	18.61%	21.72%	18.75%	21.86%	20.96%	23.31%	22.39%	18.81%	21.66%	21.42%	19.54%	22.68%	22.61%	23.89%	15.82%	20.62%	21.25%	19.54%	22.79%	17.20%	27.61%	21.95%	24.07%	5.15%	7.17%	21.43%					
19	. Малышкин Олег Александрович	243	13	12	5	2	7	9	9	5	6	13	7	7	5	9	5	8	9	5	11	14	4	9	2	11	5	8	16	13	6	5	3					
		1.09%	0.98%	1.35%	0.81%	0.52%	0.86%	0.88%	1.06%	1.20%	0.75%	1.27%	0.65%	1.35%	0.69%	0.78%	0.75%	1.22%	1.28%	0.46%	1.11%	1.30%	0.69%	1.48%	0.42%	2.16%	1.46%	2.25%	2.03%	1.67%	1.82%	1.09%	0.86%					
20	. Миронов Сергей Михайлович	162	7	6	4	1	6	7	7	3	5	9	4	5	6	9	6	7	10	8	4	10	3	4	5	2	0	1	7	4	5	4	3					
		0.72%	0.53%	0.67%	0.65%	0.26%	0.74%	0.69%	0.83%	0.72%	0.62%	0.88%	0.37%	0.97%	0.83%	0.78%	0.90%	1.07%	1.43%	0.74%	0.40%	0.93%	0.52%	0.66%	1.04%	0.39%	0.00%	0.28%	0.89%	0.51%	1.52%	0.87%	0.86%					
21	. Путин Владимир Владимирович	12402	664	455	331	204	409	571	467	251	442	526	558	295	416	568	309	378	364	519	539	695	343	351	304	298	195	195	474	449	270	370	192					
		55.47%	50.26%	51.18%	53.47%	53.12%	50.37%	55.93%	55.14%	60.34%	54.91%	51.27%	51.62%	56.95%	57.54%	49.22%	46.61%	57.71%	51.93%	48.10%	54.55%	64.29%	59.45%	57.83%	63.20%	58.55%	56.85%	54.93%	60.15%	57.79%	81.82%	80.43%	54.86%					
22	. Хакамада Ирина Муцуовна	1712	105	91	57	27	65	103	73	23	63	111	104	45	54	100	68	33	71	94	66	71	40	39	30	25	24	13	39	27	5	19	27					
		7.66%	7.95%	10.24%	9.21%	7.03%	8.00%	10.09%	8.62%	5.53%	7.83%	10.82%	9.62%	8.69%	7.47%	8.67%	10.26%	5.04%	10.13%	8.71%	6.68%	6.57%	6.93%	6.43%	6.24%	4.91%	7.00%	3.66%	4.95%	3.47%	1.52%	4.13%	7.71%					
23	. Харитонов Николай Михайлович	1781	107	72	49	33	86	68	72	35	49	69	92	23	54	144	90	78	56	133	76	50	35	45	21	31	36	27	49	61	2	10	28					
		7.97%	8.10%	8.10%	7.92%	8.59%	10.59%	6.66%	8.50%	8.41%	6.09%	6.73%	8.51%	4.44%	7.47%	12.48%	13.57%	11.91%	7.99%	12.33%	7.69%	4.63%	6.07%	7.41%	4.37%	6.09%	10.50%	7.61%	6.22%	7.85%	0.61%	2.17%	8.00%					
																																						
24	Против всех	1194	69	57	35	21	45	66	28	20	62	83	63	26	48	69	40	21	26	72	50	65	29	21	18	20	14	9	22	31	24	18	22					
		5.34%	5.22%	6.41%	5.65%	5.47%	5.54%	6.46%	3.31%	4.81%	7.70%	8.09%	5.83%	5.02%	6.64%	5.98%	6.03%	3.21%	3.71%	6.67%	5.06%	6.01%	5.03%	3.46%	3.74%	3.93%	4.08%	2.54%	2.79%	3.99%	7.27%	3.91%	6.29%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
