Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Частинская																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120					
1	"Число избирателей, внесенных в список"	9991	2205	1592	371	597	353	146	338	92	67	390	1400	422	659	215	168	245	99	164	268	200					
2	Число полученных избирательных бюллетеней	10210	2195	1680	430	600	375	150	400	97	80	420	1370	400	640	215	167	246	100	165	280	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6257	1343	944	214	330	258	101	245	59	42	270	912	192	392	115	108	209	79	146	192	106					
5	"Число избирательных бюллетеней, выданных вне помещения"	1699	176	133	157	180	56	8	55	29	25	61	156	179	156	70	54	25	20	18	57	84					
6	Число погашенных избирательных бюллетеней	2254	676	603	59	90	61	41	100	9	13	89	302	29	92	30	5	12	1	1	31	10					
7	Число избирательных бюллетеней в переносных ящиках	1699	176	133	157	180	56	8	55	29	25	61	156	179	156	70	54	25	20	18	57	84					
8	Число бюллетеней в стационарных ящиках для голосования	6257	1343	944	214	330	258	101	245	59	42	270	912	192	392	115	108	209	79	146	192	106					
9	Число недействительных избирательных бюллетеней	53	12	7	1	1	1	4	1	0	2	7	2	1	1	0	0	2	2	3	2	4					
10	Число действительных избирательных бюллетеней	7903	1507	1070	370	509	313	105	299	88	65	324	1066	370	547	185	162	232	97	161	247	186					
11	Число полученных открепительных  удостоверений	447	50	71	20	25	23	8	50	11	12	25	30	12	20	3	6	10	9	15	25	22					
12	Число выданных открепительных удостоверений	423	50	71	20	21	23	4	50	11	7	18	27	12	20	3	6	10	8	15	25	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	177	45	12	5	7	2	1	6	2	1	0	45	7	4	1	4	19	3	3	3	7					
14	Число неиспользованных открепительных удостоверений	24	0	0	0	4	0	4	0	0	5	7	3	0	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	53	20	28	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	209	44	29	7	16	14	2	11	0	0	11	31	9	8	0	7	7	1	5	3	4					
		2.63%	2.90%	2.69%	1.89%	3.14%	4.46%	1.83%	3.67%	0.00%	0.00%	3.32%	2.90%	2.43%	1.46%	0.00%	4.32%	2.99%	1.01%	3.05%	1.20%	2.11%					
19	. Малышкин Олег Александрович	308	58	29	26	17	11	2	16	0	1	9	48	15	12	5	5	32	1	9	6	6					
		3.87%	3.82%	2.69%	7.01%	3.33%	3.50%	1.83%	5.33%	0.00%	1.49%	2.72%	4.49%	4.04%	2.19%	2.70%	3.09%	13.68%	1.01%	5.49%	2.41%	3.16%					
20	. Миронов Сергей Михайлович	51	10	6	2	7	3	0	3	1	1	0	7	3	4	0	0	1	1	1	0	1					
		0.64%	0.66%	0.56%	0.54%	1.37%	0.96%	0.00%	1.00%	1.14%	1.49%	0.00%	0.66%	0.81%	0.73%	0.00%	0.00%	0.43%	1.01%	0.61%	0.00%	0.53%					
21	. Путин Владимир Владимирович	6106	1171	827	281	383	243	82	187	80	54	249	784	291	461	164	130	169	79	121	196	154					
		76.75%	77.09%	76.79%	75.74%	75.10%	77.39%	75.23%	62.33%	90.91%	80.60%	75.23%	73.41%	78.44%	84.12%	88.65%	80.25%	72.22%	79.80%	73.78%	78.71%	81.05%					
22	. Хакамада Ирина Муцуовна	306	65	54	6	11	8	6	12	0	3	11	75	8	18	5	4	5	1	2	8	4					
		3.85%	4.28%	5.01%	1.62%	2.16%	2.55%	5.50%	4.00%	0.00%	4.48%	3.32%	7.02%	2.16%	3.28%	2.70%	2.47%	2.14%	1.01%	1.22%	3.21%	2.11%					
23	. Харитонов Николай Михайлович	748	133	95	36	62	25	9	61	7	6	34	99	41	35	7	14	13	10	18	28	15					
		9.40%	8.76%	8.82%	9.70%	12.16%	7.96%	8.26%	20.33%	7.95%	8.96%	10.27%	9.27%	11.05%	6.39%	3.78%	8.64%	5.56%	10.10%	10.98%	11.24%	7.89%					
																											
24	Против всех	175	26	30	12	13	9	4	9	0	0	10	22	3	9	4	2	5	4	5	6	2					
		2.20%	1.71%	2.79%	3.23%	2.55%	2.87%	3.67%	3.00%	0.00%	0.00%	3.02%	2.06%	0.81%	1.64%	2.16%	1.23%	2.14%	4.04%	3.05%	2.41%	1.05%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
