Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Кудымкарская городская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214					
1	"Число избирателей, внесенных в список"	22210	943	1135	1955	1963	1495	1868	2303	1814	1451	285	1710	1846	1850	1592					
2	Число полученных избирательных бюллетеней	20210	850	1050	1780	1820	1420	1700	2100	1590	1330	270	1550	1660	1660	1430					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11444	456	482	967	1240	852	1060	1310	833	646	195	839	892	951	721					
5	"Число избирательных бюллетеней, выданных вне помещения"	601	33	107	184	25	24	38	22	18	40	17	23	28	15	27					
6	Число погашенных избирательных бюллетеней	8165	361	461	629	555	544	602	768	739	644	58	688	740	694	682					
7	Число избирательных бюллетеней в переносных ящиках	601	33	107	184	25	24	38	22	18	40	17	23	28	15	27					
8	Число бюллетеней в стационарных ящиках для голосования	11441	456	482	967	1240	852	1060	1307	833	646	195	839	892	951	721					
9	Число недействительных избирательных бюллетеней	106	4	12	10	13	3	11	1	7	3	9	9	6	10	8					
10	Число действительных избирательных бюллетеней	11936	485	577	1141	1252	873	1087	1328	844	683	203	853	914	956	740					
11	Число полученных открепительных  удостоверений	750	30	60	80	70	90	50	60	50	50	10	50	50	50	50					
12	Число выданных открепительных удостоверений	251	5	8	48	61	34	19	21	14	9	0	7	11	12	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	132	3	13	10	22	9	19	15	4	9	2	12	4	2	8					
14	Число неиспользованных открепительных удостоверений	499	25	52	32	9	56	31	39	36	41	10	43	39	38	48					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	307	10	5	23	43	36	33	42	22	15	2	32	14	14	16					
		2.55%	2.04%	0.85%	2.00%	3.40%	4.11%	3.01%	3.16%	2.59%	2.19%	0.94%	3.71%	1.52%	1.45%	2.14%					
19	. Малышкин Олег Александрович	157	5	6	15	11	7	10	16	11	21	0	12	21	12	10					
		1.30%	1.02%	1.02%	1.30%	0.87%	0.80%	0.91%	1.20%	1.29%	3.06%	0.00%	1.39%	2.28%	1.24%	1.34%					
20	. Миронов Сергей Михайлович	167	2	7	15	19	13	14	22	17	9	3	11	11	12	12					
		1.39%	0.41%	1.19%	1.30%	1.50%	1.48%	1.28%	1.66%	2.00%	1.31%	1.42%	1.28%	1.20%	1.24%	1.60%					
21	. Путин Владимир Владимирович	9124	389	472	960	888	597	791	954	647	546	170	646	689	796	579					
		75.77%	79.55%	80.14%	83.41%	70.20%	68.15%	72.04%	71.78%	76.03%	79.59%	80.19%	74.94%	74.89%	82.40%	77.41%					
22	. Хакамада Ирина Муцуовна	523	14	23	27	78	52	61	80	29	22	1	38	49	30	19					
		4.34%	2.86%	3.90%	2.35%	6.17%	5.94%	5.56%	6.02%	3.41%	3.21%	0.47%	4.41%	5.33%	3.11%	2.54%					
23	. Харитонов Николай Михайлович	1411	58	54	79	183	148	156	169	109	54	26	95	115	72	93					
		11.72%	11.86%	9.17%	6.86%	14.47%	16.89%	14.21%	12.72%	12.81%	7.87%	12.26%	11.02%	12.50%	7.45%	12.43%					
																					
24	Против всех	247	7	10	22	30	20	22	45	9	16	1	19	15	20	11					
		2.05%	1.43%	1.70%	1.91%	2.37%	2.28%	2.00%	3.39%	1.06%	2.33%	0.47%	2.20%	1.63%	2.07%	1.47%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
