Выборы Президента Российской Федерации																																																																							
Дата голосования: 18.03.2018																																																																							
																																																																							
Наименование Избирательной комиссии:    Серовская городская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																					
																																																																							
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №808	УИК №809	УИК №810	УИК №812	УИК №813	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514									
1	"Число избирателей, включенных в список избирателей"	67310	267	1090	73	1140	920	122	16	106	144	124	71	142	383	1477	1815	1552	1561	1353	1170	1066	1387	1248	1367	1224	1538	1348	1262	1264	1427	1352	1217	1233	1132	1492	1298	1263	1327	1665	1415	1292	1775	974	1911	2005	1336	1948	1454	1520	758	1273	692	1103	418	1740	1589	1535	1406	1271	1211	48									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65375	250	1100	67	1100	900	140	13	100	130	120	80	130	375	1400	1750	1500	1500	1300	1150	1050	1300	1200	1350	1200	1500	1350	1250	1250	1400	1350	1200	1200	1100	1400	1250	1250	1300	1600	1350	1250	1750	950	1850	1950	1300	1900	1400	1450	700	1250	650	1050	400	1700	1550	1500	1350	1250	1180	40									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	31	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	39734	195	545	28	687	504	91	7	70	95	59	22	97	186	821	1057	885	859	755	656	608	853	807	818	720	1014	880	798	833	899	863	664	771	728	920	814	832	850	851	897	820	1144	644	1265	1197	668	1172	716	837	466	662	376	611	188	1049	952	932	790	601	596	9									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1729	33	54	6	83	121	13	0	4	9	20	2	18	184	17	28	32	30	12	22	20	19	19	21	15	11	22	23	14	42	12	35	28	17	39	31	27	13	22	21	25	26	21	41	13	19	20	18	57	17	21	23	5	54	21	38	33	27	61	37	13									
6	Число погашенных избирательных бюллетеней	23881	22	501	33	330	275	36	6	26	26	41	35	15	5	562	665	583	611	533	472	422	428	374	511	465	475	448	429	403	459	475	501	401	355	441	405	391	437	727	432	405	580	285	544	740	613	708	666	556	217	567	251	434	158	630	560	535	533	588	547	8									
