Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Уйская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436					
1	"Число избирателей, внесенных в списки"	20179	707	183	531	128	736	922	218	187	612	1250	258	285	270	244	59	743	533	137	142	743	1364	300	360	373	252	211	275	295	175	268	3010	2539	194	278	372	137	374	284	230					
2	"Число бюллетеней, полученных участковыми комиссиями"	19270	600	180	470	130	650	850	210	190	600	1400	250	230	240	240	60	700	500	160	160	700	1300	290	360	390	270	210	275	295	200	270	2700	2350	190	270	370	140	370	270	230					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11025	337	115	354	81	372	514	166	114	342	739	146	117	160	129	38	385	274	101	114	398	772	164	223	196	180	115	187	156	107	135	1569	1073	135	142	231	81	186	216	161					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	460	18	18	10	0	25	6	0	0	34	42	0	0	0	20	0	32	11	0	3	11	18	15	0	5	0	0	8	7	0	6	40	91	0	1	18	3	16	0	2					
6	Число погашенных бюллетеней	7785	245	47	106	49	253	330	44	76	224	619	104	113	80	91	22	283	215	59	43	291	510	111	137	189	90	95	80	132	93	129	1091	1186	55	127	121	56	168	54	67					
7	Число бюллетеней в переносных ящиках для голосования	448	18	18	10	0	25	6	0	0	34	42	0	0	0	20	0	20	11	0	3	11	18	15	0	5	0	0	8	7	0	6	40	91	0	1	18	3	16	0	2					
8	Число бюллетеней в стационарных ящиках для голосования	11016	337	115	354	81	372	514	166	114	342	740	146	117	160	129	38	384	274	101	113	398	772	164	219	196	180	115	187	156	107	134	1566	1073	135	142	231	81	186	216	161					
9	Число недействительных бюллетеней	174	1	1	10	1	8	9	1	1	4	4	1	3	3	3	0	4	6	2	4	10	4	6	5	13	0	2	3	4	4	5	8	15	0	7	5	3	10	2	2					
10	Число действительных бюллетеней	11290	354	132	354	80	389	511	165	113	372	778	145	114	157	146	38	400	279	99	112	399	786	173	214	188	180	113	192	159	103	135	1598	1149	135	136	244	81	192	214	161					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	188	5	4	4	4	4	5	4	4	5	8	4	4	5	4	3	5	5	4	4	5	10	5	4	4	4	5	5	5	5	5	10	9	5	0	5	3	5	5	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	3	2	1	0	4	6	0	0	0	0	0	0	0	0	0	10	7	1	0	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	3	0	1	0	0	2	0	0	0	1	1	0	2	1	0	0	1	2	0	2	2	0	1	0	0	0	1	0	0	0	4	2	1	1	0	0	1	0	0					
14	Число погашенных открепительных удостоверений	146	5	4	4	4	2	5	4	4	5	7	1	4	5	4	3	2	3	3	4	1	4	5	4	4	4	5	5	5	5	5	0	2	4	0	4	3	4	5	4					
15	Число открепительных удостоверений выданных ТИК	12	0	0	0	0	1	2	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	164	6	9	9	4	7	5	0	2	5	5	3	0	1	1	1	8	8	0	1	6	9	2	3	8	0	1	7	6	0	3	13	10	2	5	5	0	1	6	2					
		1.43%	1.69%	6.76%	2.47%	4.93%	1.76%	0.96%	0.0%	1.75%	1.32%	0.63%	2.05%	0.0%	0.62%	0.67%	2.63%	1.98%	2.80%	0.0%	0.86%	1.46%	1.13%	1.11%	1.36%	3.98%	0.0%	0.86%	3.58%	3.68%	0.0%	2.14%	0.80%	0.85%	1.48%	3.49%	2.00%	0.0%	0.49%	2.77%	1.22%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	153	4	2	2	2	2	1	0	0	6	5	0	3	2	0	1	11	2	2	2	6	6	4	0	5	1	4	2	2	8	0	38	18	2	5	0	2	1	2	0					
		1.33%	1.12%	1.50%	0.54%	2.46%	0.50%	0.19%	0.0%	0.0%	1.59%	0.63%	0.0%	2.56%	1.25%	0.0%	2.63%	2.72%	0.70%	1.98%	1.72%	1.46%	0.75%	2.23%	0.0%	2.48%	0.55%	3.47%	1.02%	1.22%	7.47%	0.0%	2.36%	1.54%	1.48%	3.49%	0.0%	2.38%	0.49%	0.92%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	723	17	6	20	4	17	9	8	7	17	37	2	6	4	14	4	34	16	17	7	11	26	10	14	22	7	6	7	17	5	12	161	113	10	1	15	5	20	11	4					
		6.30%	4.78%	4.51%	5.49%	4.93%	4.28%	1.73%	4.81%	6.14%	4.52%	4.73%	1.36%	5.12%	2.5%	9.39%	10.52%	8.41%	5.61%	16.83%	6.03%	2.68%	3.29%	5.58%	6.39%	10.94%	3.88%	5.21%	3.58%	10.42%	4.67%	8.57%	10.02%	9.70%	7.40%	0.69%	6.02%	5.95%	9.90%	5.09%	2.45%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	220	10	0	2	0	2	15	0	4	3	9	0	0	2	4	0	4	3	0	0	6	9	3	3	2	5	0	3	2	6	1	74	24	0	4	4	3	1	9	3					
		1.91%	2.81%	0.0%	0.54%	0.0%	0.50%	2.88%	0.0%	3.50%	0.79%	1.15%	0.0%	0.0%	1.25%	2.68%	0.0%	0.99%	1.05%	0.0%	0.0%	1.46%	1.13%	1.67%	1.36%	0.99%	2.77%	0.0%	1.53%	1.22%	5.60%	0.71%	4.60%	2.06%	0.0%	2.79%	1.60%	3.57%	0.49%	4.16%	1.84%					
22	"5. ""За Русь Святую"""	40	0	0	4	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	3	0	3	0	1	0	1	0	0	2	0	2	5	3	1	0	1	0	0	4	0					
		0.34%	0.0%	0.0%	1.09%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.58%	0.0%	0.37%	0.0%	0.45%	0.0%	0.55%	0.0%	0.0%	1.22%	0.0%	1.42%	0.31%	0.25%	0.74%	0.0%	0.40%	0.0%	0.0%	1.85%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	1	0	1	0	1	0	0	0	1	2	0	0	2	1	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	2	0	1	1	0	0	0					
		0.19%	0.28%	0.0%	0.27%	0.0%	0.25%	0.0%	0.0%	0.0%	0.26%	0.25%	0.0%	0.0%	1.25%	0.67%	0.0%	0.49%	0.0%	0.0%	0.0%	0.24%	0.12%	0.55%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.71%	0.06%	0.08%	1.48%	0.0%	0.40%	1.19%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	62	0	0	1	1	1	1	2	0	1	3	3	0	1	1	0	1	0	0	0	1	6	1	1	5	1	0	0	1	2	1	11	11	0	1	1	0	1	0	2					
		0.54%	0.0%	0.0%	0.27%	1.23%	0.25%	0.19%	1.20%	0.0%	0.26%	0.38%	2.05%	0.0%	0.62%	0.67%	0.0%	0.24%	0.0%	0.0%	0.0%	0.24%	0.75%	0.55%	0.45%	2.48%	0.55%	0.0%	0.0%	0.61%	1.86%	0.71%	0.68%	0.94%	0.0%	0.69%	0.40%	0.0%	0.49%	0.0%	1.22%					
25	"8. ""Народно-республиканская партия России"""	11	0	1	1	1	1	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.09%	0.0%	0.75%	0.27%	1.23%	0.25%	0.0%	0.0%	0.87%	0.0%	0.12%	0.0%	1.70%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	1	17	0	0	0	0	0	0	0	2	2	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	1	0					
		0.31%	0.28%	12.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	1.36%	0.0%	0.0%	0.0%	0.0%	0.24%	0.70%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.34%	0.0%	0.0%	0.0%	0.0%	0.49%	0.46%	0.0%					
27	"10. ""Аграрная партия России"""	1143	35	1	16	4	53	48	8	11	64	53	13	15	15	14	1	46	39	6	19	70	43	3	10	24	33	28	17	19	21	24	124	98	49	11	17	10	16	19	46					
		9.97%	9.85%	0.75%	4.39%	4.93%	13.35%	9.23%	4.81%	9.64%	17.02%	6.77%	8.90%	12.82%	9.37%	9.39%	2.63%	11.38%	13.68%	5.94%	16.37%	17.11%	5.44%	1.67%	4.56%	11.94%	18.33%	24.34%	8.71%	11.65%	19.62%	17.14%	7.72%	8.41%	36.29%	7.69%	6.82%	11.90%	7.92%	8.79%	28.22%					
28	"11. ""Истинные патриоты России"""	24	4	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	7	0	0	0	3	0	0	1					
		0.20%	1.12%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	2.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.60%	0.0%	0.0%	0.0%	3.57%	0.0%	0.0%	0.61%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	3	1	1	2	1	2	0	0	0	9	1	1	2	2	0	5	5	0	0	3	0	2	1	0	0	2	3	1	0	1	6	3	0	0	1	2	0	1	2					
