Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Кинель-Черкасская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299					
1	"Число избирателей, внесенных в список избирателей"	36355	718	103	613	238	458	219	174	236	945	508	379	1480	1502	977	858	263	201	1448	538	1715	821	1152	1145	1429	1042	143	566	590	1052	1048	1005	1041	632	223	409	373	1561	363	1580	409	206	1106	1349	1520	712	1078	227					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36122	715	103	648	238	455	213	176	232	947	495	378	1509	1505	930	838	254	196	1481	540	1714	803	1128	1104	1327	1049	139	554	575	1079	1020	981	1036	623	216	423	373	1603	380	1586	425	205	1096	1349	1466	699	1074	242					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18443	332	72	355	134	275	145	92	147	517	241	194	832	793	551	383	148	108	823	243	1017	432	638	617	638	522	94	262	331	472	459	484	467	378	130	167	186	715	202	824	222	112	455	710	589	316	521	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1967	62	9	51	29	30	20	13	13	77	38	41	143	78	29	57	9	16	31	53	36	21	39	21	20	36	0	36	41	125	51	45	64	48	12	71	44	26	21	57	25	13	44	53	62	40	88	29					
6	Число погашенных избирательных бюллетеней	15712	321	22	242	75	150	48	71	72	353	216	143	534	634	350	398	97	72	627	244	661	350	451	466	669	491	45	256	203	482	510	452	505	197	74	185	143	862	157	705	178	80	597	586	815	343	465	115					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1967	62	9	51	29	30	20	13	13	77	38	41	143	78	29	57	9	16	31	53	36	21	39	21	20	36	0	36	41	125	51	45	64	48	12	71	44	26	21	57	25	13	44	53	62	40	88	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18443	332	72	355	134	275	145	92	147	517	241	194	832	793	551	383	148	108	823	243	1017	432	638	617	638	522	94	262	331	472	459	484	467	378	130	167	186	715	202	824	222	112	455	710	589	316	521	98					
9	Число недействительных избирательных бюллетеней	382	10	0	11	6	6	2	1	3	7	7	4	13	16	11	12	2	5	10	4	17	9	16	6	14	6	0	8	11	12	4	9	15	9	3	3	3	22	3	17	4	4	8	17	18	5	6	3					
10	Число действительных избирательных бюллетеней	20028	384	81	395	157	299	163	104	157	587	272	231	962	855	569	428	155	119	844	292	1036	444	661	632	644	552	94	290	361	585	506	520	516	417	139	235	227	719	220	864	243	121	491	746	633	351	603	124					
