Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    район Братеево																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674					
1	"Число избирателей, внесенных в списки избирателей"	62710	2235	2292	2777	2251	2928	2920	2324	2496	2610	2415	2131	2207	2111	1558	2829	2478	2362	2803	2073	2525	2915	2617	2445	2810	2067	1531					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51000	1800	1900	2200	1800	2400	2400	1900	2100	2100	2000	1700	1800	1700	1200	2300	2000	1900	2300	1700	2100	2300	2100	2000	2300	1700	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39327	1414	1546	1851	1405	1863	1592	1414	1484	1474	1383	1285	1455	1390	905	1810	1600	1530	1474	1547	1845	1671	1643	1707	1907	1288	844					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	929	46	24	35	35	23	10	18	30	108	57	19	17	30	19	46	29	28	25	14	48	29	32	58	81	12	56					
6	Число погашенных избирательных бюллетеней	10744	340	330	314	360	514	798	468	586	518	560	396	328	280	276	444	371	342	801	139	207	600	425	235	312	400	400					
7	Число избирательных бюллетеней в переносных ящиках для голосования	929	46	24	35	35	23	10	18	30	108	57	19	17	30	19	46	29	28	25	14	48	29	32	58	81	12	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39246	1414	1522	1851	1405	1863	1582	1413	1484	1473	1383	1285	1455	1383	904	1810	1600	1513	1474	1547	1842	1671	1643	1690	1907	1288	844					
9	Число недействительных избирательных бюллетеней	557	29	10	23	8	48	34	11	16	18	13	31	24	10	8	26	30	16	17	16	35	28	44	1	36	15	10					
10	Число действительных избирательных бюллетеней	39618	1431	1536	1863	1432	1838	1558	1420	1498	1563	1427	1273	1448	1403	915	1830	1599	1525	1482	1545	1855	1672	1631	1747	1952	1285	890					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1040	33	56	53	44	30	45	35	35	45	40	43	35	42	35	54	40	45	40	40	45	35	40	25	35	30	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1014	32	54	53	40	30	43	35	35	45	40	42	33	40	35	52	40	44	38	39	44	34	40	25	35	27	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1034	37	44	42	46	36	40	35	42	48	51	46	30	49	59	39	56	23	46	44	21	54	57	17	36	32	4					
14	Число погашенных неиспользованных открепительных удостоверений	26	1	2	0	4	0	2	0	0	0	0	1	2	2	0	2	0	1	2	1	1	1	0	0	0	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	856	15	27	22	10	24	64	30	41	31	35	37	23	29	11	26	38	35	58	33	29	42	45	33	53	34	31					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	905	28	23	32	38	37	32	29	45	58	25	33	20	24	18	46	43	44	39	27	41	41	29	59	32	35	27					
		2.25%	1.92%	1.49%	1.70%	2.64%	1.96%	2.01%	2.03%	2.97%	3.67%	1.74%	2.53%	1.36%	1.70%	1.95%	2.48%	2.64%	2.86%	2.60%	1.73%	2.17%	2.41%	1.73%	3.38%	1.61%	2.69%	3.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	764	40	31	39	20	32	26	38	20	23	31	19	36	34	16	41	24	26	21	27	35	42	27	67	20	9	20					
		1.90%	2.74%	2.01%	2.07%	1.39%	1.70%	1.63%	2.66%	1.32%	1.45%	2.15%	1.46%	2.45%	2.41%	1.73%	2.21%	1.47%	1.69%	1.40%	1.73%	1.85%	2.47%	1.61%	3.83%	1.01%	0.69%	2.22%					
20	3.Политическая партия «Демократическая партия России»	89	3	3	9	1	1	9	2	1	10	4	1	5	0	1	2	1	1	3	2	15	6	2	4	2	1	0					
		0.22%	0.21%	0.19%	0.48%	0.07%	0.05%	0.57%	0.14%	0.07%	0.63%	0.28%	0.08%	0.34%	0.00%	0.11%	0.11%	0.06%	0.06%	0.20%	0.13%	0.79%	0.35%	0.12%	0.23%	0.10%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4199	169	154	174	220	164	101	173	155	129	150	105	153	165	106	252	269	240	158	113	183	142	160	199	185	100	80					
		10.45%	11.58%	9.96%	9.23%	15.28%	8.70%	6.34%	12.09%	10.24%	8.16%	10.42%	8.05%	10.39%	11.68%	11.48%	13.58%	16.51%	15.57%	10.54%	7.24%	9.68%	8.35%	9.55%	11.38%	9.31%	7.69%	8.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	854	26	41	22	97	20	28	28	18	15	15	12	21	33	14	105	91	95	17	17	31	30	9	41	14	5	9					
