Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Большесельская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325					
1	"Число избирателей, внесенных в список"	8473	3036	490	1058	557	211	816	367	159	286	183	161	167	472	273	237					
2	Число полученных избирательных бюллетеней	8500	3043	502	1015	553	274	817	367	159	291	183	155	164	472	273	232					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4429	1881	291	468	217	155	312	151	95	146	84	72	77	282	123	75					
5	"Число избирательных бюллетеней, выданных вне помещения"	1206	117	37	115	135	56	214	91	37	66	56	37	45	64	65	71					
6	Число погашенных избирательных бюллетеней	2865	1045	174	432	201	63	291	125	27	79	43	46	42	126	85	86					
7	Число избирательных бюллетеней в переносных ящиках	1206	117	37	115	135	56	214	91	37	66	56	37	45	64	65	71					
8	Число бюллетеней в стационарных ящиках для голосования	4429	1881	291	468	217	155	312	151	95	146	84	72	77	282	123	75					
9	Число недействительных избирательных бюллетеней	38	5	4	4	4	0	2	1	1	7	1	2	0	4	3	0					
10	Число действительных избирательных бюллетеней	5597	1993	324	579	348	211	524	241	131	205	139	107	122	342	185	146					
11	Число полученных открепительных  удостоверений	300	45	20	30	20	20	30	20	20	20	20	20	20	5	5	5					
12	Число выданных открепительных удостоверений	58	21	5	13	3	1	2	0	0	4	2	1	0	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	10	1	3	7	3	4	3	0	0	2	2	1	1	2	4					
14	Число неиспользованных открепительных удостоверений	242	24	15	17	17	19	28	20	20	16	18	19	20	1	3	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	198	84	20	18	13	7	18	5	7	3	1	0	4	7	7	4					
		3.51%	4.20%	6.10%	3.09%	3.69%	3.32%	3.42%	2.07%	5.30%	1.42%	0.71%	0.00%	3.28%	2.02%	3.72%	2.74%					
19	. Малышкин Олег Александрович	144	49	8	12	7	5	10	1	7	7	13	1	3	9	3	9					
		2.56%	2.45%	2.44%	2.06%	1.99%	2.37%	1.90%	0.41%	5.30%	3.30%	9.29%	0.92%	2.46%	2.60%	1.60%	6.16%					
20	. Миронов Сергей Михайлович	39	14	2	7	3	1	2	1	2	3	0	0	1	2	1	0					
		0.69%	0.70%	0.61%	1.20%	0.85%	0.47%	0.38%	0.41%	1.52%	1.42%	0.00%	0.00%	0.82%	0.58%	0.53%	0.00%					
21	. Путин Владимир Владимирович	4050	1399	204	462	254	162	393	195	83	152	104	92	89	207	147	107					
		71.87%	70.02%	62.20%	79.25%	72.16%	76.78%	74.71%	80.58%	62.88%	71.70%	74.29%	84.40%	72.95%	59.83%	78.19%	73.29%					
22	. Хакамада Ирина Муцуовна	131	69	10	6	10	3	13	0	1	7	4	0	0	5	1	2					
		2.32%	3.45%	3.05%	1.03%	2.84%	1.42%	2.47%	0.00%	0.76%	3.30%	2.86%	0.00%	0.00%	1.45%	0.53%	1.37%					
23	. Харитонов Николай Михайлович	927	327	74	68	57	29	83	33	29	24	17	13	21	107	23	22					
		16.45%	16.37%	22.56%	11.66%	16.19%	13.74%	15.78%	13.64%	21.97%	11.32%	12.14%	11.93%	17.21%	30.92%	12.23%	15.07%					
																						
24	Против всех	108	51	6	6	4	4	5	6	2	9	0	1	4	5	3	2					
		1.92%	2.55%	1.83%	1.03%	1.14%	1.90%	0.95%	2.48%	1.52%	4.25%	0.00%	0.92%	3.28%	1.45%	1.60%	1.37%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
