Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Акшинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в списки избирателей"	8900	3338	338	170	262	694	767	564	138	325	276	162	845	464	217	340					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8919	3290	330	169	252	737	775	570	140	330	282	169	850	466	210	349					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5750	1921	228	119	173	469	509	367	101	259	198	95	572	312	177	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	677	206	18	13	22	64	73	64	6	18	20	21	55	42	28	27					
6	Число погашенных избирательных бюллетеней	2492	1163	84	37	57	204	193	139	33	53	64	53	223	112	5	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	677	206	18	13	22	64	73	64	6	18	20	21	55	42	28	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5750	1921	228	119	173	469	509	367	101	259	198	95	572	312	177	250					
9	Число недействительных избирательных бюллетеней	94	25	2	4	7	21	7	3	0	2	4	1	3	3	2	10					
10	Число действительных избирательных бюллетеней	6333	2102	244	128	188	512	575	428	107	275	214	115	624	351	203	267					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	71	10	10	10	100	25	20	10	10	20	7	50	20	20	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	208	57	2	1	5	40	7	10	0	5	10	4	17	20	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	41	3	1	6	9	2	4	1	2	3	1	2	4	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	188	14	8	9	5	60	18	10	10	5	10	3	33	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	296	97	9	5	7	42	16	13	7	25	8	4	21	15	9	18					
		4.61%	4.56%	3.66%	3.79%	3.59%	7.88%	2.75%	3.02%	6.54%	9.03%	3.67%	3.45%	3.35%	4.24%	4.39%	6.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	3	0	0	0	1	1	2	0	1	0	0	2	2	0	1					
		0.20%	0.14%	0.00%	0.00%	0.00%	0.19%	0.17%	0.46%	0.00%	0.36%	0.00%	0.00%	0.32%	0.56%	0.00%	0.36%					
20	3.Политическая партия «Демократическая партия России»	9	2	1	0	0	2	0	0	0	0	0	0	1	2	1	0					
		0.14%	0.09%	0.41%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.56%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	834	235	19	26	19	111	57	74	6	32	34	22	98	37	23	41					
		12.98%	11.05%	7.72%	19.70%	9.74%	20.83%	9.79%	17.17%	5.61%	11.55%	15.60%	18.97%	15.63%	10.45%	11.22%	14.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	3	0	0	0	1	0	0	0	0	1	0	0	2	0	0					
		0.11%	0.14%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.56%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	4	0	0	0	0	0	1	0	0	0	0	0	1	1	0					
		0.11%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.49%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	954	322	40	26	13	56	119	35	21	28	43	27	98	39	29	58					
		14.84%	15.14%	16.26%	19.70%	6.67%	10.51%	20.45%	8.12%	19.63%	10.11%	19.72%	23.28%	15.63%	11.02%	14.15%	20.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	189	89	1	7	4	21	8	12	0	3	6	0	19	8	5	6					
		2.94%	4.18%	0.41%	5.30%	2.05%	3.94%	1.37%	2.78%	0.00%	1.08%	2.75%	0.00%	3.03%	2.26%	2.44%	2.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	9	2	1	2	5	1	4	0	0	0	1	0	2	0	3					
		0.47%	0.42%	0.81%	0.76%	1.03%	0.94%	0.17%	0.93%	0.00%	0.00%	0.00%	0.86%	0.00%	0.56%	0.00%	1.08%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3973	1336	172	63	139	272	367	287	73	185	122	61	381	242	134	139					
