Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Лангепасская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461					
1	"Число избирателей, внесенных в списки избирателей"	25861	1778	1713	1736	1694	1806	1521	1480	1655	1712	1661	1614	1772	1659	2116	1944					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26250	1750	1730	1530	1810	1850	1620	1550	1700	1700	1710	1700	1700	1700	2150	2050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20724	1391	1394	1394	1371	1420	1249	1171	1282	1350	1340	1336	1448	1344	1722	1512					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	259	34	8	14	9	12	14	19	9	33	19	36	12	8	11	21					
6	Число погашенных избирательных бюллетеней	5267	325	328	122	430	418	357	360	409	317	351	328	240	348	417	517					
7	Число избирательных бюллетеней в переносных ящиках для голосования	259	34	8	14	9	12	14	19	9	33	19	36	12	8	11	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20713	1391	1394	1393	1370	1420	1249	1171	1282	1348	1340	1332	1448	1342	1722	1511					
9	Число недействительных избирательных бюллетеней	375	28	23	17	25	31	27	27	27	31	17	23	21	21	31	26					
10	Число действительных избирательных бюллетеней	20597	1397	1379	1390	1354	1401	1236	1163	1264	1350	1342	1345	1439	1329	1702	1506					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	429	40	23	30	27	27	34	30	25	30	20	26	30	30	20	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	380	38	22	25	21	23	31	26	23	30	15	23	24	23	20	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	476	86	23	187	18	29	6	7	8	12	4	35	40	4	11	6					
14	Число погашенных неиспользованных открепительных удостоверений	49	2	1	5	6	4	3	4	2	0	5	3	6	7	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	117	5	7	6	4	9	9	8	9	8	5	10	6	9	11	11					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	420	21	41	23	28	23	35	21	39	20	19	30	28	27	31	34					
		2.00%	1.47%	2.92%	1.63%	2.03%	1.61%	2.77%	1.76%	3.02%	1.45%	1.40%	2.19%	1.92%	2.00%	1.79%	2.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	210	11	16	10	12	16	13	18	16	7	9	11	15	20	19	17					
		1.00%	0.77%	1.14%	0.71%	0.87%	1.12%	1.03%	1.51%	1.24%	0.51%	0.66%	0.80%	1.03%	1.48%	1.10%	1.11%					
20	3.Политическая партия «Демократическая партия России»	23	1	3	1	1	2	2	0	2	1	2	2	2	0	4	0					
		0.11%	0.07%	0.21%	0.07%	0.07%	0.14%	0.16%	0.00%	0.15%	0.07%	0.15%	0.15%	0.14%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1519	144	95	119	91	94	73	73	79	110	94	96	121	101	127	102					
		7.24%	10.11%	6.78%	8.46%	6.60%	6.56%	5.78%	6.13%	6.12%	7.97%	6.92%	7.02%	8.29%	7.48%	7.33%	6.66%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	62	6	7	3	2	5	3	1	1	7	4	1	4	6	5	7					
		0.30%	0.42%	0.50%	0.21%	0.15%	0.35%	0.24%	0.08%	0.08%	0.51%	0.29%	0.07%	0.27%	0.44%	0.29%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	60	4	3	1	2	2	2	5	5	6	3	6	4	3	7	7					
		0.29%	0.28%	0.21%	0.07%	0.15%	0.14%	0.16%	0.42%	0.39%	0.43%	0.22%	0.44%	0.27%	0.22%	0.40%	0.46%					
24	7.Политическая партия «Либерально-демократическая партия России»	3524	235	256	224	239	251	228	212	193	233	220	220	259	267	270	217					
		16.80%	16.49%	18.26%	15.92%	17.33%	17.53%	18.05%	17.82%	14.95%	16.87%	16.19%	16.08%	17.74%	19.78%	15.58%	14.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1314	80	68	118	88	72	81	84	80	80	76	122	75	84	116	90					
		6.27%	5.61%	4.85%	8.39%	6.38%	5.03%	6.41%	7.06%	6.20%	5.79%	5.59%	8.92%	5.14%	6.22%	6.69%	5.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	120	10	5	10	9	4	13	8	4	4	7	3	12	11	5	15					
		0.57%	0.70%	0.36%	0.71%	0.65%	0.28%	1.03%	0.67%	0.31%	0.29%	0.52%	0.22%	0.82%	0.81%	0.29%	0.98%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13183	876	876	870	869	919	775	726	839	865	898	839	909	801	1111	1010					
		62.86%	61.47%	62.48%	61.83%	63.02%	64.18%	61.36%	61.01%	64.99%	62.64%	66.08%	61.33%	62.26%	59.33%	64.11%	65.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	162	9	9	11	13	13	11	15	6	17	10	15	10	9	7	7					
		0.77%	0.63%	0.64%	0.78%	0.94%	0.91%	0.87%	1.26%	0.46%	1.23%	0.74%	1.10%	0.68%	0.67%	0.40%	0.46%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
