Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №23																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677									
1	Число избирателей, включенных в список избирателей	145560	2252	2639	2327	2464	2287	2173	1701	2457	1419	2887	2415	2466	2288	2783	2797	2462	2668	2509	2735	2308	2458	2673	2605	2439	2771	1852	2275	2566	2263	2369	1919	2700	1180	2270	2450	1891	1992	2186	1836	2815	2231	2665	2758	2416	2269	1450	2568	2327	2360	2438	1920	2179	1923	2425	2380	1998	2448	2440	1207	2687	2066	2374	2484									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	112100	1600	2000	1700	2200	1700	1500	1300	1700	1200	2100	1800	2200	1700	2000	2000	1800	2000	2200	2400	1700	2100	2000	2000	1700	2000	1400	1700	2000	1600	1700	1400	2000	900	1700	1700	1400	1800	1900	1400	2500	1600	2300	2400	1800	1700	1400	1800	1700	1700	1000	1500	1600	1500	2100	2100	1500	1800	2100	1000	2000	1500	2100	2200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	84494	1246	1317	1172	1117	1163	1003	930	1254	784	1761	1319	1902	1273	1573	1421	1441	1441	1394	1584	1194	1375	1409	1476	1680	1538	1050	1168	1437	1309	1304	1064	1484	840	1351	1502	1014	1134	1165	1080	1613	1325	1591	1532	1416	1265	1031	1739	1606	1558	812	1453	1235	1120	1377	1457	1150	1492	1904	631	1570	1188	1788	1972									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1950	12	42	64	34	44	131	22	14	11	13	30	32	25	19	42	33	27	32	27	41	42	33	52	15	31	21	42	23	24	27	20	29	21	16	12	16	23	21	13	30	29	18	49	56	39	19	48	44	21	21	23	26	18	21	49	50	43	12	30	30	52	33	13									
6	Число погашенных избирательных бюллетеней	25656	342	641	464	1049	493	366	348	432	405	326	451	266	402	408	537	326	532	774	789	465	683	558	472	5	431	329	490	540	267	369	316	487	39	333	186	370	643	714	307	857	246	691	819	328	396	350	13	50	121	167	24	339	362	702	594	300	265	184	339	400	260	279	215									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1950	12	42	64	34	44	131	22	14	11	13	30	32	25	19	42	33	27	32	27	41	42	33	52	15	31	21	42	23	24	27	20	29	21	16	12	16	23	21	13	30	29	18	49	56	39	19	48	44	21	21	23	26	18	21	49	50	43	12	30	30	52	33	13									
8	Число бюллетеней в стационарных ящиках для голосования	84179	1238	1317	1172	1117	1163	1003	928	1254	783	1761	1319	1902	1272	1553	1420	1432	1441	1359	1557	1194	1375	1403	1476	1680	1538	1039	1167	1436	1307	1304	1040	1484	840	1350	1502	1009	1134	1141	1078	1613	1282	1591	1521	1416	1265	1012	1739	1606	1558	812	1453	1232	1120	1376	1457	1111	1484	1904	631	1564	1184	1788	1972									
9	Число недействительных избирательных бюллетеней	1190	29	19	20	16	14	21	7	25	12	42	11	29	17	27	24	30	10	14	23	12	6	13	21	22	18	18	18	15	34	45	10	13	30	13	36	12	17	22	21	2	10	18	14	8	14	15	15	25	22	18	15	16	24	20	8	50	21	15	7	25	16	5	21									
